Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Wenjing SUI / Cong HAN,CHN,221.91,1,78.51,1,143.4,2016-02-21,fc2016
2,Alexa SCIMECA / Chris KNIERIM,USA,207.96,3,67.61,2,140.35,2016-02-21,fc2016
3,Xiaoyu YU / Yang JIN,CHN,187.33,4,64.99,3,122.34,2016-02-21,fc2016
4,Tarah KAYNE / Daniel O SHEA,USA,182.02,7,59.72,4,122.3,2016-02-21,fc2016
5,Lubov ILIUSHECHKINA / Dylan MOSCOVITCH,CAN,179.67,5,61.97,5,117.7,2016-02-21,fc2016
6,Marissa CASTELLI / Mervin TRAN,USA,175.08,6,61.34,6,113.74,2016-02-21,fc2016
7,Tae Ok RYOM / Ju Sik KIM,PRK,157.24,8,53.83,7,103.41,2016-02-21,fc2016
8,Vanessa GRENIER / Maxime DESCHAMPS,CAN,148.82,10,50.07,8,98.75,2016-02-21,fc2016
9,Sumire SUTO / Francis BOUDREAU AUDET,JPN,145.33,9,52.7,9,92.63,2016-02-21,fc2016
WD,Meagan DUHAMEL / Eric RADFORD,CAN,71.9,2,71.9,WD,WD,2016-02-21,fc2016
