Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Maia SHIBUTANI / Alex SHIBUTANI,USA,181.62,1,72.86,1,108.76,2016-02-21,fc2016
2,Madison CHOCK / Evan BATES,USA,174.64,4,67.05,2,107.59,2016-02-21,fc2016
3,Kaitlyn WEAVER / Andrew POJE,CAN,173.85,2,72.42,4,101.43,2016-02-21,fc2016
4,Madison HUBBELL / Zachary DONOHUE,USA,172.29,3,69.36,3,102.93,2016-02-21,fc2016
5,Piper GILLES / Paul POIRIER,CAN,162.19,5,63.92,5,98.27,2016-02-21,fc2016
6,Elisabeth PARADIS / Francois-Xavier OUELLETTE,CAN,146.94,6,60.15,7,86.79,2016-02-21,fc2016
7,Kana MURAMOTO / Chris REED,JPN,145.83,7,57.13,6,88.7,2016-02-21,fc2016
8,Yura MIN / Alexander GAMELIN,KOR,138.42,9,55.23,8,83.19,2016-02-21,fc2016
9,Shiyue WANG / Xinyu LIU,CHN,135.57,8,56.49,10,79.08,2016-02-21,fc2016
10,Ho Jung LEE / Richard Kang In KAM,KOR,128.27,11,47.46,9,80.81,2016-02-21,fc2016
11,Rebeka KIM / Kirill MINOV,KOR,122.69,13,44.69,11,78.0,2016-02-21,fc2016
12,Emi HIRAI / Marien DE LA ASUNCION,JPN,117.06,12,47.09,13,69.97,2016-02-21,fc2016
13,Yiyi ZHANG / Nan WU,CHN,114.84,14,42.01,12,72.83,2016-02-21,fc2016
14,Anastasia KHROMOVA / Daryn ZHUNUSSOV,KAZ,110.71,10,48.19,15,62.52,2016-02-21,fc2016
15,Xibei LI / Guangyao XIANG,CHN,103.75,15,39.64,14,64.11,2016-02-21,fc2016
16,Matilda FRIEND / William BADAOUI,AUS,85.7,16,33.0,16,52.7,2016-02-21,fc2016
