ISU Grand Prix Final 2013-14,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Mao ASADA JPN  6,131.66  63.87,,68.79,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3A  8.50 -3.00 -3 -3 -3,-3 -3 -3 -3,,-3 -3,5.50,
2 3A<+SEQ <  4.80 -2.71 -3 -3 -3,-2 -2 -3 -2,,-3 -3,2.09,
3 3F  5.30  0.70 2 0 1,1 1 1 0,,1 2,6.00,
4 CCoSp4  3.50  0.64 1 0 1,1 2 2 1,,1 2,4.14,
"",,,Info,,Info
5 FCSp4  3.20  0.71 1 1 1,2 2 1 1,,2 2,3.91,
6 2A+3T  8.14 x  1.20 2 2 1,1 1 2 2,,2 2,9.34,
7 3S  4.62 x  1.00 2 2 1,1 2 1 1,,2 1,5.62,
8 3F+2Lo<+2Lo< <  8.69 x -0.80 -1 -1 -2,-1 -1 -2 -1,,0 -1,7.89,
9 3Lo  5.61 x  0.70 1 1 1,1 1 1 0,,2 1,6.31,
10 FCCoSp4  3.50  0.57 1 1 1,1 2 1 1,,1 2,4.07,
11 StSq4  3.90  1.80 2 3 2,2 2 3 3,,3 3,5.70,
12 ChSq1  2.00  1.30 2 1 2,1 2 2 3,,2 2,3.30,
61.76,,,,63.87,
Program Components Factor,,,,,
Skating Skills  1.60 8.75 8.50 8.50,7.75 8.75 8.75 8.75,,8.50 9.25,8.64,
Transition / Linking Footwork  1.60 8.50 8.50 8.00,7.50 8.00 8.25 8.50,,8.50 8.75,8.32,
Performance / Execution  1.60 8.75 8.25 8.25,7.50 8.75 8.75 8.75,,8.25 8.75,8.54,
Choreography / Composition  1.60 8.75 9.00 8.50,8.00 8.50 8.75 9.00,,8.50 9.25,8.71,
Interpretation  1.60 8.50 8.75 8.75,7.75 8.75 9.00 9.00,,8.75 9.50,8.79,
Judges Total Program Component Score (factored),,,,68.79,
Deductions: Falls: -1.00,,,,-1.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Julia LIPNITSKAIA RUS  3,125.45  64.93,,60.52,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Lz+3T e  10.10 -0.30 -1 0 1,0 -1 -1 1,,-1 -1,9.80,
2 2A+3T+2T  8.70  0.40 1 1 2,0 0 1 1,,0 0,9.10,
3 FCSp4  3.20  0.93 1 1 2,2 2 2 2,,2 2,4.13,
4 StSq2  2.60  0.71 1 2 1,1 2 2 2,,1 1,3.31,
5 3F  5.83 x  0.50 0 1 2,0 0 1 1,,1 1,6.33,
6 2A  3.63 x  0.29 1 0 2,0 1 1 1,,0 0,3.92,
7 3Lo+2T  7.04 x  0.50 1 1 2,0 1 1 1,,0 0,7.54,
8 3S< <  3.19 x -0.80 -1 0 -1,-2 -1 -1 -1,,-1 -2,2.39,
9 3Lz e  6.60 x -0.60 -1 -1 0,-2 -1 -1 -1,,0 -1,6.00,
10 LSp4  2.70  1.21 2 3 2,3 2 3 3,,2 2,3.91,
11 ChSq1  2.00  1.50 2 2 2,2 2 3 3,,2 1,3.50,
12 CCoSp4  3.50  1.50 3 3 3,3 3 3 3,,3 3,5.00,
59.09,,,,64.93,
Program Components Factor,,,,,
Skating Skills  1.60 7.25 7.75 8.25,7.25 7.50 8.00 7.25,,7.25 7.50,7.50,
