ISU Grand Prix Final 2013-14,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Yuzuru HANYU JPN  4,99.84  54.52,,45.32,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4T  10.30  2.71 3 3 3,3 3 2 2,,2 3,13.01,
2 FCSp4  3.20  1.00 2 3 2,2 2 1 2,,2 2,4.20,
3 CSSp4  3.00  0.93 2 2 2,2 2 1 1,,2 2,3.93,
4 3A  9.35 x  2.43 2 3 3,3 3 2 2,,2 2,11.78,
Info,,,Info,,Info
5 3Lz+3T  11.11 x  1.40 2 2 2,2 2 2 2,,1 3,12.51,
6 StSq4  3.90  1.90 3 3 3,2 3 3 2,,2 3,5.80,
7 CCoSp3  3.00  0.29 0 0 1,1 1 1 2,,0 0,3.29,
43.86,,,,54.52,
Program Components Factor,,,,,
Skating Skills  1.00 9.00 8.75 9.75,9.50 9.25 8.25 8.75,,8.50 8.75,8.93,
Transition / Linking Footwork  1.00 9.00 8.75 9.50,9.25 9.25 7.75 8.50,,8.25 8.75,8.82,
Performance / Execution  1.00 9.50 8.50 9.75,9.50 9.50 9.00 8.75,,8.75 9.25,9.18,
Choreography / Composition  1.00 10.00 9.00 9.50,9.25 9.50 8.25 9.00,,8.75 9.00,9.14,
Interpretation  1.00 9.50 9.00 9.50,9.50 9.75 8.75 9.00,,9.00 9.25,9.25,
Judges Total Program Component Score (factored),,,,45.32,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Patrick CHAN CAN  6,87.47  42.79,,44.68,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4T+3T  14.40  2.29 2 2 2,3 3 3 2,,2 2,16.69,
2 3A  8.50 -2.14 -3 -2 -3,-1 -2 -2 -2,,-3 -1,6.36,
3 CCSp4  3.20  1.07 2 3 2,2 2 2 2,,0 3,4.27,
4 2Lz  2.31 x -0.90 -3 -3 -3,-3 -2 -3 -3,,-3 -3,1.41,
5 FSSp4  3.00  1.00 2 2 2,2 2 1 2,,2 2,4.00,
6 StSq4  3.90  1.80 2 3 3,3 2 1 3,,2 3,5.70,
7 CCoSp4  3.50  0.86 1 2 1,2 2 2 2,,1 2,4.36,
38.81,,,,42.79,
Program Components Factor,,,,,
Skating Skills  1.00 9.00 9.25 9.00,9.25 8.75 9.00 9.25,,9.00 8.75,9.04,
Transition / Linking Footwork  1.00 8.75 9.25 9.25,9.50 8.25 8.50 9.00,,8.75 8.50,8.86,
Performance / Execution  1.00 8.50 9.00 8.75,9.00 9.00 8.25 8.50,,8.75 8.50,8.71,
Choreography / Composition  1.00 8.75 9.50 9.00,9.00 8.75 8.75 9.00,,9.00 9.50,9.00,
Interpretation  1.00 8.75 9.50 9.00,9.50 9.00 9.00 9.25,,9.00 8.75,9.07,
Judges Total Program Component Score (factored),,,,44.68,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Nobunari ODA JPN  1,80.94  41.76,,40.18,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4T< <  7.20 -3.00 -3 -3 -3,-3 -3 -3 -3,,-3 -3,4.20,
