11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
15,Yan LIU,CHN,0,73.35,29.54,45.81,2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,3Lz<,,1.9,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.9
2,3F<,,1.7,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.7
3,1Lo,,0.5,False,-0.02,0,0,0,0,0,-1,0,0,-2,-2,-1,,0.48
4,3Lo,,5.0,False,0.0,0,0,0,1,0,0,0,0,0,1,0,,5.0
5,FCSp2,,2.0,False,0.0,0,0,0,0,0,0,1,0,0,0,0,,2.0
6,3T,,4.4,True,-1.0,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,3.4
7,2A,,3.63,True,0.33,0,1,0,0,0,1,1,1,0,1,1,,3.96
8,CSp2,,1.5,False,-0.15,0,-1,-1,0,0,0,-1,0,-1,-1,-2,,1.35
9,SlSt3,,3.1,False,0.0,0,0,0,0,0,0,1,0,0,0,0,,3.1
10,CCoSp2,,2.5,False,-0.05,0,0,-1,0,1,0,0,1,-1,-2,0,,2.45
11,SpSq4,,3.4,False,0.17,0,1,0,0,1,0,0,0,0,0,1,,3.57
12,2S,,1.43,True,-0.6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,0.83
13,LSp2,,1.8,False,0.0,0,0,0,0,0,0,0,0,0,0,0,,1.8
,,,32.86,,,,,,,,,,,,,,,29.54
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,6.0,5.75,6.25,5.75,6.25,6.25,7.0,6.0,5.0,5.75,5.75,,6.04
,Transition / Linking Footwork  ,,,,1.6,5.75,5.25,5.5,5.0,6.0,5.75,6.5,5.5,5.0,5.25,5.75,,5.54
,Performance / Execution  ,,,,1.6,5.75,5.5,5.5,5.25,6.0,5.75,6.5,5.75,4.75,5.25,6.0,,5.63
,Choreography / Composition  ,,,,1.6,5.75,5.75,5.75,5.0,6.25,5.75,6.5,5.75,5.0,5.5,5.75,,5.71
,Interpretation  ,,,,1.6,5.75,5.75,5.75,5.0,6.25,5.75,6.75,5.75,5.0,5.75,6.25,,5.71
,,,,,,,,,,,,,,,,,,45.81
Deduction,Falls,-2.0
