11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
12,Anastasia GIMAZETDINOVA,UZB,0,77.24,37.09,41.15,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,3Lz,,6.0,False,-2.5,-2,-3,-3,-3,-2,-2,-3,-2,-1,-2,-3,,3.5
2,3T+2T,,5.3,False,0.33,0,0,1,0,0,1,0,1,1,0,1,,5.63
3,3S,,4.5,False,0.0,0,0,0,0,0,-1,0,1,0,0,0,,4.5
4,2A,,3.3,False,0.0,0,0,0,0,0,0,0,0,1,0,1,,3.3
5,3Lz+SEQ,,4.8,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.8
6,FCSp2,,2.0,False,0.0,0,0,0,0,1,0,0,1,0,0,0,,2.0
7,LSp3,,2.4,False,0.5,0,1,1,1,1,1,1,2,1,1,1,,2.9
8,2S,,1.43,True,0.0,0,0,0,0,0,0,0,0,0,-1,-1,,1.43
9,CCoSp3,,3.0,False,0.08,0,0,0,0,1,0,0,1,1,1,1,,3.08
10,SpSq4,,3.4,False,0.0,0,0,0,0,0,0,1,0,0,0,1,,3.4
11,SlSt1,,1.8,False,0.0,0,0,0,0,-1,1,0,1,0,-1,0,,1.8
12,2Lo,,1.65,True,0.0,0,0,0,0,0,0,0,0,0,-1,-1,,1.65
13,CoSp2,,2.1,False,0.0,0,0,0,0,0,0,0,0,0,0,0,,2.1
,,,41.68,,,,,,,,,,,,,,,37.09
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,5.25,5.0,5.25,5.75,5.25,5.75,5.25,5.75,5.5,5.25,6.0,,5.38
,Transition / Linking Footwork  ,,,,1.6,4.75,4.5,5.0,5.25,5.0,5.25,4.75,5.75,5.25,4.0,5.0,,5.0
,Performance / Execution  ,,,,1.6,5.0,4.75,5.0,5.25,5.0,5.25,5.25,5.5,5.5,4.5,5.5,,5.13
,Choreography / Composition  ,,,,1.6,5.0,4.5,5.0,5.5,5.0,5.5,5.0,5.5,5.5,4.5,5.0,,5.17
,Interpretation  ,,,,1.6,5.0,4.75,4.75,5.25,5.0,5.75,5.0,5.75,5.25,4.25,5.5,,5.04
,,,,,,,,,,,,,,,,,,41.15
Deduction,Falls,-1.0
