11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
20,Ana Cecilia CANTU,MEX,0,61.45,29.08,33.37,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,3S<,,1.3,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.3
2,2A,,3.3,False,-0.23,0,0,-1,0,0,0,-1,0,-1,-1,0,,3.07
3,3T,,4.0,False,-0.17,0,0,-1,0,0,0,0,0,-1,-1,0,,3.83
4,FSSp3,,2.3,False,-0.05,-1,0,0,0,0,0,-1,0,0,0,0,,2.25
5,2T+1T,,1.7,False,-0.15,-1,0,-1,0,0,-1,-2,0,0,-1,-1,,1.55
6,2A,,3.3,False,-1.4,-2,-2,-3,-2,-2,-2,-2,-2,-2,-2,-2,,1.9
7,SpSq4,,3.4,False,0.0,0,0,0,0,0,0,0,0,0,0,0,,3.4
8,2S+2T,,2.86,True,0.0,0,0,0,0,0,-1,0,0,0,0,-1,,2.86
9,CiSt2,,2.3,False,0.0,0,1,0,0,0,0,0,0,0,-1,0,,2.3
10,FSSp2,,2.0,False,-0.05,0,1,0,0,-1,-1,0,-1,0,0,-1,,1.95
11,2F,,1.87,True,0.0,0,0,0,0,0,0,0,0,0,0,0,,1.87
12,CoSp2,,2.1,False,-0.05,-1,0,-1,0,0,0,0,0,0,-1,-1,,2.05
13,CCoSp1,,2.0,False,-0.25,-1,0,-1,-2,0,-1,-1,0,-1,-1,0,,1.75
,,,32.43,,,,,,,,,,,,,,,29.08
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,4.5,4.5,4.0,4.5,4.0,4.75,3.75,4.0,4.75,4.0,3.75,,4.38
,Transition / Linking Footwork  ,,,,1.6,4.25,4.0,3.25,4.0,3.75,4.25,3.0,3.5,4.5,3.75,4.0,,3.92
,Performance / Execution  ,,,,1.6,4.5,4.25,3.75,4.25,4.0,4.5,3.25,3.5,4.5,4.0,3.75,,4.21
,Choreography / Composition  ,,,,1.6,4.25,4.5,3.75,4.0,3.75,4.5,3.5,3.5,4.5,4.25,4.5,,4.13
,Interpretation  ,,,,1.6,4.25,4.25,4.0,4.5,4.0,4.25,3.0,3.25,4.5,4.25,4.0,,4.21
,,,,,,,,,,,,,,,,,,33.37
Deduction,Falls,-1.0
