11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
10,Na-Young KIM,KOR,0,79.0,44.48,34.52,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,3F,,5.5,False,0.0,0,0,0,1,0,0,0,0,0,0,1,,5.5
2,2A,,3.3,False,0.17,0,1,0,0,0,0,1,0,0,0,0,,3.47
3,3Lz,,6.0,False,0.17,0,0,0,1,0,0,1,1,0,0,0,,6.17
4,FSSp4,,3.0,False,-0.1,0,0,-1,0,0,0,-1,0,-1,-1,0,,2.9
5,2S,,1.3,False,0.0,0,0,0,0,0,0,0,0,0,0,0,,1.3
6,2F+2T,,3.0,False,0.0,0,0,0,0,0,0,0,0,-1,-1,-1,,3.0
7,CCoSp4,,3.5,False,0.17,0,1,0,0,1,1,0,0,0,0,0,,3.67
8,SpSq4,,3.4,False,0.0,0,0,0,0,0,0,0,0,0,0,-1,,3.4
9,3Lz+2T<+1T,,7.48,True,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,,5.48
10,SlSt1,,1.8,False,0.0,0,0,-1,0,0,0,0,0,0,0,0,,1.8
11,2A+1A+SEQ,,3.61,True,0.0,0,0,0,0,0,0,0,0,-1,-1,0,,3.61
12,LSp2,,1.8,False,0.08,0,1,-1,0,1,0,0,1,0,0,-1,,1.88
13,SSp4,,2.4,False,-0.1,0,0,-1,0,0,0,-1,0,-1,-1,0,,2.3
,,,46.09,,,,,,,,,,,,,,,44.48
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,4.75,5.0,4.5,4.75,4.5,5.25,5.0,5.0,5.0,5.0,4.25,,4.83
,Transition / Linking Footwork  ,,,,1.6,4.25,4.25,3.75,4.0,4.0,4.0,3.25,4.5,4.75,4.0,4.0,,4.04
,Performance / Execution  ,,,,1.6,4.5,4.75,4.0,4.25,4.0,4.25,4.0,4.75,4.75,3.75,3.75,,4.29
,Choreography / Composition  ,,,,1.6,4.5,4.5,4.25,4.25,4.0,3.75,4.25,4.75,4.75,4.5,4.5,,4.29
,Interpretation  ,,,,1.6,4.5,4.5,3.75,4.25,4.0,3.5,3.75,4.5,4.75,4.0,4.25,,4.13
,,,,,,,,,,,,,,,,,,34.52
