Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Elizaveta TUKTAMYSHEVA,RUS,196.6,2,67.99,1,128.61,2014-11-09,gpchn2014
2,Julia LIPNITSKAIA,RUS,173.57,1,69.56,4,104.01,2014-11-09,gpchn2014
3,Kanako MURAKAMI,JPN,169.39,3,60.44,3,108.95,2014-11-09,gpchn2014
4,Polina EDMUNDS,USA,161.27,7,50.32,2,110.95,2014-11-09,gpchn2014
5,Gabrielle DALEMAN,CAN,161.26,4,58.49,5,102.77,2014-11-09,gpchn2014
6,Zijun LI,CHN,152.62,5,53.66,6,98.96,2014-11-09,gpchn2014
7,Viktoria HELGESSON,SWE,143.95,6,52.0,8,91.95,2014-11-09,gpchn2014
8,Hae Jin KIM,KOR,137.62,9,44.72,7,92.9,2014-11-09,gpchn2014
9,Christina GAO,USA,125.04,8,47.15,11,77.89,2014-11-09,gpchn2014
10,Ashley CAIN,USA,124.81,11,39.8,9,85.01,2014-11-09,gpchn2014
11,Anne Line GJERSEM,NOR,122.78,10,41.93,10,80.85,2014-11-09,gpchn2014
