ISU GP Lexus Cup of China 2014,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Elizaveta TUKTAMYSHEVA RUS  10,128.61  63.65,,64.96,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Lz+2T+2Lo  9.10  0.80 1 1 1,2 1 2 1,,1 1,9.90,
2 2Lz  2.10  0.13 0 1 1,0 0 0 0,,1 1,2.23,
3 3F  5.30  1.00 1 2 1,1 1 2 2,,2 1,6.30,
4 LSp3  2.40  0.64 1 1 1,1 2 2 1,,1 2,3.04,
"",,,Info,,Info
5 FSSp3  2.60  0.57 1 1 1,1 1 2 1,,0 2,3.17,
6 3T+3T  8.20  1.40 2 2 2,2 1 2 2,,2 2,9.60,
7 3Lo  5.61 x  0.50 1 0 0,0 1 1 1,,1 1,6.11,
8 3S+2A+SEQ  6.60 x  0.60 1 0 1,0 0 1 2,,1 2,7.20,
9 StSq3  3.30  0.93 2 2 1,1 2 3 2,,2 2,4.23,
10 2A  3.63 x  0.71 1 2 1,1 1 2 2,,2 1,4.34,
11 ChSq1  2.00  1.60 2 3 2,2 2 3 3,,2 2,3.60,
12 CCoSp3p3  3.00  0.93 1 2 1,2 2 2 2,,3 2,3.93,
53.84,,,,63.65,
Program Components Factor,,,,,
Skating Skills  1.60 8.00 8.25 8.00,8.00 8.00 8.25 8.25,,7.75 8.00,8.07,
Transition / Linking Footwork  1.60 7.25 7.50 7.50,7.75 7.75 8.00 7.75,,8.00 7.75,7.71,
Performance / Execution  1.60 8.00 8.50 8.00,8.25 8.25 8.50 8.25,,8.25 8.25,8.25,
Choreography / Composition  1.60 8.00 8.25 8.00,8.00 8.25 8.25 8.25,,8.25 8.25,8.18,
Interpretation  1.60 8.50 8.50 8.25,8.25 8.25 8.50 8.50,,8.50 8.00,8.39,
Judges Total Program Component Score (factored),,,,64.96,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Polina EDMUNDS USA  5,110.95  57.05,,54.90,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Lz+3T  10.10  0.90 1 1 2,2 1 2 1,,1 1,11.00,
2 3Fe+1Lo+3S e  8.40 -1.20 -2 -2 -1,-2 -1 -1 -2,,-2 -2,7.20,
3 StSq1  1.80  0.79 1 2 1,2 2 2 2,,1 1,2.59,
4 CCoSp3p4  3.50  0.93 1 2 2,2 2 1 2,,2 2,4.43,
5 2A  3.63 x  0.50 1 1 1,1 0 1 1,,1 2,4.13,
6 3Lz< <  4.62 x -0.70 -1 -1 -1,-1 -1 -1 -2,,-1 -1,3.92,
7 3Fe e  4.07 x -1.00 -2 -1 -1,-2 -1 -1 -2,,-1 -2,3.07,
8 FSSp4  3.00  0.50 1 1 1,1 1 2 1,,1 1,3.50,
9 3Lo+2T  7.04 x  0.00 0 0 0,0 0 0 1,,0 0,7.04,
10 ChSq1  2.00  0.70 1 1 1,1 1 1 1,,1 1,2.70,
11 2A  3.63 x  0.14 0 0 0,1 0 0 0,,1 1,3.77,
12 LSp4  2.70  1.00 2 1 2,3 2 2 2,,2 2,3.70,
54.49,,,,57.05,
Program Components Factor,,,,,
Skating Skills  1.60 7.00 7.00 7.00,7.00 6.75 7.25 6.75,,6.75 6.75,6.89,
