ISU GP Trophee de France 2016,,,,
ICE DANCE SHORT DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
1 Gabriella PAPADAKIS / Guillaume CIZERON FRA  10  78.26,40.43,37.83,0.00,
Executed Base,,,Scores of,
"# InGfoOE J1 J2 J3 J4 J5",J6 J7,J8 InJfo9 Ref,,Info
Elements Value,,,Panel,
1 STw4  6.60  1.54 2 3 3 2 3,3 3,2 2,8.14,
2 1MB4+kpYYY  5.00  1.29 2 2 2 2 3,2 3,2 2,6.29,
3 PSt3  7.10  2.36 2 2 2 3 2,2 2,3 2,9.46,
4 StaLi4  4.50  1.80 3 3 3 3 3,3 3,2 3,6.30,
5 NtDiSt3  7.10  3.14 3 3 3 3 2,2 3,3 3,10.24,
30.30,,,40.43,
Program Components Factor,,,,
Skating Skills  0.80  9.50  9.50  9.50  9.50  9.25,9.50  9.50,9.25  9.25,9.43,
Transitions  0.80  9.50  9.25  9.25  9.25  9.25,9.25  9.50,9.25  9.00,9.29,
Performance  0.80  9.50  9.50  9.75  9.50  9.50,9.25  9.75,9.50  9.25,9.50,
Composition  0.80  9.50  9.50  9.50  9.50  9.25,9.75  9.75,9.50  9.00,9.50,
Interpretation of the Music / Timing  0.80  9.50  9.50  9.75  9.50  9.25,9.75  9.75,9.50  9.50,9.57,
Judges Total Program Component Score (factored),,,37.83,
Deductions,,,0.00,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
2 Elena ILINYKH / Ruslan ZHIGANSHIN RUS  7  68.72,33.29,35.43,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 J9 Ref,,
Elements Value,,,Panel,
1 CuLi3  4.00  1.54 2 3 2 2 3,3 3,3 2,5.54,
2 1MB2+kpNYN  3.80  1.20 2 2 2 2 2,2 0,2 2,5.00,
3 PSt3  7.10  1.89 2 1 1 2 2,2 1,2 2,8.99,
4 STw2  4.60  1.20 2 2 2 2 3,2 2,2 2,5.80,
5 NtMiSt2  5.60  2.36 2 3 2 2 2,3 2,2 2,7.96,
25.10,,,33.29,
Program Components Factor,,,,
Skating Skills  0.80  9.00  9.00  8.50  8.75  8.75,9.00  8.00,8.75  8.75,8.79,
Transitions  0.80  9.00  9.00  8.00  8.75  8.75,8.75  7.50,8.50  8.50,8.61,
Performance  0.80  9.50  9.25  8.50  9.25  9.00,9.25  8.75,9.00  9.00,9.07,
Composition  0.80  9.25  9.25  8.25  9.00  9.00,9.25  8.25,9.25  8.50,8.93,
Interpretation of the Music / Timing  0.80  9.00  9.25  8.50  9.00  9.00,9.50  8.00,9.00  8.50,8.89,
Judges Total Program Component Score (factored),,,35.43,
Deductions,,,0.00,
Violation of choreography restrictions: (2 of 10),,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
3 Madison HUBBELL / Zachary DONOHUE USA  6  66.77,32.37,34.40,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 J9 Ref,,
Elements Value,,,Panel,
1 1MB4+kpYYY  5.00  1.20 1 2 3 2 3,2 2,1 2,6.20,
2 PSt2  5.60  0.94 1 1 2 1 0,1 1,1 0,6.54,
3 STw2  4.60  0.34 0 1 1 0 1,1 2,0 0,4.94,
4 SlLi4  4.50  1.20 2 2 3 2 2,2 2,2 1,5.70,
5 NtDiSt3  7.10  1.89 1 2 3 2 1,2 1,2 2,8.99,
26.80,,,32.37,
Program Components Factor,,,,
