Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Yuzuru HANYU,JPN,282.59,3,91.24,1,191.35,2014-03-30,wc2014
2,Tatsuki MACHIDA,JPN,282.26,1,98.21,2,184.05,2014-03-30,wc2014
3,Javier FERNANDEZ,ESP,275.93,2,96.42,3,179.51,2014-03-30,wc2014
4,Maxim KOVTUN,RUS,247.37,7,84.66,5,162.71,2014-03-30,wc2014
5,Jeremy ABBOTT,USA,246.35,8,79.67,4,166.68,2014-03-30,wc2014
6,Takahiko KOZUKA,JPN,238.02,6,85.54,6,152.48,2014-03-30,wc2014
7,Han YAN,CHN,231.91,5,86.7,11,145.21,2014-03-30,wc2014
8,Max AARON,USA,225.66,9,78.32,8,147.34,2014-03-30,wc2014
9,Chafik BESSEGHIER,FRA,224.19,10,76.8,7,147.39,2014-03-30,wc2014
10,Tomas VERNER,CZE,223.14,4,89.08,15,134.06,2014-03-30,wc2014
11,Kevin REYNOLDS,CAN,215.51,15,68.52,10,146.99,2014-03-30,wc2014
12,Nam NGUYEN,CAN,214.06,16,66.75,9,147.31,2014-03-30,wc2014
13,Ivan RIGHINI,ITA,213.09,14,69.43,12,143.66,2014-03-30,wc2014
14,Peter LIEBERS,GER,211.92,11,74.02,14,137.9,2014-03-30,wc2014
15,Alexei BYCHENKO,ISR,211.24,12,69.73,13,141.51,2014-03-30,wc2014
16,Jin Seo KIM,KOR,202.8,13,69.56,16,133.24,2014-03-30,wc2014
17,Jorik HENDRICKX,BEL,196.78,17,65.56,18,131.22,2014-03-30,wc2014
18,Elladj BALDE,CAN,195.39,22,62.84,17,132.55,2014-03-30,wc2014
19,Christopher CALUZA,PHI,193.23,18,64.69,19,128.54,2014-03-30,wc2014
20,Abzal RAKIMGALIEV,KAZ,183.55,24,61.77,20,121.78,2014-03-30,wc2014
21,Zoltan KELEMEN,ROU,176.81,20,63.23,21,113.58,2014-03-30,wc2014
22,Maciej CIEPLUCHA,POL,175.97,21,63.07,22,112.9,2014-03-30,wc2014
23,Stephane WALKER,SUI,163.91,19,64.4,23,99.51,2014-03-30,wc2014
WD,Michal BREZINA,CZE,62.25,23,62.25,WD,WD,2014-03-30,wc2014
25,Yakov GODOROZHA,UKR,61.53,25,61.53,DNQ,DNQ,2014-03-30,wc2014
26,Viktor ROMANENKOV,EST,61.14,26,61.14,DNQ,DNQ,2014-03-30,wc2014
27,Misha GE,UZB,60.34,27,60.34,DNQ,DNQ,2014-03-30,wc2014
28,Ronald LAM,HKG,60.07,28,60.07,DNQ,DNQ,2014-03-30,wc2014
29,Kim LUCINE,MON,58.19,29,58.19,DNQ,DNQ,2014-03-30,wc2014
30,Viktor PFEIFER,AUT,57.17,30,57.17,DNQ,DNQ,2014-03-30,wc2014
31,Justus STRID,DEN,55.62,31,55.62,DNQ,DNQ,2014-03-30,wc2014
32,Alexander MAJOROV,SWE,55.61,32,55.61,DNQ,DNQ,2014-03-30,wc2014
