Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Aliona SAVCHENKO / Robin SZOLKOWY,GER,224.88,1,79.02,1,145.86,2014-03-30,wc2014
2,Ksenia STOLBOVA / Fedor KLIMOV,RUS,215.92,3,76.15,2,139.77,2014-03-30,wc2014
3,Meagan DUHAMEL / Eric RADFORD,CAN,210.84,2,77.01,4,133.83,2014-03-30,wc2014
4,Kirsten MOORE-TOWERS / Dylan MOSCOVITCH,CAN,205.52,6,69.31,3,136.21,2014-03-30,wc2014
5,Cheng PENG / Hao ZHANG,CHN,194.83,5,71.68,5,123.15,2014-03-30,wc2014
6,Wenjing SUI / Cong HAN,CHN,192.1,4,72.24,9,119.86,2014-03-30,wc2014
7,Vera BAZAROVA / Yuri LARIONOV,RUS,189.44,7,67.41,6,122.03,2014-03-30,wc2014
8,Julia ANTIPOVA / Nodari MAISURADZE,RUS,186.22,8,66.78,10,119.44,2014-03-30,wc2014
9,Stefania BERTON / Ondrej HOTAREK,ITA,184.28,10,62.73,7,121.55,2014-03-30,wc2014
10,Vanessa JAMES / Morgan CIPRES,FRA,183.9,9,64.01,8,119.89,2014-03-30,wc2014
11,Marissa CASTELLI / Simon SHNAPIR,USA,170.9,11,60.6,11,110.3,2014-03-30,wc2014
12,Paige LAWRENCE / Rudi SWIEGERS,CAN,168.88,12,59.84,12,109.04,2014-03-30,wc2014
13,Maylin WENDE / Daniel WENDE,GER,159.42,13,58.19,13,101.23,2014-03-30,wc2014
14,Felicia ZHANG / Nathan BARTHOLOMAY,USA,151.78,14,57.59,14,94.19,2014-03-30,wc2014
15,Daria POPOVA / Bruno MASSOT,FRA,142.0,15,52.5,15,89.5,2014-03-30,wc2014
16,Nicole DELLA MONICA / Matteo GUARISE,ITA,139.3,16,51.38,16,87.92,2014-03-30,wc2014
17,Narumi TAKAHASHI / Ryuichi KIHARA,JPN,49.54,17,49.54,DNQ,DNQ,2014-03-30,wc2014
18,Amani FANCY / Christopher BOYADJI,GBR,46.96,18,46.96,DNQ,DNQ,2014-03-30,wc2014
19,Natalja ZABIJAKO / Alexandr ZABOEV,EST,46.11,19,46.11,DNQ,DNQ,2014-03-30,wc2014
20,Maria PALIAKOVA / Nikita BOCHKOV,BLR,45.29,20,45.29,DNQ,DNQ,2014-03-30,wc2014
21,Julia LAVRENTIEVA / Yuri RUDYK,UKR,44.2,21,44.2,DNQ,DNQ,2014-03-30,wc2014
22,Miriam ZIEGLER / Severin KIEFER,AUT,44.06,22,44.06,DNQ,DNQ,2014-03-30,wc2014
23,Elizaveta MAKAROVA / Leri KENCHADZE,BUL,42.86,23,42.86,DNQ,DNQ,2014-03-30,wc2014
