Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Mao ASADA,JPN,216.69,1,78.66,1,138.03,2014-03-30,wc2014
2,Julia LIPNITSKAIA,RUS,207.5,3,74.54,2,132.96,2014-03-30,wc2014
3,Carolina KOSTNER,ITA,203.83,2,77.24,6,126.59,2014-03-30,wc2014
4,Anna POGORILAYA,RUS,197.5,6,66.26,3,131.24,2014-03-30,wc2014
5,Gracie GOLD,USA,194.58,5,70.31,7,124.27,2014-03-30,wc2014
6,Akiko SUZUKI,JPN,193.72,4,71.02,8,122.7,2014-03-30,wc2014
7,Ashley WAGNER,USA,193.16,7,63.64,4,129.52,2014-03-30,wc2014
8,Polina EDMUNDS,USA,187.5,12,60.59,5,126.91,2014-03-30,wc2014
9,So Youn PARK,KOR,176.61,13,57.22,9,119.39,2014-03-30,wc2014
10,Kanako MURAKAMI,JPN,172.44,10,60.86,10,111.58,2014-03-30,wc2014
11,Kaetlyn OSMOND,CAN,170.64,8,62.92,13,107.72,2014-03-30,wc2014
12,Nathalie WEINZIERL,GER,167.72,11,60.82,15,106.9,2014-03-30,wc2014
13,Gabrielle DALEMAN,CAN,164.78,14,55.72,11,109.06,2014-03-30,wc2014
14,Joshi HELGESSON,SWE,162.91,15,54.96,12,107.95,2014-03-30,wc2014
15,Mae Berenice MEITE,FRA,158.72,9,61.62,16,97.1,2014-03-30,wc2014
16,Valentina MARCHEI,ITA,157.64,22,50.27,14,107.37,2014-03-30,wc2014
17,Zijun LI,CHN,150.34,16,54.37,17,95.97,2014-03-30,wc2014
18,Eliska BREZINOVA,CZE,145.15,24,49.34,18,95.81,2014-03-30,wc2014
19,Brooklee HAN,AUS,144.28,18,53.2,19,91.08,2014-03-30,wc2014
20,Anna OVCHAROVA,SUI,143.22,17,54.19,20,89.03,2014-03-30,wc2014
21,Natalia POPOVA,UKR,135.05,21,50.32,21,84.73,2014-03-30,wc2014
22,Anne Line GJERSEM,NOR,130.03,23,49.48,22,80.55,2014-03-30,wc2014
23,Hae Jin KIM,KOR,129.82,19,51.83,23,77.99,2014-03-30,wc2014
WD,Jenna MCCORKELL,GBR,50.56,20,50.56,WD,WD,2014-03-30,wc2014
25,Nicole RAJICOVA,SVK,49.24,25,49.24,DNQ,DNQ,2014-03-30,wc2014
26,Elena GLEBOVA,EST,48.09,26,48.09,DNQ,DNQ,2014-03-30,wc2014
27,Inga JANULEVICIUTE,LTU,47.2,27,47.2,DNQ,DNQ,2014-03-30,wc2014
28,Kaat VAN DAELE,BEL,46.05,28,46.05,DNQ,DNQ,2014-03-30,wc2014
29,Juulia TURKKILA,FIN,45.57,29,45.57,DNQ,DNQ,2014-03-30,wc2014
30,Anita MADSEN,DEN,44.15,30,44.15,DNQ,DNQ,2014-03-30,wc2014
31,Kerstin FRANK,AUT,44.11,31,44.11,DNQ,DNQ,2014-03-30,wc2014
32,Sonia LAFUENTE,ESP,43.94,32,43.94,DNQ,DNQ,2014-03-30,wc2014
33,Netta SCHREIBER,ISR,43.39,33,43.39,DNQ,DNQ,2014-03-30,wc2014
