Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Daisuke TAKAHASHI,JPN,257.7,1,89.3,1,168.4,3/28/10,wc2010
2,Patrick CHAN,CAN,247.22,2,87.8,2,159.42,3/28/10,wc2010
3,Brian JOUBERT,FRA,241.74,3,87.7,4,154.04,3/28/10,wc2010
4,Michal BREZINA,CZE,236.06,5,81.75,3,154.31,3/28/10,wc2010
5,Jeremy ABBOTT,USA,232.1,6,81.05,6,151.05,3/28/10,wc2010
6,Adam RIPPON,USA,231.47,7,80.11,5,151.36,3/28/10,wc2010
7,Samuel CONTESTI,ITA,218.66,8,78.4,11,140.26,3/28/10,wc2010
8,Kevin VAN DER PERREN,BEL,218.43,10,73.55,9,144.88,3/28/10,wc2010
9,Adrian SCHULTHEISS,SWE,218.26,12,72.35,7,145.91,3/28/10,wc2010
10,Takahiko KOZUKA,JPN,216.73,4,84.2,12,132.53,3/28/10,wc2010
11,Kevin REYNOLDS,CAN,216.58,14,71.2,8,145.38,3/28/10,wc2010
12,Javier FERNANDEZ,ESP,215.66,13,71.65,10,144.01,3/28/10,wc2010
13,Denis TEN,KAZ,202.46,9,77.4,15,125.06,3/28/10,wc2010
14,Sergei VORONOV,RUS,200.6,11,73.42,14,127.18,3/28/10,wc2010
15,Florent AMODIO,FRA,197.25,15,68.31,13,128.94,3/28/10,wc2010
16,Anton KOVALEVSKI,UKR,186.03,16,67.6,19,118.43,3/28/10,wc2010
17,Jinlin GUAN,CHN,182.68,19,59.45,16,123.23,3/28/10,wc2010
18,Ryan BRADLEY,USA,179.24,21,56.1,17,123.14,3/28/10,wc2010
19,Alexandr KAZAKOV,BLR,175.57,24,54.24,18,121.33,3/28/10,wc2010
20,Viktor PFEIFER,AUT,170.79,17,59.95,21,110.84,3/28/10,wc2010
21,Abzal RAKIMGALIEV,KAZ,166.2,22,54.6,20,111.6,3/28/10,wc2010
22,Jamal OTHMAN,SUI,156.41,20,57.35,22,99.06,3/28/10,wc2010
23,Min-Seok KIM,KOR,149.31,18,59.8,24,89.51,3/28/10,wc2010
24,Ari-Pekka NURMENKARI,FIN,148.34,23,54.45,23,93.89,3/28/10,wc2010
25,Peter LIEBERS,GER,54.09,25,54.09,DNQ,DNQ,3/28/10,wc2010
26,Pavel KASKA,CZE,50.55,26,50.55,DNQ,DNQ,3/28/10,wc2010
27,Kevin ALVES,BRA,50.28,27,50.28,DNQ,DNQ,3/28/10,wc2010
28,Nobunari ODA,JPN,50.25,28,50.25,DNQ,DNQ,3/28/10,wc2010
29,Boris MARTINEC,CRO,50.1,29,50.1,DNQ,DNQ,3/28/10,wc2010
30,Matthew PARR,GBR,49.31,30,49.31,DNQ,DNQ,3/28/10,wc2010
31,Peter REITMAYER,SVK,48.72,31,48.72,DNQ,DNQ,3/28/10,wc2010
32,Zoltan KELEMEN,ROU,46.94,32,46.94,DNQ,DNQ,3/28/10,wc2010
33,Damjan OSTOJIC,BIH,45.3,33,45.3,DNQ,DNQ,3/28/10,wc2010
34,Andrew HUERTAS,PUR,45.09,34,45.09,DNQ,DNQ,3/28/10,wc2010
35,Maciej CIEPLUCHA,POL,44.3,35,44.3,DNQ,DNQ,3/28/10,wc2010
36,Viktor ROMANENKOV,EST,44.17,36,44.17,DNQ,DNQ,3/28/10,wc2010
37,Stephen Li-Chung KUO,TPE,44.15,37,44.15,DNQ,DNQ,3/28/10,wc2010
38,Saulius AMBRULEVICIUS,LTU,42.37,38,42.37,DNQ,DNQ,3/28/10,wc2010
39,Mark WEBSTER,AUS,42.3,39,42.3,DNQ,DNQ,3/28/10,wc2010
40,Georgi KENCHADZE,BUL,42.09,40,42.09,DNQ,DNQ,3/28/10,wc2010
41,Tigran VARDANJAN,HUN,39.3,41,39.3,DNQ,DNQ,3/28/10,wc2010
42,Sarkis HAYRAPETYAN,ARM,39.02,42,39.02,DNQ,DNQ,3/28/10,wc2010
43,Maxim SHIPOV,ISR,38.26,43,38.26,DNQ,DNQ,3/28/10,wc2010
44,Humberto CONTRERAS,MEX,37.33,44,37.33,DNQ,DNQ,3/28/10,wc2010
45,Ali DEMIRBOGA,TUR,36.39,45,36.39,DNQ,DNQ,3/28/10,wc2010
46,Girts JEKABSONS,LAT,31.79,46,31.79,DNQ,DNQ,3/28/10,wc2010
WD,Joffrey BOURDON,MNE,WD,WD,WD,WD,WD,3/28/10,wc2010
WD,Artem BORODULIN,RUS,WD,WD,WD,WD,WD,3/28/10,wc2010
