Rank,Event,Date,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score
1,gpf1718,2017-12-10,Aljona SAVCHENKO / Bruno MASSOT,GER,236.68,1,79.43,1,157.25
2,gpf1718,2017-12-10,Wenjing SUI / Cong HAN,CHN,230.89,3,75.82,2,155.07
3,gpf1718,2017-12-10,Meagan DUHAMEL / Eric RADFORD,CAN,210.83,5,72.18,3,138.65
4,gpf1718,2017-12-10,Ksenia STOLBOVA / Fedor KLIMOV,RUS,209.26000000000002,4,73.15,5,136.11
5,gpf1718,2017-12-10,Evgenia TARASOVA / Vladimir MOROZOV,RUS,208.73000000000002,2,78.83,6,129.9
6,gpf1718,2017-12-10,Xiaoyu YU / Hao ZHANG,CHN,207.14000000000001,6,70.15,4,136.99
