Rank,Event,Date,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score
1,gpf1718,2017-12-10,Nathan CHEN,USA,286.51,1,103.32,2,183.19
2,gpf1718,2017-12-10,Shoma UNO,JPN,286.01,2,101.51,1,184.5
3,gpf1718,2017-12-10,Mikhail KOLYADA,RUS,282.0,3,99.22,3,182.78
4,gpf1718,2017-12-10,Sergei VORONOV,RUS,266.59,5,87.77,4,178.82
5,gpf1718,2017-12-10,Adam RIPPON,USA,254.32999999999998,6,86.19,5,168.14
6,gpf1718,2017-12-10,Jason BROWN,USA,253.81,4,89.02,6,164.79
