Rank,Event,Date,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score
1,gpf1718,2017-12-10,Gabriella PAPADAKIS / Guillaume CIZERON,FRA,202.16,1,82.07,1,120.09
2,gpf1718,2017-12-10,Tessa VIRTUE / Scott MOIR,CAN,199.86,2,81.53,2,118.33
3,gpf1718,2017-12-10,Maia SHIBUTANI / Alex SHIBUTANI,USA,188.0,3,78.09,6,109.91
4,gpf1718,2017-12-10,Madison HUBBELL / Zachary DONOHUE,USA,187.4,4,74.81,4,112.59
5,gpf1718,2017-12-10,Madison CHOCK / Evan BATES,USA,187.15,5,74.36,3,112.79
6,gpf1718,2017-12-10,Anna CAPPELLINI / Luca LANOTTE,ITA,185.23,6,74.24,5,110.99
