Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Yu-Na KIM,KOR,184.54,1,65.22,1,119.32,2006-11-19,gpfra06
2,Miki ANDO,JPN,174.44,2,65.02,2,109.42,2006-11-19,gpfra06
3,Kimmie MEISSNER,USA,158.03,4,52.56,4,105.47,2006-11-19,gpfra06
4,Joannie ROCHETTE,CAN,151.52,3,58.92,5,92.6,2006-11-19,gpfra06
5,Susanna POYKIO,FIN,148.81,8,42.94,3,105.87,2006-11-19,gpfra06
6,Valentina MARCHEI,ITA,129.73,7,46.02,6,83.71,2006-11-19,gpfra06
7,Christine ZUKOWSKI,USA,123.59,6,47.04,7,76.55,2006-11-19,gpfra06
8,Anne Sophie CALVEZ,FRA,123.26,5,50.96,8,72.3,2006-11-19,gpfra06
9,Nadege BOBILLIER,FRA,109.88,9,40.52,9,69.36,2006-11-19,gpfra06
10,Sonia RADEVA,BUL,95.74,11,32.34,10,63.4,2006-11-19,gpfra06
11,Candice DIDIER,FRA,91.68,10,32.42,11,59.26,2006-11-19,gpfra06
