Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Brian JOUBERT,FRA,231.08,1,77.35,1,153.73,2006-11-19,gpfra06
2,Alban PREAUBERT,FRA,211.72,2,71.38,2,140.34,2006-11-19,gpfra06
3,Sergei DOBRIN,RUS,193.5,4,62.85,3,130.65,2006-11-19,gpfra06
4,Ilia KLIMKIN,RUS,187.16,3,64.8,4,122.36,2006-11-19,gpfra06
5,Patrick CHAN,CAN,179.92,6,57.82,5,122.1,2006-11-19,gpfra06
6,Takahiko KOZUKA,JPN,177.85,11,56.04,6,121.81,2006-11-19,gpfra06
7,Andrei GRIAZEV,RUS,177.67,9,56.39,7,121.28,2006-11-19,gpfra06
8,Shawn SAWYER,CAN,177.51,8,56.54,8,120.97,2006-11-19,gpfra06
9,Yasuharu NANRI,JPN,173.51,7,56.8,9,116.71,2006-11-19,gpfra06
10,Jeremie COLOT,FRA,166.34,10,56.26,10,110.08,2006-11-19,gpfra06
11,Jamal OTHMAN,SUI,159.02,5,59.18,11,99.84,2006-11-19,gpfra06
