Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Maria PETROVA / Alexei TIKHONOV,RUS,174.27,1,61.64,1,112.63,2006-11-19,gpfra06
2,Rena INOUE / John BALDWIN,USA,164.73,2,57.44,2,107.29,2006-11-19,gpfra06
3,Julia OBERTAS / Sergei SLAVNOV,RUS,153.55,3,55.3,3,98.25,2006-11-19,gpfra06
4,Elizabeth PUTNAM / Sean WIRTZ,CAN,151.71,4,53.48,4,98.23,2006-11-19,gpfra06
5,Jiaqi LI / Jiankun XU,CHN,134.95,5,51.02,5,83.93,2006-11-19,gpfra06
6,Dominika PIATKOWSKA / Dmitri KHROMIN,POL,125.91,6,46.94,6,78.97,2006-11-19,gpfra06
7,Adeline CANAC / Maxima COIA,FRA,117.98,7,44.74,7,73.24,2006-11-19,gpfra06
8,Melodie CHATAIGNER / Medhi BOUZZINE,FRA,108.85,8,44.36,8,64.49,2006-11-19,gpfra06
