ISU GP NHK Trophy 2013,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
1 3Lz  6.00 -1.60,-2 -3 -2,-3 -2 -1 -3,,-3 -1,4.40,
2 CCoSp4  3.50  0.43,1 1 0,1 1 2 0,,1 1,3.93,
3 StSq3  3.30  0.57,1 1 1,1 1 2 2,,1 1,3.87,
4 FSSp4  3.00  0.36,1 0 1,0 1 1 1,,0 1,3.36,
5 3Lo+3T  10.12 x  0.90,1 1 1,2 2 1 2,,1 1,11.02,
6 2A  3.63 x  0.07,0 0 1,0 1 0 0,,0 0,3.70,
7 LSp4  2.70  1.14,2 2 2,2 3 3 3,,2 2,3.84,
32.25,,,,,34.12,
Program Components Factor,,,,,,
Skating Skills  0.80,7.50 8.00 7.50,7.25 6.75 7.50 7.25,,7.50 7.00,7.36,
Transition / Linking Footwork  0.80,7.25 7.50 6.50,7.00 6.25 7.00 7.00,,7.25 6.50,6.93,
Performance / Execution  0.80,7.25 7.25 7.00,7.25 7.50 7.25 7.25,,7.75 6.75,7.25,
Choreography / Composition  0.80,7.50 7.25 7.00,7.00 7.25 7.25 7.25,,7.75 6.75,7.21,
Interpretation  0.80,7.50 7.00 7.25,7.25 7.50 7.00 6.50,,7.50 6.50,7.14,
Judges Total Program Component Score (factored),,,,,28.71,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP NHK Trophy 2013,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name,Nation Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
4 Gracie GOLD,USA  7,62.83  32.55,,30.28,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3Lz+2T  7.30  0.50,0 0 1,0 1 1 1,,1 1,7.80,
2 StSq3  3.30  0.86,2 1 2,2 2 2 1,,1 2,4.16,
3 FCSp4  3.20  0.79,2 1 1,2 2 3 2,,1 1,3.99,
4 3Lo  5.61 x -1.20,-2 -2 -2,-1 -1 -3 -2,,-2 -1,4.41,
Info,,,,Info,,Info
5 2A  3.63 x  0.64,1 0 1,1 2 1 2,,2 1,4.27,
6 LSp4  2.70  0.93,2 1 2,1 2 2 2,,2 2,3.63,
7 CCoSp4  3.50  0.79,1 1 1,2 2 2 1,,2 2,4.29,
29.24,,,,,32.55,
Program Components Factor,,,,,,
Skating Skills  0.80,7.75 7.25 8.00,7.50 7.25 7.50 7.50,,7.75 7.75,7.57,
Transition / Linking Footwork  0.80,7.50 7.25 7.75,7.00 7.00 8.75 7.50,,7.50 7.50,7.43,
Performance / Execution  0.80,7.75 7.25 7.75,7.50 7.25 7.50 6.50,,7.75 7.75,7.54,
Choreography / Composition  0.80,7.75 7.50 8.00,7.50 7.25 8.50 6.75,,7.75 8.00,7.68,
Interpretation  0.80,8.00 7.25 8.00,7.75 7.00 8.00 6.75,,7.50 8.00,7.64,
Judges Total Program Component Score (factored),,,,,30.28,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name,Nation Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
5 Valentina MARCHEI,ITA  6,61.90  31.70,,30.20,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3S  4.20  0.90,0 1 2,1 2 1 1,,2 1,5.10,
2 3Lz+2T  7.30  0.40,1 0 1,0 0 1 0,,1 1,7.70,
3 FSSp4  3.00  0.64,1 1 2,2 1 1 0,,2 1,3.64,
4 2A  3.63 x  0.43,1 1 1,0 1 0 1,,1 1,4.06,
5 LSp3  2.40  0.71,1 1 2,2 1 1 1,,2 2,3.11,
6 StSq3  3.30  0.79,2 1 1,2 2 1 1,,2 2,4.09,
7 CCoSp4  3.50  0.50,1 1 1,1 2 1 0,,1 1,4.00,
27.33,,,,,31.70,
Program Components Factor,,,,,,
Skating Skills  0.80,7.75 6.50 7.00,7.50 7.25 7.50 7.00,,8.00 8.00,7.43,
Transition / Linking Footwork  0.80,8.00 6.25 7.00,7.50 7.00 7.25 6.50,,7.75 7.25,7.18,
Performance / Execution  0.80,7.75 7.00 8.00,7.75 7.25 7.75 7.50,,8.25 8.25,7.75,
Choreography / Composition  0.80,7.75 6.75 7.75,7.75 7.50 7.50 7.00,,8.25 8.00,7.61,
Interpretation  0.80,8.25 6.75 7.75,8.00 7.50 7.50 7.25,,8.50 8.25,7.79,
Judges Total Program Component Score (factored),,,,,30.20,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name,Nation Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
6 Satoko MIYAHARA,JPN  1,58.39  32.08,,26.31,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 StSq3  3.30  0.43,1 1 1,0 1 1 0,,1 1,3.73,
2 3Lz<+3T <  8.30 -0.70,-1 -1 -1,-2 -1 -1 -1,,0 -1,7.60,
3 LSp3  2.40  0.86,2 1 3,1 1 1 1,,3 3,3.26,
4 3F  5.83 x -0.10,0 -1 0,-2 1 0 0,,0 0,5.73,
5 FCSp4  3.20  0.50,1 0 3,0 1 1 0,,2 2,3.70,
6 2A  3.63 x  0.50,1 1 2,0 1 1 1,,1 1,4.13,
7 CCoSp4  3.50  0.43,0 1 2,1 2 1 1,,0 -1,3.93,
30.16,,,,,32.08,
Program Components Factor,,,,,,
Skating Skills  0.80,6.75 7.00 7.50,6.50 6.75 6.25 6.50,,7.00 6.75,6.75,
Transition / Linking Footwork  0.80,6.25 6.50 7.25,5.75 6.50 6.00 5.75,,6.75 6.50,6.32,
Performance / Execution  0.80,7.25 6.75 7.50,6.50 6.75 6.25 6.25,,6.75 6.50,6.68,
Choreography / Composition  0.80,6.50 6.50 7.50,6.00 6.75 6.50 6.50,,7.00 6.75,6.64,
Interpretation  0.80,6.25 6.75 7.25,6.50 6.50 6.25 6.25,,6.75 6.50,6.50,
Judges Total Program Component Score (factored),,,,,26.31,
Deductions:,,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP NHK Trophy 2013,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
7 Alena LEONOVA RUS,5,55.86  28.26,,28.60,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3T+3T< <  7.00 -2.10 -3 -3,-3,-3 -3 -3 -3,,-3 -3,4.90,
2 3F  5.30 -0.80 0 -1,-2,0 -2 -1 0,,-2 -2,4.50,
3 2A  3.30  0.29 1 1,0,0 0 1 1,,0 1,3.59,
4 LSp4  2.70  0.21 0 0,1,1 0 1 1,,0 0,2.91,
Info,,,,Info,,Info
5 StSq4  3.90  1.40 2 2,2,2 3 2 2,,2 2,5.30,
6 FCSp4  3.20  0.00 0 0,0,1 0 0 0,,0 0,3.20,
7 CCoSp4  3.50  0.36 1 1,0,2 1 1 1,,0 0,3.86,
28.90,,,,,28.26,
Program Components Factor,,,,,,
Skating Skills  0.80 7.25 7.75,7.75,6.50 7.50 7.25 6.75,,6.75 7.25,7.21,
Transition / Linking Footwork  0.80 7.25 6.25,7.50,6.25 7.25 6.75 6.25,,7.00 6.00,6.71,
Performance / Execution  0.80 7.25 7.75,7.50,6.50 7.75 7.00 6.75,,8.00 7.50,7.36,
Choreography / Composition  0.80 7.50 7.25,7.75,6.75 7.50 7.00 6.50,,7.00 6.00,7.07,
Interpretation  0.80 7.50 8.00,7.75,7.00 7.50 7.25 6.50,,7.25 7.50,7.39,
Judges Total Program Component Score (factored),,,,,28.60,
Deductions: Falls: -1.00,,,,,-1.00,
"<  Under-rotated jump",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
8 Mirai NAGASU USA,2,51.01  23.61,,27.40,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3F<< <<  1.80 -0.90 -3 -3,-3,-3 -3 -3 -3,,-3 -3,0.90,
2 CCoSp4  3.50  0.79 1 0,2,2 1 2 2,,1 2,4.29,
3 FCSp3  2.80  0.29 0 0,2,1 0 1 0,,1 1,3.09,
4 3Lo<+2T <  5.39 x -0.90 -1 -2,-1,-1 -2 -1 -1,,-1 -2,4.49,
5 StSq3  3.30  0.36 1 0,1,0 0 1 1,,1 1,3.66,
6 2A  3.63 x -0.36 0 0,-1,-1 -1 -1 -1,,0 -1,3.27,
7 LSp4  2.70  1.21 2 2,3,2 3 2 3,,2 3,3.91,
23.12,,,,,23.61,
Program Components Factor,,,,,,
Skating Skills  0.80 7.25 7.00,7.25,7.00 7.00 5.75 7.00,,7.00 6.50,6.96,
Transition / Linking Footwork  0.80 6.50 6.25,6.75,6.50 6.50 5.75 6.75,,6.75 6.75,6.57,
Performance / Execution  0.80 7.25 6.50,7.00,7.25 6.75 6.00 7.25,,7.00 6.75,6.93,
Choreography / Composition  0.80 7.00 6.25,7.00,7.00 6.75 6.50 7.00,,7.25 7.50,6.93,
Interpretation  0.80 7.00 6.50,7.25,7.25 6.50 6.25 7.00,,7.00 6.75,6.86,
Judges Total Program Component Score (factored),,,,,27.40,
Deductions:,,,,,0.00,
"<  Under-rotated jump<<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
9 Elene GEDEVANISHVILI GEO,4,45.14  19.20,,25.94,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3Lz<< <<  2.10 -0.90 -3 -3,-3,-3 -3 -3 -3,,-3 -3,1.20,
2 3S+2T  5.50  0.00 0 0,0,0 0 0 0,,0 0,5.50,
3 LSp2  1.90  0.21 0 1,0,1 1 0 1,,0 -1,2.11,
4 1A  1.10 -0.60 -3 -3,-3,-3 -3 -3 -3,,-3 -3,0.50,
5 FSSp3  2.60 -0.09 0 0,-1,0 0 0 -1,,0 -1,2.51,
6 StSq3  3.30  0.29 1 0,0,0 2 1 1,,1 0,3.59,
7 CCoSp4  3.50  0.29 1 1,1,1 1 0 0,,0 0,3.79,
20.00,,,,,19.20,
Program Components Factor,,,,,,
Skating Skills  0.80 7.25 6.50,6.75,6.25 6.50 6.75 5.75,,7.50 6.00,6.57,
Transition / Linking Footwork  0.80 6.75 6.25,6.00,5.75 6.00 6.25 5.50,,7.00 5.75,6.11,
Performance / Execution  0.80 6.75 6.00,6.00,6.75 6.25 7.00 5.75,,7.25 6.00,6.39,
Choreography / Composition  0.80 7.00 7.00,6.50,6.50 6.50 6.75 6.00,,7.25 6.50,6.68,
Interpretation  0.80 7.00 6.50,6.50,6.25 6.75 7.00 5.75,,7.00 6.75,6.68,
Judges Total Program Component Score (factored),,,,,25.94,
Deductions:,,,,,0.00,
"<<  Downgraded jump",,,,,,
Printed: 08.11.2013 20:39:25,,,,,,
