Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,VOLOSOZHAR Tatiana / TRANKOV Maxim,RUS,236.86,1,84.17,1,152.69,2014-02-23,owg2014
2,STOLBOVA Ksenia / KLIMOV Fedor,RUS,218.68,3,75.21,2,143.47,2014-02-23,owg2014
3,SAVCHENKO Aliona / SZOLKOWY Robin,GER,215.78,2,79.64,4,136.14,2014-02-23,owg2014
4,PANG Qing / TONG Jian,CHN,209.88,4,73.3,3,136.58,2014-02-23,owg2014
5,MOORE-TOWERS K / MOSCOVITCH D,CAN,202.1,6,70.92,5,131.18,2014-02-23,owg2014
6,BAZAROVA Vera / LARIONOV Yuri,RUS,199.6,8,69.66,6,129.94,2014-02-23,owg2014
7,DUHAMEL Meagan / RADFORD Eric,CAN,199.53,5,72.21,7,127.32,2014-02-23,owg2014
8,PENG Cheng / ZHANG Hao,CHN,195.72,7,70.59,8,125.13,2014-02-23,owg2014
9,CASTELLI Marissa / SHNAPIR Simon,USA,187.82,9,67.44,9,120.38,2014-02-23,owg2014
10,JAMES Vanessa / CIPRES Morgan,FRA,179.43,10,65.36,11,114.07,2014-02-23,owg2014
11,BERTON Stefania / HOTAREK Ondrej,ITA,179.08,11,63.57,10,115.51,2014-02-23,owg2014
12,ZHANG Felicia / BARTHOLOMAY Nathan,USA,167.21,14,56.9,12,110.31,2014-02-23,owg2014
13,WENDE Maylin / WENDE Daniel,GER,166.25,12,59.25,13,107.0,2014-02-23,owg2014
14,LAWRENCE Paige / SWIEGERS Rudi,CAN,161.98,13,58.97,14,103.01,2014-02-23,owg2014
15,DAVIDOVICH A / KRASNOPOLSKI E,ISR,147.73,15,53.38,15,94.35,2014-02-23,owg2014
16,DELLA MONICA N / GUARISE M,ITA,137.86,16,51.64,16,86.22,2014-02-23,owg2014
17,ZIEGLER Miriam / KIEFER Severin,AUT,49.62,17,49.62,DNQ,DNQ,2014-02-23,owg2014
18,TAKAHASHI Narumi / KIHARA Ryuichi,JPN,48.45,18,48.45,DNQ,DNQ,2014-02-23,owg2014
19,KEMP Stacey / KING David,GBR,44.98,19,44.98,DNQ,DNQ,2014-02-23,owg2014
20,LAVRENTIEVA Julia / RUDYK Yuri,UKR,44.3,20,44.3,DNQ,DNQ,2014-02-23,owg2014
