10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
12,Geoffry VARNER,USA,0,42.45,19.6,23.85,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3F+3T,,9.5,False,-1.0,-1,-1,-1,1,-1,-1,0,-1,-1,-1,,8.5
2,3A<,,3.5,False,-2.5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.0
3,CSSp,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
4,2Lz,,1.9,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.9
5,CiSt2,,2.3,False,0.0,0,0,0,0,0,0,1,0,0,0,,2.3
6,FSSp2,,2.0,False,0.0,0,0,-1,0,1,0,-1,-1,0,0,,2.0
7,SlSt2,,2.3,False,0.0,0,0,0,0,0,0,0,-1,0,0,,2.3
8,CCoSp2,,2.5,False,0.1,0,0,0,1,0,0,0,0,1,0,,2.6
,,,24.0,,,,,,,,,,,,,,19.6
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,4.75,5.25,5.0,5.75,5.25,5.0,5.5,5.75,5.75,5.25,,5.25
,Transition / Linking Footwork  ,,,,1.0,4.5,4.75,4.5,5.0,4.5,4.5,4.0,5.0,4.5,4.75,,4.55
,Performance / Execution  ,,,,1.0,4.75,4.75,4.75,5.25,5.0,4.75,4.5,5.25,4.5,4.75,,4.8
,Choreography / Composition  ,,,,1.0,4.5,4.75,4.5,5.0,4.75,4.75,5.0,5.5,5.0,5.0,,4.75
,Interpretation  ,,,,1.0,4.5,4.75,4.5,4.25,4.75,4.5,4.75,5.25,4.25,4.75,,4.5
,,,,,,,,,,,,,,,,,23.85
Deduction,Falls,-1.0
