10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
11,Ming XU,CHN,0,53.36,28.26,25.1,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3F+3T,e,9.5,False,-1.0,-1,-1,-1,-1,-2,-1,0,-1,-1,-1,,8.5
2,3A,,7.5,False,-0.2,-1,0,0,0,-1,-1,0,0,0,0,,7.3
3,2Lz,,1.9,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.9
4,CSSp3,,2.3,False,0.1,1,0,0,0,1,0,0,0,1,0,,2.4
5,SlSt2,,2.3,False,0.1,0,0,0,1,0,0,0,0,1,0,,2.4
6,FSSp2,,2.0,False,-0.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1.7
7,CiSt2,,2.3,False,0.0,0,0,0,0,0,0,0,1,0,0,,2.3
8,CCoSp3,,3.0,False,-0.24,-1,0,-1,0,-1,-2,0,0,-2,-1,,2.76
,,,30.8,,,,,,,,,,,,,,28.26
,Program Components,,,,Factor
,Skating Skills ,,,,1.0,5.25,5.0,5.75,5.0,5.0,5.5,5.0,5.25,5.75,6.25,,5.35
,Transition / Linking Footwork ,,,,1.0,5.0,4.75,5.5,4.5,5.0,4.5,4.25,4.5,5.0,5.5,,4.75
,Performance / Execution ,,,,1.0,4.75,5.25,5.5,5.0,5.25,5.0,4.5,4.75,5.0,6.0,,5.0
,Choreography / Composition ,,,,1.0,5.0,5.0,5.25,4.75,5.25,5.25,4.25,4.75,5.25,5.5,,5.05
,Interpretation ,,,,1.0,5.0,4.75,5.5,5.0,5.0,5.0,4.75,4.75,5.0,6.0,,4.95
,,,,,,,,,,,,,,,,,25.1
