9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
18,PELTONEN Emmi,FIN,10,55.28,28.48,27.8,-1.0
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3T+3T,,8.6,False,1.0,2,1,1,2,1,1,1,2,2,,9.6
2,3Lo,,5.1,False,-2.1,-3,-3,-3,-3,-3,-3,-3,-3,-3,,3.0
3,LSp1,,1.5,False,0.14,1,1,0,0,0,0,1,0,0,,1.64
4,2A,,3.63,True,0.5,1,1,1,1,0,1,1,2,1,,4.13
5,FSSp2,,2.3,False,-0.14,-1,0,-1,-1,-2,-1,1,1,-1,,2.16
6,StSq3,,3.3,False,0.79,1,2,2,2,1,2,2,1,1,,4.09
7,CCoSp4,,3.5,False,0.36,1,2,0,1,0,1,1,1,0,,3.86
,,,27.93,,,,,,,,,,,,,28.48
,Program Components,,,,Factor
,Skating Skills,,,,0.8,7.0,6.5,7.0,7.25,6.25,7.25,7.25,7.25,6.75,,7.0
,Transitions,,,,0.8,6.75,6.0,6.5,7.0,6.0,7.0,7.0,6.75,6.5,,6.64
,Performance,,,,0.8,7.25,6.5,7.5,7.75,6.5,7.0,7.0,7.0,6.5,,6.96
,Composition,,,,0.8,7.0,6.25,7.0,7.75,6.75,7.25,7.5,7.25,6.75,,7.07
,Interpretation of the Music,,,,0.8,7.0,6.5,7.25,7.75,6.75,7.25,7.5,7.25,6.5,,7.07
,,,,,,,,,,,,,,,,27.8
Deduction,Falls,-1.0
