10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
12,Arina MARTINOVA,RUS,0,34.48,18.2,19.28,3.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3T+COMBO,,4.0,False,-2.6,-2,-3,-2,-1,-3,-3,-3,-3,-2,-3,,1.4
2,3Lz<,e,1.9,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.9
3,FCSp2,,2.0,False,0.0,0,0,0,1,0,0,0,0,0,-1,,2.0
4,2A,,3.5,False,-2.5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.0
5,LSp3,,2.4,False,0.5,1,0,0,1,1,1,1,1,1,0,,2.9
6,SlSt2,,2.3,False,0.1,0,0,0,0,0,1,-1,0,1,0,,2.4
7,SpSq4,,3.4,False,0.8,1,0,1,1,0,1,1,0,1,0,,4.2
8,CCoSp3,,3.0,False,0.4,1,0,0,1,1,0,1,1,1,0,,3.4
,,,22.5,,,,,,,,,,,,,,18.2
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,5.0,4.5,4.25,5.0,5.0,5.5,5.75,5.5,5.25,6.5,,5.25
,Transition / Linking Footwork  ,,,,0.8,4.25,4.0,3.5,5.5,4.75,4.5,5.25,5.0,5.0,6.0,,4.7
,Performance / Execution  ,,,,0.8,4.25,4.75,3.5,4.0,4.75,5.0,4.75,4.25,4.75,5.0,,4.55
,Choreography / Composition  ,,,,0.8,4.5,4.25,4.0,5.75,5.0,5.0,5.5,5.0,4.75,6.5,,4.85
,Interpretation  ,,,,0.8,4.5,4.5,4.0,5.0,5.0,4.75,5.0,4.75,4.75,5.5,,4.75
,,,,,,,,,,,,,,,,,19.28
Deduction,Time violation,-1.0
Deduction,Falls,-2.0
