Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Elena RADIONOVA,RUS,211.32,1,71.79,2,139.53,2015-11-22,gprus2015
2,Evgenia MEDVEDEVA,RUS,206.76,3,67.03,1,139.73,2015-11-22,gprus2015
3,Adelina SOTNIKOVA,RUS,185.11,4,65.48,3,119.63,2015-11-22,gprus2015
4,Polina EDMUNDS,USA,183.2,5,65.29,4,117.91,2015-11-22,gprus2015
5,Rika HONGO,JPN,179.12,6,63.45,5,115.67,2015-11-22,gprus2015
6,Alaine CHARTRAND,CAN,173.42,2,67.38,7,106.04,2015-11-22,gprus2015
7,Roberta RODEGHIERO,ITA,162.72,7,56.85,8,105.87,2015-11-22,gprus2015
8,Yuka NAGAI,JPN,159.62,9,53.19,6,106.43,2015-11-22,gprus2015
9,Joshi HELGESSON,SWE,157.54,8,56.85,10,100.69,2015-11-22,gprus2015
10,Riona KATO,JPN,155.56,10,50.26,9,105.3,2015-11-22,gprus2015
11,Hannah MILLER,USA,145.21,11,47.98,11,97.23,2015-11-22,gprus2015
12,Dasa GRM,SLO,137.56,12,44.72,12,92.84,2015-11-22,gprus2015
