Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Johnny WEIR,USA,229.96,2,80.15,1,149.81,2007-11-25,gprus07
2,Stephane LAMBIEL,SUI,218.84,1,80.49,2,138.35,2007-11-25,gprus07
3,Andrei GRIAZEV,RUS,206.13,3,70.95,5,135.18,2007-11-25,gprus07
4,Jeffrey BUTTLE,CAN,201.77,6,65.16,3,136.61,2007-11-25,gprus07
5,Takahiko KOZUKA,JPN,199.98,7,64.65,4,135.33,2007-11-25,gprus07
6,Yannick PONSERO,FRA,189.76,4,67.93,9,121.83,2007-11-25,gprus07
7,Alexander USPENSKI,RUS,189.17,8,63.74,7,125.43,2007-11-25,gprus07
8,Kevin REYNOLDS,CAN,186.69,11,59.46,6,127.23,2007-11-25,gprus07
9,Andrei LUTAI,RUS,185.35,5,65.55,10,119.8,2007-11-25,gprus07
10,Kristoffer BERNTSSON,SWE,182.46,10,60.08,8,122.38,2007-11-25,gprus07
11,Ming XU,CHN,159.01,12,55.99,11,103.02,2007-11-25,gprus07
12,Gregor URBAS,SLO,155.62,9,62.9,12,92.72,2007-11-25,gprus07
