Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Yu-Na KIM,KOR,197.2,1,63.5,1,133.7,2007-11-25,gprus07
2,Yukari NAKANO,JPN,172.77,2,60.5,3,112.27,2007-11-25,gprus07
3,Joannie ROCHETTE,CAN,169.91,5,50.56,2,119.35,2007-11-25,gprus07
4,Kiira KORPI,FIN,154.26,3,58.22,4,96.04,2007-11-25,gprus07
5,Fumie SUGURI,JPN,148.15,4,56.18,6,91.97,2007-11-25,gprus07
6,Nina PETUSHKOVA,RUS,138.79,9,44.7,5,94.09,2007-11-25,gprus07
7,Julia SEBESTYEN,HUN,134.98,8,44.76,7,90.22,2007-11-25,gprus07
8,Beatrisa LIANG,USA,134.6,7,46.3,8,88.3,2007-11-25,gprus07
9,Yan LIU,CHN,126.14,10,38.4,9,87.74,2007-11-25,gprus07
10,Katarina GERBOLDT,RUS,121.1,6,48.02,10,73.08,2007-11-25,gprus07
11,Kristin WIECZOREK,GER,109.61,11,37.38,11,72.23,2007-11-25,gprus07
12,Arina MARTINOVA,RUS,101.43,12,34.48,12,66.95,2007-11-25,gprus07
