Cup of Russia,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
NOC,,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
Code,,,Score Score,,,Score (factored),
5 CiSt2  2.30  0.00 0 1 0,,0,0 0 0 1,,0,0 - -,2.30
6 3Lz+2T+2Lo  9.68 x  0.00 0 0 0,,0,0 0 0 0,,0,1 - -,9.68
7 3T  4.40 x  0.40 1 1 0,,1,1 0 1 1,,0,0 - -,4.80
8 2A  3.85 x  0.00 0 -1 0,,1,0 0 0 0,,0,0 - -,3.85
9 3Lo  5.50 x  0.00 0 0 0,,1,0 0 1 0,,0,0 - -,5.50
10 3S  4.95 x  0.20 1 1 0,,1,1 0 0 0,,0,0 - -,5.15
11 CSSp3  2.30  0.00 0 0 0,,0,0 0 0 0,,0,-1 - -,2.30
12 FCCoSp1  2.00 -0.06 0 0 -1,,-1,0 -1 0 -1,,0,0 - -,1.94
13 SlSt1  1.80  0.00 0 0 0,,0,0 0 0 0,,0,0 - -,1.80
14 CCoSp3  3.00  0.00 0 0 0,,0,0 0 0 0,,0,0 - -,3.00
55.58,,,,,,,51.72
Program Components Factor,,,,,,,
Skating Skills  2.00 5.50 5.00 5.50,,5.25,5.75 5.50 5.75 5.25,,5.25,5.00 - -,5.35
Transition / Linking Footwork  2.00 5.00 4.75 5.00,,4.75,5.25 5.00 5.25 5.00,,5.00,4.75 - -,4.95
Performance / Execution  2.00 5.25 5.50 5.25,,5.00,5.50 5.25 5.50 5.25,,5.00,5.25 - -,5.30
Choreography / Composition  2.00 5.25 5.25 5.25,,4.75,5.25 5.25 5.25 5.25,,5.25,5.00 - -,5.25
Interpretation  2.00 5.50 5.25 5.50,,5.25,5.50 5.25 5.50 5.25,,5.00,5.00 - -,5.30
Judges Total Program Component Score (factored),,,,,,,52.30
Deductions: Falls: -1.00,,,,,,,-1.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
NOC,,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
Code,,,Score Score,,,Score (factored),
"",,,= +,,,+,-
12 Gregor URBAS SLO,,,92.72  38.52,,,54.20,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3A  7.50  0.20 1 0 0,,1,1 0 1 0,,0,0 - -,7.70
2 4T<  4.00 -2.40 -2 -3 -2,,-2,-3 -3 -1 -3,,-3,-2 - -,1.60
3 2Lz  1.90  0.00 0 0 0,,0,1 0 0 0,,0,0 - -,1.90
4 FSSp3  2.30  0.40 0 1 0,,1,0 1 1 1,,1,1 - -,2.70
5 2S  1.30  0.00 0 0 0,,0,0 0 0 0,,0,0 - -,1.30
6 2A  3.50  0.00 0 0 0,,1,0 0 0 0,,0,0 - -,3.50
7 CiSt1  1.80  0.10 0 1 0,,1,0 0 1 1,,0,0 - -,1.90
8 2A  3.85 x -1.44 -1 -2 -2,,-2,-2 -2 -2 -2,,0,-2 - -,2.41
9 2F  1.87 x  0.00 0 0 0,,0,0 0 0 0,,0,0 - -,1.87
10 CoSp3  2.50  0.00 0 0 0,,0,0 1 0 -1,,0,-1 - -,2.50
11 SlSt1  1.80  0.00 0 0 0,,0,0 0 0 0,,0,0 - -,1.80
12 3Lo+1T  5.94 x -0.80 0 -2 -1,,-1,-1 -1 0 0,,-1,-1 - -,5.14
13 CCoSp2  2.50  0.00 0 0 0,,0,0 0 0 0,,0,0 - -,2.50
14 CUSp1  1.70  0.00 0 -1 0,,0,0 0 0 0,,0,0 - -,1.70
42.46,,,,,,,38.52
Program Components Factor,,,,,,,
Skating Skills  2.00 5.75 5.50 5.50,,5.50,5.50 5.75 5.75 5.25,,5.25,5.50 - -,5.60
Transition / Linking Footwork  2.00 5.50 5.00 5.00,,5.25,5.25 5.00 5.25 4.75,,5.00,5.50 - -,5.15
Performance / Execution  2.00 6.00 5.50 5.25,,5.75,5.25 5.25 5.75 5.25,,5.25,5.50 - -,5.45
Choreography / Composition  2.00 5.50 5.75 5.50,,5.50,5.50 5.25 5.50 5.00,,5.25,5.50 - -,5.45
Interpretation  2.00 5.75 5.50 5.25,,5.25,5.25 5.25 6.00 5.50,,5.25,5.50 - -,5.45
Judges Total Program Component Score (factored),,,,,,,54.20
Deductions:,,,,,,,0.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
Printed: 24.11.2007 21:54:28,,,,,,,
