10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Caitlin YANKOWSKAS / John COUGHLIN,USA,0,48.4,29.16,20.24,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3LzTw1,,5.0,False,-0.14,0,1,0,-3,-1,-2,-1,1,-1,-2,,4.86
2,3S,,4.5,False,-3.0,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,,1.5
3,3STh,,4.5,False,0.28,0,1,0,0,0,0,1,1,1,0,,4.78
4,3Li4,,4.0,False,0.3,1,1,1,0,0,1,1,0,1,0,,4.3
5,SpSq3,,3.1,False,-0.14,0,0,0,0,0,0,-1,-1,0,-1,,2.96
6,FCCoSp4,,3.5,False,-0.24,0,-1,-1,-2,-1,-1,0,-1,0,-1,,3.26
7,FiDs2,,3.0,False,0.0,0,0,0,1,0,0,0,-1,0,0,,3.0
8,PCoSp4,,4.5,False,0.0,0,0,-1,0,0,0,0,1,0,0,,4.5
,,,32.1,,,,,,,,,,,,,,29.16
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,5.25,5.25,5.25,4.75,5.0,5.0,5.5,5.25,4.5,5.5,,5.2
,Transition / Linking Footwork  ,,,,0.8,5.0,4.75,4.75,5.0,4.75,5.0,4.5,4.75,4.25,5.0,,4.8
,Performance / Execution  ,,,,0.8,5.25,5.25,5.0,4.75,5.0,5.25,6.0,4.75,4.75,5.25,,5.05
,Choreography / Composition  ,,,,0.8,5.0,5.25,5.25,5.5,5.0,5.0,5.25,5.75,4.25,5.0,,5.25
,Interpretation  ,,,,0.8,5.25,5.25,5.0,5.25,4.5,5.25,5.0,4.5,5.0,5.25,,5.0
,,,,,,,,,,,,,,,,,20.24
Deduction,Falls,-1.0
