9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
7,Nikol GOSVIANI,RUS,1,50.21,25.67,25.54,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3F+3T,e,9.4,False,-2.1,-3,-3,-3,-3,-3,-3,-3,-3,-3,,7.3
2,2A,,3.3,False,0.36,0,1,1,1,1,0,0,1,1,,3.66
3,CCoSp4,,3.5,False,0.43,0,1,1,1,1,1,0,1,1,,3.93
4,2Lz,,2.1,False,-0.9,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.2
5,StSq3,,3.3,False,0.29,0,0,0,1,1,0,1,1,1,,3.59
6,FCSp3,,2.8,False,0.29,1,0,-1,2,0,1,0,1,1,,3.09
7,LSp3,,2.4,False,0.5,1,1,1,1,0,2,1,1,1,,2.9
,,,26.8,,,,,,,,,,,,,25.67
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,6.25,6.75,6.75,6.5,6.75,6.25,6.0,6.5,7.25,,6.54
,Transition / Linking Footwork  ,,,,0.8,6.0,6.5,6.0,6.0,6.25,6.0,5.75,6.25,6.75,,6.14
,Performance / Execution  ,,,,0.8,6.0,6.25,6.75,7.0,6.5,5.75,5.75,6.25,6.5,,6.29
,Choreography / Composition  ,,,,0.8,6.0,6.5,7.0,6.25,6.5,6.0,6.0,6.5,7.0,,6.39
,Interpretation  ,,,,0.8,6.25,6.75,6.5,6.75,6.5,6.25,6.25,7.0,7.25,,6.57
,,,,,,,,,,,,,,,,25.54
Deduction,Falls,-1.0
