ISU Four Continents Championships 2018,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
3 3STh  4.50  0.90 1 1 2 1 1,1 2,1 2,5.40,
4 PCoSp4  4.50  0.64 2 1 3 1 1,1 2,1 1,5.14,
5 StSq3  3.30  0.64 1 2 2 1 0,2 1,1 1,3.94,
6 3Li4  4.50  0.93 2 2 3 2 0,2 2,1 2,5.43,
7 FiDs4  3.50  1.30 2 3 3 1 1,2 1,2 2,4.80,
30.90,,,35.71,
Program Components Factor,,,,
Skating Skills  0.80 7.50 7.50 7.75 7.25 6.75,8.25 7.50,7.00 7.25,7.39,
Transitions  0.80 7.75 7.25 7.50 7.00 6.50,8.50 7.75,6.75 7.75,7.39,
Performance  0.80 7.50 7.50 8.50 7.50 7.25,8.25 7.50,7.25 7.75,7.61,
Composition  0.80 7.75 7.50 8.75 7.25 7.25,8.75 7.25,7.00 7.50,7.61,
Interpretation of the Music  0.80 7.50 7.75 8.00 7.25 7.25,8.50 7.50,7.25 7.50,7.54,
Judges Total Program Component Score (factored),,,30.03,
Deductions,,,0.00,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
4 Tae Ok RYOM / Ju Sik KIM PRK  7  65.25,35.97,29.28,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 J9 Ref,,
Elements Value,,,Panel,
1 3Tw2  5.80  1.40 2 2 2 2 1,2 2,2 2,7.20,
2 3T  4.30  1.00 2 1 2 2 1,1 2,1 1,5.30,
3 3LoTh  5.00  0.90 2 1 2 2 0,1 1,1 1,5.90,
4 PCoSp4  4.50  0.57 1 1 2 1 1,2 1,1 1,5.07,
5 3Li4  4.50  0.79 2 2 1 2 1,2 1,1 2,5.29,
6 StSq2  2.60  0.71 1 2 3 1 1,2 1,1 2,3.31,
7 FiDs3  3.20  0.70 1 0 3 2 0,1 1,1 1,3.90,
29.90,,,35.97,
Program Components Factor,,,,
Skating Skills  0.80 7.50 7.00 7.75 7.75 7.25,8.00 7.25,7.25 7.25,7.43,
Transitions  0.80 6.75 7.00 6.75 7.25 6.75,7.50 6.75,7.00 7.00,6.93,
Performance  0.80 7.25 7.50 8.00 7.75 7.50,8.25 7.00,7.25 7.50,7.54,
Composition  0.80 6.50 7.25 7.75 7.50 7.00,7.75 7.00,7.25 7.25,7.29,
Interpretation of the Music  0.80 6.75 7.50 8.25 7.75 7.25,8.00 6.75,7.25 7.50,7.43,
Judges Total Program Component Score (factored),,,29.28,
Deductions,,,0.00,
ISU Four Continents Championships 2018,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
5 Liubov ILYUSHECHKINA / Dylan MOSCOVITCH CAN  11  64.50,33.44,31.06,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,IJn8f o J9 Ref,,Info
Elements Value,,,Panel,
1 3Tw2  5.80  1.40 2 2 2 2 1,2 2,2 2,7.20,
2 2T  1.30 -0.46 -2 -2 -3 -2 -2,-2 -3,-2 -3,0.84,
3 3LzTh  5.50  1.10 2 3 1 1 1,2 2,0 2,6.60,
4 FiDs4  3.50  1.50 2 3 2 2 2,3 2,2 2,5.00,
5 3Li3  4.00  0.64 2 1 -1 0 2,2 1,2 1,4.64,
6 PCoSp4  4.50  0.57 1 2 1 1 1,2 1,1 1,5.07,
7 StSq3  3.30  0.79 2 2 1 1 2,2 0,1 2,4.09,
27.90,,,33.44,
Program Components Factor,,,,
Skating Skills  0.80 8.00 7.50 7.25 7.50 7.50,8.00 8.00,7.75 8.25,7.75,
Transitions  0.80 7.75 7.75 7.50 7.25 7.25,8.50 7.75,7.50 7.75,7.61,
Performance  0.80 7.75 7.25 8.00 7.25 7.50,8.75 7.75,7.75 8.00,7.71,
Composition  0.80 8.25 8.00 8.25 7.50 7.75,8.75 8.00,7.75 8.00,8.00,
Interpretation of the Music  0.80 8.00 8.00 7.25 7.25 7.75,8.50 7.75,7.75 7.75,7.75,
Judges Total Program Component Score (factored),,,31.06,
Deductions,,,0.00,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
6 Deanna STELLATO / Nathan BARTHOLOMAY USA  2  60.93,34.15,26.78,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 J9 Ref,,
Elements Value,,,Panel,
1 3Tw3  6.20  0.70 1 1 2 1 0,2 1,0 1,6.90,
2 3T  4.30  0.40 1 1 0 1 0,1 1,0 0,4.70,
3 3LoTh  5.00 -1.30 -2 -2 -2 -1 -1,-2 -2,-2 -3,3.70,
4 FiDs3  3.20  0.70 1 1 1 1 1,1 2,1 0,3.90,
5 StSq4  3.90  0.70 1 2 1 1 0,1 1,1 1,4.60,
6 3Li4  4.50  0.64 2 2 -1 1 0,2 2,1 1,5.14,
7 PCoSp4  4.50  0.71 2 1 2 1 1,2 2,1 1,5.21,
31.60,,,34.15,
Program Components Factor,,,,
Skating Skills  0.80 6.75 7.00 6.00 6.25 6.25,7.00 7.00,6.75 6.25,6.61,
Transitions  0.80 6.75 6.75 5.75 6.00 6.00,7.50 7.25,6.50 6.25,6.50,
Performance  0.80 7.25 7.00 6.75 6.25 6.25,7.50 7.00,6.75 6.75,6.82,
Composition  0.80 7.00 7.00 7.25 6.50 6.50,7.00 7.25,6.75 6.50,6.86,
Interpretation of the Music  0.80 6.25 7.25 6.25 6.25 6.50,7.50 7.00,6.75 6.75,6.68,
Judges Total Program Component Score (factored),,,26.78,
Deductions,,,0.00,
ISU Four Continents Championships 2018,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
7 Miu SUZAKI / Ryuichi KIHARA JPN  5  56.95,31.67,25.28,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,Panel,
1 3Lz !  6.00 -1.20 0 -1 -2 -2 -1,-3 -2,-2 -2,4.80,
2 3Tw1  5.40 -0.30 0 0 -1 0 -1,-2 0,-1 0,5.10,
3 3Li4  4.50  0.07 0 1 0 0 0,1 -1,0 0,4.57,
4 3STh  4.50  0.50 1 1 1 2 0,0 1,1 0,5.00,
5 PCoSp4  4.50  0.50 1 1 2 2 0,1 0,1 1,5.00,
6 StSq2  2.60  0.50 1 1 2 1 1,1 1,1 1,3.10,
7 FiDs4  3.50  0.60 0 1 2 1 0,1 1,1 1,4.10,
31.00,,,31.67,
Program Components Factor,,,,
Skating Skills  0.80 7.00 6.50 7.25 5.50 6.25,6.75 5.50,6.25 6.50,6.39,
Transitions  0.80 6.50 6.25 7.50 5.00 5.75,6.25 5.50,6.00 6.25,6.07,
Performance  0.80 7.25 7.00 7.00 5.25 6.00,6.25 5.75,6.25 6.50,6.39,
Composition  0.80 6.75 6.75 8.25 5.25 6.25,6.50 6.00,6.25 6.50,6.43,
Interpretation of the Music  0.80 6.75 7.00 7.75 5.25 6.00,6.50 5.50,6.25 6.25,6.32,
Judges Total Program Component Score (factored),,,25.28,
Deductions,,,0.00,
"!  Not clear edge",,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
8 Sydney KOLODZIEJ / Maxime DESCHAMPS CAN  3  56.18,30.50,25.68,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 J9 Ref,,
Elements Value,,,Panel,
1 3Tw1  5.40  0.50 0 1 1 1 0,1 1,0 1,5.90,
2 3S  4.40 -2.00 -2 -3 -2 -3 -3,-3 -3,-3 -3,2.40,
3 3LoTh  5.00  0.30 0 0 -1 1 0,1 1,0 1,5.30,
4 PCoSp4  4.50  0.29 1 1 0 1 0,0 0,1 1,4.79,
5 StSq3  3.30  0.21 1 1 0 0 0,0 0,1 1,3.51,
6 3Li4  4.50  0.50 1 1 1 1 1,2 1,1 0,5.00,
7 FiDs3  3.20  0.40 2 0 0 1 0,2 1,0 0,3.60,
30.30,,,30.50,
Program Components Factor,,,,
Skating Skills  0.80 6.50 6.25 5.50 6.25 6.25,6.75 6.50,6.75 6.75,6.46,
Transitions  0.80 6.75 6.25 5.75 6.50 5.75,7.00 6.25,6.50 6.25,6.32,
Performance  0.80 6.75 6.00 6.00 6.50 6.25,6.25 6.75,6.75 6.50,6.43,
Composition  0.80 6.50 6.50 6.00 6.25 6.50,6.75 6.50,6.75 6.25,6.46,
Interpretation of the Music  0.80 6.75 6.50 5.75 6.00 6.25,6.50 6.25,6.75 6.75,6.43,
Judges Total Program Component Score (factored),,,25.68,
Deductions,,,0.00,
ISU Four Continents Championships 2018,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
9 Camille RUEST / Andrew WOLFE CAN  4  54.70,27.39,27.31,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,Panel,
1 2Tw2  3.40  0.09 1 0 0 2 0,0 1,0 0,3.49,
2 3T< <  3.00 -2.10 -3 -3 -3 -3 -2,-3 -3,-3 -3,0.90,
3 3LoTh  5.00 -1.40 -2 -2 -2 -2 -2,-2 -2,-3 -2,3.60,
4 3Li4  4.50  0.57 1 1 1 1 1,2 1,2 1,5.07,
5 StSq4  3.90  0.70 1 1 1 1 1,1 1,2 1,4.60,
6 FiDs4  3.50  0.80 1 1 0 1 1,2 1,2 1,4.30,
7 PCoSp4  4.50  0.93 2 2 2 2 1,2 2,2 1,5.43,
27.80,,,27.39,
Program Components Factor,,,,
Skating Skills  0.80 6.50 6.00 6.75 7.25 7.00,7.25 7.25,7.00 6.25,6.86,
Transitions  0.80 6.50 6.00 6.50 6.75 6.50,7.50 7.00,6.75 6.50,6.64,
Performance  0.80 6.00 6.00 7.00 6.75 6.75,7.75 6.75,7.00 6.50,6.68,
Composition  0.80 6.75 6.25 7.25 7.00 7.25,7.50 7.00,7.00 6.50,6.96,
Interpretation of the Music  0.80 7.00 6.50 6.75 6.75 7.25,7.75 7.25,7.25 6.75,7.00,
Judges Total Program Component Score (factored),,,27.31,
Deductions,,,0.00,
"<  Under-rotated jump",,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
10 Riku MIURA / Shoya ICHIHASHI JPN  1  44.25,23.82,20.43,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 J9 Ref,,
Elements Value,,,Panel,
1 2Tw3  3.70 -0.09 -1 0 1 0 0,0 0,-1 -1,3.61,
2 3T  4.30  0.10 0 0 0 0 1,1 0,0 0,4.40,
3 3Li2  3.50  0.14 0 0 1 0 0,1 -1,0 1,3.64,
4 3LoTh  5.00  0.00 1 0 1 1 0,-2 0,0 -2,5.00,
5 FiDs  0.00  0.00 - - - - -,- -,- -,0.00,
6 StSq2  2.60  0.00 0 1 0 0 0,0 0,0 0,2.60,
7 PCoSp4  4.50  0.07 0 0 1 0 0,0 0,1 0,4.57,
23.60,,,23.82,
Program Components Factor,,,,
Skating Skills  0.80 5.25 5.75 5.50 5.25 5.25,5.00 5.00,5.50 5.75,5.36,
Transitions  0.80 5.00 5.00 5.25 4.50 4.75,4.75 4.75,5.25 5.25,4.96,
Performance  0.80 4.75 5.50 5.25 4.75 5.00,4.75 5.00,5.50 5.25,5.07,
Composition  0.80 5.25 5.25 5.75 5.00 5.00,5.00 5.25,5.50 5.50,5.25,
Interpretation of the Music  0.80 4.75 5.25 5.00 4.50 4.50,4.50 4.75,5.50 5.50,4.89,
Judges Total Program Component Score (factored),,,20.43,
Deductions,,,0.00,
printed: 24/01/2018 14:28:06,,,,
