ISU Four Continents Championships 2018,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Skating Skills  2.00 9.25 9.50 9.00 9.50 9.25,,8.75 9.50,9.00 8.75,9.18,
Transitions  2.00 8.75 9.00 9.00 9.25 9.00,,8.75 9.25,9.00 8.75,8.96,
Performance  2.00 9.00 9.25 9.25 9.75 9.50,,9.00 9.50,9.25 8.50,9.25,
Composition  2.00 9.25 9.00 9.00 9.50 9.50,,9.00 9.50,9.00 9.00,9.18,
Interpretation of the Music  2.00 9.25 9.50 9.00 9.50 9.50,,9.00 9.50,9.50 9.00,9.32,
Judges Total Program Component Score (factored),,,,91.78,
Deductions Falls: -1.00(1),,,,-1.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU Four Continents Championships 2018,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
3 Jason BROWN USA  19  179.44,,87.88,91.56,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5In fo",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3A+3T  12.80  1.86 2 2 2 1 1,,2 2,2 2,14.66,
2 3A  8.50 -1.43 -1 -3 1 -1 -2,,-1 -2,-1 -2,7.07,
3 CCSp4  3.20  1.43 3 3 2 3 3,,3 2,3 3,4.63,
4 StSq4  3.90  1.90 3 2 3 2 3,,3 3,3 2,5.80,
5 2A  3.63 x  0.79 1 2 2 1 2,,2 1,2 1,4.42,
6 FCCoSp4  3.50  1.14 2 2 2 2 2,,3 2,3 3,4.64,
7 3Lz !  6.60 x  0.10 0 -1 0 0 1,,2 0,1 -1,6.70,
8 3F+2T  7.26 x  1.10 2 2 1 1 1,,3 2,2 1,8.36,
9 2A  3.63 x  0.71 1 1 2 1 0,,2 2,2 1,4.34,
10 ChSq1  2.00  2.00 2 2 3 3 3,,3 3,3 3,4.00,
11 3Lo  5.61 x  0.90 2 1 2 0 1,,0 1,2 2,6.51,
12 3Lz+1Lo+3S  11.99 x -0.10 -1 1 1 -1 0,,0 -1,0 0,11.89,
13 CCoSp4  3.50  1.36 1 3 3 2 3,,3 2,3 3,4.86,
76.12,,,,87.88,
Program Components Factor,,,,,
Skating Skills  2.00 8.75 9.00 9.25 9.25 8.50,,8.75 8.75,9.00 8.75,8.89,
Transitions  2.00 8.50 9.25 9.25 9.00 8.50,,9.00 8.75,9.25 9.00,8.96,
Performance  2.00 9.00 9.25 9.75 9.50 9.00,,9.25 9.25,9.50 9.00,9.25,
Composition  2.00 8.75 9.00 9.50 9.25 9.00,,9.50 9.25,9.50 9.25,9.25,
Interpretation of the Music  2.00 8.75 9.50 9.75 9.50 9.25,,9.50 9.25,9.75 9.25,9.43,
Judges Total Program Component Score (factored),,,,91.56,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
4 Max AARON USA  20  171.30,,91.02,80.28,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4T+3T  14.60  0.43 0 0 1 0 0,,1 0,1 1,15.03,
2 4S  10.50 -1.54 -1 0 0 -2 -2,,-2 -2,-1 -1,8.96,
3 3Lo  5.10  0.50 1 0 1 0 0,,1 1,2 1,5.60,
4 StSq3  3.30  0.43 1 1 1 1 0,,0 1,1 1,3.73,
5 FCCoSp3  3.00  0.21 1 0 2 0 -1,,0 1,0 1,3.21,
6 3Lz  6.60 x  0.90 1 1 2 1 1,,2 1,2 1,7.50,
7 3A+2T  10.78 x  1.14 1 1 1 1 1,,1 2,2 1,11.92,
8 3A  9.35 x  1.43 1 1 2 1 2,,1 2,2 1,10.78,
9 3Lz+1Lo+3S  11.99 x  0.40 0 0 1 0 1,,0 1,2 1,12.39,
10 FSSp3  2.60  0.14 0 0 -1 0 0,,0 1,1 1,2.74,
11 ChSq1  2.00  0.60 1 1 2 1 0,,0 1,1 1,2.60,
12 2A  3.63 x  0.50 1 1 2 0 1,,1 1,1 1,4.13,
13 CCoSp2V  2.00  0.43 1 2 1 0 0,,1 1,1 1,2.43,
85.45,,,,91.02,
Program Components Factor,,,,,
Skating Skills  2.00 7.75 8.25 7.75 8.25 8.25,,8.25 8.00,8.50 8.50,8.18,
Transitions  2.00 7.25 8.00 7.75 7.75 7.25,,7.50 7.75,7.75 8.25,7.68,
Performance  2.00 8.00 8.00 8.50 8.00 8.25,,7.75 8.25,8.75 8.50,8.21,
Composition  2.00 7.50 8.25 8.00 8.00 7.75,,8.25 8.25,8.25 8.50,8.11,
Interpretation of the Music  2.00 7.50 8.50 8.25 8.00 7.50,,7.25 8.25,8.00 8.25,7.96,
Judges Total Program Component Score (factored),,,,80.28,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU Four Continents Championships 2018,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
5 Keiji TANAKA JPN  23  169.63,,87.33,82.30,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5In fo",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3S  4.40  0.90 2 0 1 1 1,,2 1,2 1,5.30,
2 4S  10.50 -1.20 0 -1 -1 -1 -1,,-1 -1,-1 -1,9.30,
3 2A  3.30  0.29 1 0 1 0 0,,2 1,1 0,3.59,
4 CSSp4  3.00  0.36 1 1 1 1 0,,0 1,0 1,3.36,
5 StSq3  3.30  0.71 2 2 1 1 3,,1 2,1 1,4.01,
6 4T  11.33 x  0.29 0 0 0 1 0,,1 1,0 0,11.62,
7 3A+2T+2Lo  12.76 x  1.14 1 1 1 1 1,,1 2,2 1,13.90,
8 3F+3T  10.56 x  0.40 2 0 0 0 0,,1 1,1 1,10.96,
9 FCSp2  2.30  0.36 2 1 1 0 0,,0 1,1 1,2.66,
10 3Lo  5.61 x  1.10 2 1 1 1 2,,2 2,2 1,6.71,
11 3Lz+2T  8.03 x  0.60 1 0 0 0 1,,1 2,2 1,8.63,
12 ChSq1  2.00  1.00 2 1 1 1 3,,2 2,1 1,3.00,
13 CCoSp4  3.50  0.79 2 2 1 1 2,,1 2,2 1,4.29,
80.59,,,,87.33,
Program Components Factor,,,,,
Skating Skills  2.00 8.25 8.50 8.25 8.50 8.75,,8.25 8.25,8.50 8.25,8.36,
Transitions  2.00 8.00 8.00 8.00 8.00 8.50,,7.00 8.00,8.00 8.00,8.00,
Performance  2.00 8.50 8.25 8.25 8.25 8.75,,7.75 8.50,8.25 8.00,8.29,
Composition  2.00 8.25 8.00 8.00 8.25 8.75,,7.50 8.50,8.25 8.25,8.21,
Interpretation of the Music  2.00 8.50 8.25 8.00 8.25 8.75,,7.25 8.75,8.00 8.25,8.29,
Judges Total Program Component Score (factored),,,,82.30,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
6 Kevin REYNOLDS CAN  7  166.85,,89.49,77.36,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4S< <  8.10 -0.86 -1 -1 -1 -1 0,,0 0,-1 -1,7.24,
2 4T  10.30  0.00 0 0 0 0 0,,0 0,-1 0,10.30,
3 4S<+3T+3Lo <  17.50 -1.20 -1 -1 -1 -1 -1,,-1 -1,-2 -1,16.30,
4 CCSp2  2.30  0.21 0 1 1 0 1,,0 0,1 0,2.51,
5 ChSq1  2.00  0.90 1 2 2 0 2,,1 1,1 1,2.90,
6 3A< <  6.49 x -0.71 -1 -1 -1 -1 0,,1 0,-1 -1,5.78,
7 4T+2T  12.76 x  0.43 0 0 0 0 1,,1 1,0 1,13.19,
8 3F+2T  7.26 x  0.00 0 0 0 0 0,,0 0,1 0,7.26,
9 3Lz  6.60 x  0.00 0 0 0 0 2,,0 0,0 0,6.60,
10 3S  4.84 x  0.20 0 1 0 0 0,,0 1,1 0,5.04,
11 FCCoSp4  3.50  0.36 0 1 0 0 1,,1 1,1 1,3.86,
12 StSq3  3.30  0.71 1 2 1 1 2,,1 2,2 1,4.01,
13 CCoSp4  3.50  1.00 1 2 2 2 2,,2 2,3 2,4.50,
88.45,,,,89.49,
Program Components Factor,,,,,
Skating Skills  2.00 7.75 7.50 7.75 7.50 8.00,,8.00 8.25,6.75 7.50,7.71,
Transitions  2.00 7.50 7.25 6.75 7.00 8.00,,8.25 8.00,6.50 7.50,7.43,
Performance  2.00 8.00 7.75 7.50 7.50 8.50,,8.50 8.50,7.00 7.75,7.93,
Composition  2.00 7.75 7.50 7.00 7.00 8.25,,9.00 8.75,7.25 7.75,7.75,
Interpretation of the Music  2.00 8.00 7.75 7.25 7.25 8.50,,8.50 8.50,7.25 7.75,7.86,
Judges Total Program Component Score (factored),,,,77.36,
Deductions,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU Four Continents Championships 2018,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
7 Misha GE UZB  17  166.69,,83.63,83.06,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5In fo",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3A+1Lo+3S  13.40  1.57 2 1 2 1 1,,0 2,2 2,14.97,
2 3A  8.50 -0.86 0 0 -1 -1 -1,,-1 -1,-1 -1,7.64,
3 3F  5.30  0.60 1 1 0 0 2,,0 2,1 1,5.90,
4 CCSp3  2.80  0.43 0 2 0 1 2,,0 2,0 1,3.23,
5 StSq4  3.90  1.20 2 2 1 1 3,,0 3,1 2,5.10,
6 FSSp2  2.30  0.43 2 1 1 0 2,,0 1,1 0,2.73,
7 3Lz+3T  11.33 x  0.80 2 1 2 0 0,,1 2,1 1,12.13,
8 3Lz  6.60 x  0.60 2 1 0 0 1,,0 1,1 2,7.20,
9 3Lo  5.61 x  0.90 2 1 1 1 1,,1 2,1 2,6.51,
10 2A+2T  5.06 x  0.29 1 0 1 0 0,,0 1,1 1,5.35,
11 2A  3.63 x  0.57 1 1 2 0 1,,0 2,2 1,4.20,
12 ChSq1  2.00  2.10 3 3 3 2 3,,3 3,3 3,4.10,
13 CCoSp4  3.50  1.07 1 3 2 2 2,,2 2,3 2,4.57,
73.93,,,,83.63,
Program Components Factor,,,,,
Skating Skills  2.00 8.25 8.25 8.00 8.50 8.00,,7.25 8.75,7.75 8.50,8.18,
Transitions  2.00 8.00 8.25 7.75 8.00 8.00,,7.50 8.75,7.00 8.25,7.96,
Performance  2.00 8.50 8.50 8.50 8.25 8.50,,8.25 9.50,7.75 8.50,8.43,
Composition  2.00 8.75 8.75 8.00 8.25 8.25,,8.00 9.50,7.50 8.75,8.39,
Interpretation of the Music  2.00 8.75 8.75 8.50 8.25 8.50,,8.50 9.25,8.25 8.75,8.57,
Judges Total Program Component Score (factored),,,,83.06,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
8 Elladj BALDE CAN  13  163.03,,83.31,79.72,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3A+2T  9.80  1.14 2 0 2 1 1,,1 1,1 1,10.94,
2 3A  8.50  1.29 2 1 2 0 2,,1 0,2 1,9.79,
3 CSSp4  3.00  0.50 1 1 1 1 0,,1 1,1 1,3.50,
4 StSq3  3.30  1.00 2 2 2 2 2,,2 2,3 1,4.30,
5 3Lo  5.10 -0.50 0 -1 1 -1 -1,,0 -1,-1 -1,4.60,
6 2A+3T  8.36 x  0.70 1 1 2 1 1,,1 1,1 1,9.06,
7 3Lz+1Lo+3S  11.99 x  0.60 1 0 1 0 1,,1 1,1 1,12.59,
8 3Lz  6.60 x  0.80 2 1 2 1 1,,0 1,1 1,7.40,
9 3F !  5.83 x -0.10 0 0 0 0 0,,1 -1,0 -1,5.73,
10 2A  3.63 x  0.50 1 1 2 0 1,,1 1,1 1,4.13,
11 FCCoSp4  3.50  0.50 1 2 1 1 1,,1 1,1 1,4.00,
12 ChSq1  2.00  1.20 2 3 2 1 2,,1 2,2 1,3.20,
13 CCoSp4  3.50  0.57 1 3 1 1 2,,1 1,1 1,4.07,
75.11,,,,83.31,
Program Components Factor,,,,,
Skating Skills  2.00 8.00 7.75 8.00 7.75 7.75,,8.00 7.50,7.50 7.75,7.79,
Transitions  2.00 7.75 7.75 8.00 7.25 8.00,,7.50 7.50,7.50 7.75,7.68,
Performance  2.00 8.50 8.50 8.25 8.00 8.50,,8.50 8.00,7.75 7.75,8.21,
Composition  2.00 8.00 8.00 8.25 7.75 8.25,,8.25 7.75,7.50 8.00,8.00,
Interpretation of the Music  2.00 8.50 8.50 8.00 8.00 8.75,,8.25 8.00,8.00 8.00,8.18,
Judges Total Program Component Score (factored),,,,79.72,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge",,,,,
ISU Four Continents Championships 2018,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
9 Grant HOCHSTEIN USA  12  155.59,,76.57,79.02,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5In fo",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4T  10.30  1.29 1 1 2 0 2,,1 1,2 1,11.59,
2 3A+2T  9.80  1.00 1 1 1 1 0,,1 1,2 1,10.80,
3 3Lze e  4.20 -1.00 -1 -2 -1 -2 -2,,-1 -1,-1 -2,3.20,
4 StSq3  3.30  0.79 1 1 2 2 2,,2 1,2 1,4.09,
5 CCSp3  2.80  0.71 1 2 1 1 2,,2 1,2 1,3.51,
6 3A< <  6.49 x -1.00 -1 -1 0 -2 -1,,-1 -1,-1 -1,5.49,
7 FSSp4  3.00  1.00 2 2 3 2 2,,2 2,2 1,4.00,
8 3Lz+2T !  8.03 x -0.40 -1 -1 0 -1 0,,0 -1,0 -1,7.63,
9 3Lo  5.61 x  0.70 1 1 1 1 1,,1 1,2 1,6.31,
10 3F  5.83 x  0.60 1 1 2 0 2,,0 1,1 0,6.43,
11 3T  4.73 x  0.70 1 1 1 0 1,,1 1,2 1,5.43,
12 ChSq1  2.00  1.80 2 3 3 2 3,,2 3,3 1,3.80,
13 CCoSp4  3.50  0.79 2 3 2 1 2,,1 1,2 1,4.29,
69.59,,,,76.57,
Program Components Factor,,,,,
Skating Skills  2.00 7.75 7.50 8.00 7.50 8.00,,8.00 7.75,8.00 7.50,7.79,
Transitions  2.00 7.50 7.75 7.75 7.00 7.75,,7.75 7.50,7.75 7.50,7.64,
Performance  2.00 8.00 7.75 8.25 7.50 8.50,,8.50 8.00,8.50 7.75,8.11,
Composition  2.00 7.75 8.00 8.00 7.25 8.00,,8.25 8.00,8.00 7.75,7.93,
Interpretation of the Music  2.00 8.00 8.25 8.50 7.50 8.25,,8.25 7.75,8.25 7.50,8.04,
Judges Total Program Component Score (factored),,,,79.02,
Deductions,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1e  Wrong edge  !  Not clear edge",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
10 Nam NGUYEN CAN  16  153.43,,77.97,75.46,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4S  10.50  0.71 0 0 1 0 1,,1 1,2 1,11.21,
2 4T<< <<  4.30 -2.10 -3 -3 -3 -3 -3,,-3 -3,-3 -3,2.20,
3 3A  8.50  1.14 1 2 1 0 1,,1 1,2 1,9.64,
4 FCSSp4  3.00  0.57 1 1 1 1 0,,2 1,2 1,3.57,
5 StSq3  3.30  0.50 1 1 1 1 2,,1 1,1 1,3.80,
6 2T  1.43 x  0.03 0 0 0 0 0,,1 0,1 0,1.46,
7 3F+3T  10.56 x  0.20 0 1 0 0 0,,0 1,1 0,10.76,
8 3A+2T+2Lo  12.76 x  0.43 0 1 1 0 0,,0 1,1 0,13.19,
9 3Lo  5.61 x -0.20 0 1 0 -1 -1,,0 0,-1 0,5.41,
10 FCCoSp3  3.00 -0.04 0 0 1 0 0,,-1 0,-1 0,2.96,
11 3Lz  6.60 x  0.30 0 1 0 0 1,,0 0,1 1,6.90,
12 ChSq1  2.00  0.80 1 2 1 1 1,,1 2,1 1,2.80,
13 CCoSp4  3.50  0.57 1 2 1 1 1,,1 1,2 1,4.07,
75.06,,,,77.97,
Program Components Factor,,,,,
Skating Skills  2.00 7.25 7.75 7.00 7.75 7.75,,7.50 7.50,7.75 7.75,7.61,
Transitions  2.00 6.75 7.50 7.00 7.25 7.50,,7.50 7.50,7.25 7.50,7.36,
Performance  2.00 7.50 7.50 7.50 7.50 8.00,,7.25 8.00,7.75 7.50,7.61,
Composition  2.00 7.25 7.50 7.25 7.25 7.75,,8.00 7.75,7.50 7.75,7.54,
Interpretation of the Music  2.00 7.25 7.75 7.50 7.50 7.75,,7.50 7.75,7.50 7.75,7.61,
Judges Total Program Component Score (factored),,,,75.46,
Deductions,,,,0.00,
"<<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU Four Continents Championships 2018,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
11 Takahito MURA JPN  14  148.75,,71.05,77.70,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5In fo",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 2T  1.30 -0.51 -1 -3 -2 -3 -3,,-3 -2,-3 -2,0.79,
2 4T  10.30 -2.06 -1 -3 -1 -1 -2,,-2 -2,-2 -2,8.24,
3 3Lo  5.10  0.40 1 0 2 0 1,,1 0,1 0,5.50,
4 StSq2  2.60  0.64 1 1 1 2 1,,2 1,2 1,3.24,
5 CSSp4  3.00  0.29 2 1 1 0 0,,0 1,0 1,3.29,
6 3A+2T  9.80  1.57 2 1 2 1 2,,1 2,2 1,11.37,
7 3A  9.35 x -1.00 -1 -1 0 -1 -1,,-1 -1,-2 -1,8.35,
8 3F+1Lo+2S !  7.81 x -0.60 0 -1 0 -1 -1,,-1 -1,-1 -1,7.21,
9 FCSp3  2.80  0.29 1 2 1 1 0,,-1 1,0 0,3.09,
10 3S  4.84 x  1.00 1 1 2 1 1,,2 2,2 1,5.84,
11 3Lz  6.60 x  0.80 2 1 1 0 1,,2 1,1 1,7.40,
12 ChSq1  2.00  0.80 1 2 2 1 1,,1 1,1 1,2.80,
13 CCoSp4  3.50  0.43 1 2 1 1 0,,0 1,1 1,3.93,
69.00,,,,71.05,
Program Components Factor,,,,,
Skating Skills  2.00 8.00 7.75 7.75 8.50 8.00,,8.25 8.25,8.00 8.00,8.04,
Transitions  2.00 7.75 7.50 7.50 7.75 7.00,,6.75 8.00,7.00 7.75,7.46,
Performance  2.00 8.00 7.50 7.75 8.25 7.75,,7.75 8.25,7.50 7.75,7.82,
Composition  2.00 8.00 7.50 7.75 8.00 7.25,,7.25 8.50,7.50 8.00,7.71,
Interpretation of the Music  2.00 8.00 7.75 8.00 8.00 7.50,,7.50 8.25,7.50 8.00,7.82,
Judges Total Program Component Score (factored),,,,77.70,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
12 Han YAN CHN  21  143.19,,64.55,80.64,2.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3A  8.50  2.00 3 2 2 1 1,,2 3,2 2,10.50,
2 4T< <  8.00 -4.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,4.00,
3 3A+REP  5.95 -3.00 -3 -3 -3 -2 -3,,-3 -3,-3 -3,2.95,
4 FCSp4  3.20  0.64 1 2 1 1 0,,1 2,1 2,3.84,
5 ChSq1  2.00  1.20 2 2 1 2 1,,1 2,2 2,3.20,
6 3Lz  6.00  0.70 2 0 1 1 0,,2 1,1 1,6.70,
7 1Lo  0.55 x -0.01 0 0 0 -1 0,,1 0,-1 0,0.54,
8 3Lz+2T+2Lo  10.01 x -0.40 -1 -1 0 0 -1,,0 -1,-1 0,9.61,
9 3S  4.84 x  0.00 0 0 0 0 0,,0 0,0 1,4.84,
10 3F+2T !  7.26 x  0.00 1 0 -1 0 -1,,1 1,0 -1,7.26,
11 CSSp3  2.60  0.50 1 1 1 1 0,,1 2,1 1,3.10,
12 StSq3  3.30  0.71 1 2 1 1 1,,2 2,1 2,4.01,
13 CCoSp4  3.50  0.50 1 2 1 1 0,,1 1,1 1,4.00,
65.71,,,,64.55,
Program Components Factor,,,,,
Skating Skills  2.00 8.75 8.00 7.50 8.75 8.00,,8.75 9.00,8.75 8.50,8.50,
Transitions  2.00 8.00 8.00 7.25 8.00 7.00,,7.75 8.75,7.75 8.25,7.86,
Performance  2.00 8.00 7.75 7.75 8.50 7.75,,7.50 8.00,7.50 8.00,7.82,
Composition  2.00 8.50 7.75 7.50 8.25 7.50,,8.00 8.50,8.00 8.50,8.07,
Interpretation of the Music  2.00 8.25 8.00 7.75 8.25 7.50,,7.50 8.75,8.25 8.50,8.07,
Judges Total Program Component Score (factored),,,,80.64,
Deductions Falls: -2.00(2),,,,-2.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge  REP Jump repetition",,,,,
ISU Four Continents Championships 2018,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
13 June Hyoung LEE KOR  8  141.93,,75.45,67.48,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5In fo",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3A+2T  9.80 -1.29 0 -2 -1 -1 -2,,-1 -1,-2 -1,8.51,
2 3A  8.50  1.43 2 1 1 0 1,,2 2,2 1,9.93,
3 3Lo  5.10  0.60 1 1 0 1 0,,1 1,2 1,5.70,
4 CSSp4  3.00  0.36 1 1 0 0 0,,1 1,1 1,3.36,
5 ChSq1  2.00  0.80 2 2 1 1 1,,0 1,1 1,2.80,
6 3F  5.83 x  0.30 2 2 1 0 0,,0 0,0 0,6.13,
7 3F+3T  10.56 x  0.90 2 1 1 1 0,,2 1,2 1,11.46,
8 2A+2T+2Lo  7.04 x -0.29 0 0 1 0 -1,,-1 -1,-1 -1,6.75,
9 3S  4.84 x -0.40 0 0 0 -1 0,,-1 -1,-1 -1,4.44,
10 FCSp4  3.20 -0.09 0 0 0 -1 -1,,-1 0,0 0,3.11,
11 3Lz !  6.60 x -2.10 -2 -3 -3 -3 -3,,-3 -3,-3 -3,4.50,
12 StSq4  3.90  1.00 1 2 1 1 1,,2 2,2 1,4.90,
