8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
5,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,0,47.83,27.0,20.83,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,STw4,,4.7,False,0.1,0,1,0,0,0,1,0,1,,4.8
2,MiStNt3,,6.2,False,0.6,1,0,0,0,0,1,1,1,,6.8
3,Sp4,,4.7,False,0.0,0,1,0,0,0,0,1,0,,4.7
4,CiSt2,,6.4,False,-0.2,-1,0,0,0,-1,0,0,1,,6.2
5,RoLi4,,4.0,False,0.5,1,0,1,1,1,1,1,1,,4.5
6,Li+TRANS,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
,,,26.0,,,,,,,,,,,,27.0
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,5.75,6.0,5.25,5.25,5.5,5.25,5.5,6.25,,5.45
,Linking Footwork / Movement  ,,,,0.8,5.5,6.25,5.25,4.5,5.25,5.25,5.25,6.0,,5.3
,Performance  ,,,,0.6,5.25,5.75,5.75,5.0,5.5,5.0,5.75,6.25,,5.45
,Choreography  ,,,,0.6,5.5,5.75,6.0,5.0,5.75,5.25,5.5,6.0,,5.6
,Interpretation / Timing  ,,,,1.0,5.5,6.25,5.5,5.25,5.75,5.5,5.75,6.25,,5.6
,,,,,,,,,,,,,,,20.83
