8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Nathalie PECHALAT / Fabian BOURZAT,FRA,0,47.37,23.0,25.37,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,SlLi4,,4.0,False,0.6,1,2,2,1,1,1,2,1,,4.6
2,STw3,,4.0,False,-0.5,-1,-1,-1,0,-2,-1,-1,-1,,3.5
3,CiSt3,,7.2,False,0.8,1,0,0,0,2,1,1,1,,8.0
4,Sp3,,4.0,False,0.3,0,0,0,1,1,0,1,1,,4.3
5,MiStNt1,,4.6,False,-2.0,-2,-2,-3,-2,-2,-2,-2,-2,,2.6
6,Li+TRANS,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
,,,23.8,,,,,,,,,,,,23.0
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,6.25,6.25,6.5,7.0,7.25,7.0,6.5,6.75,,6.75
,Linking Footwork / Movement  ,,,,0.8,6.75,6.5,6.5,6.75,7.25,6.5,6.0,6.5,,6.6
,Performance  ,,,,0.6,6.75,6.0,5.75,6.75,7.0,6.5,6.25,6.75,,6.6
,Choreography  ,,,,0.6,6.75,6.5,6.5,6.5,7.5,7.0,6.75,7.0,,6.8
,Interpretation / Timing  ,,,,1.0,6.75,6.25,5.75,6.75,7.5,6.75,6.5,6.5,,6.65
,,,,,,,,,,,,,,,25.37
Deduction,Falls,-1.0
