12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
4,Valerie MARCOUX / Craig BUNTIN,CAN,0,62.66,34.77,27.89,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3T,,4.0,False,1.29,1,1,2,1,2,2,0,1,2,1,0,1,,5.29
2,3Li4,,4.0,False,0.36,1,0,1,0,1,1,0,1,1,1,0,1,,4.36
3,FCCoSp3,,3.0,False,0.36,0,1,1,1,1,0,-1,1,1,0,0,1,,3.36
4,2Tw3,,4.0,False,0.57,1,1,1,0,2,2,0,1,1,1,1,1,,4.57
5,3LoTh,,5.0,False,0.8,1,0,2,1,2,2,0,0,2,0,0,2,,5.8
6,PCoSp3,,4.0,False,0.29,0,0,1,0,1,1,0,0,2,0,0,1,,4.29
7,SlSt2,,2.3,False,0.5,1,1,1,1,1,1,1,1,1,0,1,1,,2.8
8,FiDs4,,3.5,False,0.8,1,0,1,0,2,1,1,1,1,1,1,2,,4.3
,,,29.8,,,,,,,,,,,,,,,,34.77
,Program Components,,,,Factor
,Skating Skills ,,,,0.8,6.75,7.0,7.0,7.25,7.0,6.75,7.0,7.0,6.5,6.75,6.5,7.5,,6.89
,Transition / Linking Footwork ,,,,0.8,6.75,6.5,7.0,7.0,7.0,6.75,6.5,6.75,6.25,6.75,6.75,8.0,,6.75
,Performance / Execution ,,,,0.8,6.5,6.75,7.5,7.25,7.75,7.0,6.75,7.25,6.75,7.25,6.75,7.5,,7.07
,Choreography / Composition ,,,,0.8,6.5,6.75,7.25,7.25,7.5,6.5,6.75,7.0,7.0,7.0,7.0,7.5,,7.04
,Interpretation ,,,,0.8,6.25,6.75,7.0,7.25,7.5,7.0,7.0,7.25,7.0,7.0,7.0,7.75,,7.11
,,,,,,,,,,,,,,,,,,,27.89
