8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Ksenia MONKO / Kirill KHALIAVIN,RUS,4,57.44,26.97,30.47,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,SlLi4,,4.5,False,1.1,2,2,1,2,2,1,2,2,,5.6
2,PSt2,,5.6,False,0.55,1,1,0,1,0,0,0,2,,6.15
3,STw4,,6.6,False,1.1,2,2,1,2,2,2,2,1,,7.7
4,1RW1+kpTNN,,3.2,False,0.22,1,1,0,1,-1,0,-1,1,,3.42
5,2RW2+kpTYN,,3.8,False,0.3,1,1,0,0,1,0,0,1,,4.1
,,,23.7,,,,,,,,,,,,26.97
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,7.75,7.75,7.0,8.0,8.5,7.5,7.75,7.5,,7.71
,Linking Footwork / Movement  ,,,,0.8,7.75,7.75,6.5,7.5,8.0,7.25,6.75,7.25,,7.38
,Performance  ,,,,0.8,8.25,8.0,6.75,8.0,8.25,7.25,7.0,7.5,,7.67
,Choreography  ,,,,0.8,8.25,8.25,6.75,7.75,8.25,7.5,7.5,7.5,,7.79
,Interpretation / Timing  ,,,,0.8,8.0,8.0,6.75,7.75,8.0,7.0,7.25,7.25,,7.54
,,,,,,,,,,,,,,,30.47
