Rank,Event,Date,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score
1,gpusa2017,2017-11-26,Maia SHIBUTANI / Alex SHIBUTANI,USA,194.25,1,79.18,1,115.07
2,gpusa2017,2017-11-26,Anna CAPPELLINI / Luca LANOTTE,ITA,181.63,2,72.7,2,108.93
3,gpusa2017,2017-11-26,Victoria SINITSINA / Nikita KATSALAPOV,RUS,176.53,3,68.72,3,107.81
4,gpusa2017,2017-11-26,Piper GILLES / Paul POIRIER,CAN,166.54,5,64.07,4,102.47
5,gpusa2017,2017-11-26,Kaitlin HAWAYEK / Jea-Luc BAKER,USA,163.53,7,62.15,5,101.38
6,gpusa2017,2017-11-26,Tiffani ZAGORSKI / Jonathan GUERREIRO,RUS,160.28,4,64.2,6,96.08
7,gpusa2017,2017-11-26,Kana MURAMOTO / Chris REED,JPN,155.8,6,62.3,8,93.5
8,gpusa2017,2017-11-26,Shiyue WANG / Xinyu LIU,CHN,149.36,9,55.57,7,93.79
9,gpusa2017,2017-11-26,Rachel PARSONS / Michael PARSONS,USA,145.54000000000002,8,58.36,9,87.18
