Rank,Event,Date,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score
1,gpusa2017,2017-11-26,Aljona SAVCHENKO / Bruno MASSOT,GER,223.13,3,72.55,1,150.58
2,gpusa2017,2017-11-26,Xiaoyu YU / Hao ZHANG,CHN,219.2,2,73.67,2,145.53
3,gpusa2017,2017-11-26,Meagan DUHAMEL / Eric RADFORD,CAN,215.68,1,75.37,3,140.31
4,gpusa2017,2017-11-26,Natalia ZABIIAKO / Alexander ENBERT,RUS,197.89,4,70.15,5,127.74
5,gpusa2017,2017-11-26,Alexa SCIMECA KNIERIM / Chris KNIERIM,USA,189.07,5,64.27,6,124.8
6,gpusa2017,2017-11-26,Kirsten MOORE-TOWERS / Michael MARINARO,CAN,187.81,7,59.97,4,127.84
7,gpusa2017,2017-11-26,Haven DENNEY / Brandon FRAZIER,USA,172.16,6,63.04,7,109.12
8,gpusa2017,2017-11-26,Deanna STELLATO / Nathan BARTHOLOMAY,USA,165.0,8,57.18,8,107.82
