12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
21,Andrei GRIAZEV,RUS,0,57.96,29.02,29.94,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,4T+COMBO,,9.0,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,6.0
2,3A,,7.5,False,0.0,0,0,1,0,0,0,0,0,0,0,0,0,,7.5
3,3F,,5.5,False,-1.43,-1,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,,4.07
4,FCSp3,,2.3,False,0.0,0,0,-1,0,0,0,1,0,0,0,0,0,,2.3
5,CiSt2,,2.3,False,0.0,1,0,0,0,0,0,0,0,0,0,0,0,,2.3
6,CSSp3,,2.1,False,-0.04,0,0,0,0,0,0,0,-1,0,-1,0,0,,2.06
7,SlSt2,,2.3,False,0.03,1,0,1,0,1,-1,1,0,0,0,-1,1,,2.33
8,CCoSp2,,2.5,False,-0.04,1,0,0,1,0,0,1,0,0,-1,0,-1,,2.46
,,,33.5,,,,,,,,,,,,,,,,29.02
,Program Components,,,,Factor
,Skating Skills ,,,,1.0,6.75,6.0,5.75,6.25,6.5,6.0,6.5,6.25,6.25,5.75,6.25,5.5,,6.11
,Transition / Linking Footwork ,,,,1.0,6.5,5.75,5.75,5.75,6.25,5.75,6.5,5.75,5.75,5.5,5.75,5.0,,5.71
,Performance / Execution ,,,,1.0,6.75,6.0,6.0,6.5,6.25,6.0,6.75,6.0,6.0,6.0,6.0,5.75,,6.04
,Choreography / Composition ,,,,1.0,6.5,5.75,6.0,6.0,6.5,6.25,6.75,6.0,6.0,6.0,6.25,5.25,,6.04
,Interpretation ,,,,1.0,6.5,5.5,6.0,6.0,6.25,6.25,7.0,6.0,6.25,6.0,6.0,5.75,,6.04
,,,,,,,,,,,,,,,,,,,29.94
Deduction,Falls,-1.0
