Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Carolina KOSTNER,ITA,171.28,1,59.31,2,111.97,2008-01-27,ec2008
2,Sarah MEIER,SUI,169.44,4,56.44,1,113.0,2008-01-27,ec2008
3,Laura LEPISTO,FIN,165.65,3,56.96,3,108.69,2008-01-27,ec2008
4,Julia SEBESTYEN,HUN,162.89,5,55.54,4,107.35,2008-01-27,ec2008
5,Kiira KORPI,FIN,162.22,2,58.6,5,103.62,2008-01-27,ec2008
6,Valentina MARCHEI,ITA,153.34,6,53.69,6,99.65,2008-01-27,ec2008
7,Elene GEDEVANISHVILI,GEO,147.09,8,53.43,8,93.66,2008-01-27,ec2008
8,Jenna McCORKELL,GBR,145.57,7,53.68,10,91.89,2008-01-27,ec2008
9,Ksenia DORONINA,RUS,144.2,10,50.91,9,93.29,2008-01-27,ec2008
10,Jenni VAHAMAA,FIN,142.4,12,47.05,7,95.35,2008-01-27,ec2008
11,Tugba KARADEMIR,TUR,138.73,11,50.28,11,88.45,2008-01-27,ec2008
12,Annette DYTRT,GER,132.95,9,51.99,13,80.96,2008-01-27,ec2008
13,Stefania BERTON,ITA,130.59,13,46.84,12,83.75,2008-01-27,ec2008
14,Karen VENHUIZEN,NED,126.3,15,45.53,14,80.77,2008-01-27,ec2008
15,Nella SIMAOVA,CZE,124.39,14,45.64,17,78.75,2008-01-27,ec2008
16,Tamar KATZ,ISR,123.41,17,43.77,16,79.64,2008-01-27,ec2008
17,Nina PETUSHKOVA,RUS,122.97,19,42.58,15,80.39,2008-01-27,ec2008
18,Viktoria HELGESSON,SWE,121.42,16,44.07,19,77.35,2008-01-27,ec2008
19,Anna JURKIEWICZ,POL,120.76,20,42.55,18,78.21,2008-01-27,ec2008
20,Sonia LAFUENTE,ESP,119.66,18,43.26,21,76.4,2008-01-27,ec2008
21,Katherine HADFORD,HUN,115.99,22,39.46,20,76.53,2008-01-27,ec2008
22,Roxana LUCA,ROU,104.72,23,39.29,22,65.43,2008-01-27,ec2008
23,Viviane KAESER,SUI,103.83,24,39.06,23,64.77,2008-01-27,ec2008
24,Olga IKONNIKOVA,EST,101.2,21,40.71,24,60.49,2008-01-27,ec2008
25,Maria DIKANOVIC,CRO,76.24,40,23.88,25,52.36,2008-01-27,ec2008
26,Gwendoline DIDIER,FRA,37.91,25,37.91,DNQ,DNQ,2008-01-27,ec2008
27,Julia SHEREMET,BLR,37.89,26,37.89,DNQ,DNQ,2008-01-27,ec2008
28,Bettina HEIM,SUI,36.73,27,36.73,DNQ,DNQ,2008-01-27,ec2008
29,Ekaterina PROYDA,UKR,35.85,28,35.85,DNQ,DNQ,2008-01-27,ec2008
30,Jacqueline BELENYESIOVA,SVK,34.08,29,34.08,DNQ,DNQ,2008-01-27,ec2008
31,Erle HARSTAD,NOR,33.51,30,33.51,DNQ,DNQ,2008-01-27,ec2008
32,Barbara KLERK,BEL,32.99,31,32.99,DNQ,DNQ,2008-01-27,ec2008
33,Denise KOEGL,AUT,32.28,32,32.28,DNQ,DNQ,2008-01-27,ec2008
34,Sonia RADEVA,BUL,31.66,33,31.66,DNQ,DNQ,2008-01-27,ec2008
35,Stasia RAGE,LAT,30.94,34,30.94,DNQ,DNQ,2008-01-27,ec2008
36,Teodora POSTIC,SLO,30.34,35,30.34,DNQ,DNQ,2008-01-27,ec2008
37,Ksenia JASTSENJSKI,SRB,30.3,36,30.3,DNQ,DNQ,2008-01-27,ec2008
38,Merovee EPHREM,MON,28.34,37,28.34,DNQ,DNQ,2008-01-27,ec2008
39,Maria-Elena PAPASOTIRIOU,GRE,25.92,38,25.92,DNQ,DNQ,2008-01-27,ec2008
40,Beatrice ROZINSKAITE,LTU,24.07,39,24.07,DNQ,DNQ,2008-01-27,ec2008
