Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Aliona SAVCHENKO / Robin SZOLKOWY,GER,202.39,1,70.36,1,132.03,2008-01-27,ec2008
2,Maria MUKHORTOVA / Maxim TRANKOV,RUS,169.41,2,62.73,2,106.68,2008-01-27,ec2008
3,Yuko KAWAGUCHI / Alexander SMIRNOV,RUS,167.25,4,61.25,3,106.0,2008-01-27,ec2008
4,Tatiana VOLOSOZHAR / Stanislav MOROZOV,UKR,163.43,3,61.29,4,102.14,2008-01-27,ec2008
5,Arina USHAKOVA / Sergei KAREV,RUS,130.34,5,49.43,6,80.91,2008-01-27,ec2008
6,Stacey KEMP / David KING,GBR,129.13,7,46.05,5,83.08,2008-01-27,ec2008
7,Mari VARTMANN / Florian JUST,GER,119.86,6,47.23,8,72.63,2008-01-27,ec2008
8,Melodie CHATAIGNER / Medhi BOUZZINE,FRA,116.48,8,41.97,7,74.51,2008-01-27,ec2008
9,Dominika PIATKOWSKA / Dmitri KHROMIN,POL,112.96,9,41.23,10,71.73,2008-01-27,ec2008
10,Marika ZANFORLIN / Federico DEGLI ESPOSTI,ITA,112.11,10,40.08,9,72.03,2008-01-27,ec2008
11,Laura MAGITTERI / Ondrej HOTAREK,ITA,109.88,11,39.54,11,70.34,2008-01-27,ec2008
12,Ekaterina SOSINOVA / Fedor SOKOLOV,ISR,104.4,12,38.06,13,66.34,2008-01-27,ec2008
13,Ekaterina KOSTENKO / Roman TALAN,UKR,103.06,13,36.68,12,66.38,2008-01-27,ec2008
14,Amy IRELAND / Michael BAHORIC,CRO,78.44,14,29.5,15,48.94,2008-01-27,ec2008
15,Ariel Fay GAGNON / Chad TSAGRIS,GRE,72.07,15,20.92,14,51.15,2008-01-27,ec2008
