Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Tomas VERNER,CZE,232.67,1,79.03,1,153.64,2008-01-27,ec2008
2,Stephane LAMBIEL,SUI,225.24,3,71.78,2,153.46,2008-01-27,ec2008
3,Brian JOUBERT,FRA,219.45,2,75.25,4,144.2,2008-01-27,ec2008
4,Sergei VORONOV,RUS,210.13,6,64.26,3,145.87,2008-01-27,ec2008
5,Kevin VAN DER PERREN,BEL,199.57,4,66.33,5,133.24,2008-01-27,ec2008
6,Adrian SCHULTHEISS,SWE,184.94,8,63.4,6,121.54,2008-01-27,ec2008
7,Kristoffer BERNTSSON,SWE,182.45,5,65.62,10,116.83,2008-01-27,ec2008
8,Andrei LUTAI,RUS,180.46,9,63.04,9,117.42,2008-01-27,ec2008
9,Sergei DAVYDOV,BLR,179.9,12,58.63,7,121.27,2008-01-27,ec2008
10,Alban PREAUBERT,FRA,178.63,10,60.54,8,118.09,2008-01-27,ec2008
11,Gregor URBAS,SLO,176.57,7,63.43,13,113.14,2008-01-27,ec2008
12,Yannick PONSERO,FRA,172.43,11,59.28,12,113.15,2008-01-27,ec2008
13,Peter LIEBERS,GER,165.14,21,50.47,11,114.67,2008-01-27,ec2008
14,Clemens BRUMMER,GER,163.81,17,51.26,14,112.55,2008-01-27,ec2008
15,Karel ZELENKA,ITA,161.47,13,56.29,16,105.18,2008-01-27,ec2008
16,Michal BREZINA,CZE,160.37,14,54.13,15,106.24,2008-01-27,ec2008
17,Javier FERNANDEZ,ESP,154.1,16,51.94,17,102.16,2008-01-27,ec2008
18,Alexandr KAZAKOV,BLR,151.98,18,51.16,18,100.82,2008-01-27,ec2008
19,Paolo BACCHINI,ITA,151.39,20,50.9,19,100.49,2008-01-27,ec2008
20,Vitali SAZONETS,UKR,150.78,22,50.31,20,100.47,2008-01-27,ec2008
21,Konstantin TUPIKOV,POL,149.8,15,52.08,21,97.72,2008-01-27,ec2008
22,Moris PFEIFHOFER,SUI,144.32,23,49.84,22,94.48,2008-01-27,ec2008
23,Manuel KOLL,AUT,132.02,19,51.12,23,80.9,2008-01-27,ec2008
24,Josip GLUHAK,CRO,118.37,28,44.52,24,73.85,2008-01-27,ec2008
25,Ruben BLOMMAERT,BEL,111.34,24,47.38,25,63.96,2008-01-27,ec2008
26,Elliot HILTON,GBR,46.26,25,46.26,DNQ,DNQ,2008-01-27,ec2008
27,Danil PRIVALOV,AZE,45.93,26,45.93,DNQ,DNQ,2008-01-27,ec2008
28,Mikko MINKKINEN,FIN,44.66,27,44.66,DNQ,DNQ,2008-01-27,ec2008
29,Alper UCAR,TUR,41.1,29,41.1,DNQ,DNQ,2008-01-27,ec2008
30,Maxim SHIPOV,ISR,40.98,30,40.98,DNQ,DNQ,2008-01-27,ec2008
31,Naiden BORICHEV,BUL,40.02,31,40.02,DNQ,DNQ,2008-01-27,ec2008
32,Luka CADEZ,SLO,38.36,32,38.36,DNQ,DNQ,2008-01-27,ec2008
33,Igor MACYPURA,SVK,38.3,33,38.3,DNQ,DNQ,2008-01-27,ec2008
34,Tigran VARDANJAN,HUN,35.04,34,35.04,DNQ,DNQ,2008-01-27,ec2008
35,Zoltan KELEMEN,ROU,34.82,35,34.82,DNQ,DNQ,2008-01-27,ec2008
