10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
4,Federica FAIELLA / Massimo SCALI,ITA,0,49.32,24.8,25.52,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,NtMiSt3+FSTw4,,7.6,False,-0.6,0,0,-1,-2,1,-1,-1,-1,0,0,,7.0
2,CuLi4,,4.0,False,0.5,1,1,1,1,1,0,1,1,1,1,,4.5
3,Sp3,,3.5,False,0.4,1,1,0,1,1,1,1,1,0,0,,3.9
4,DiSt3,,5.5,False,-0.2,0,0,0,-1,0,-1,-1,0,1,1,,5.3
5,RoLi4,,4.0,False,0.1,0,1,1,0,0,0,0,0,1,0,,4.1
,,,24.6,,,,,,,,,,,,,,24.8
,Program Components,,,,Factor
,Skating Skills ,,,,0.8,6.75,6.5,6.75,6.25,6.75,6.75,6.0,6.75,7.0,6.5,,6.55
,Linking Footwork / Movement ,,,,0.8,7.0,6.5,7.0,6.5,6.5,6.75,5.5,6.75,7.25,6.75,,6.65
,Performance ,,,,0.6,6.5,6.75,7.0,6.75,6.5,6.5,6.25,6.25,7.0,6.5,,6.55
,Choreography ,,,,0.6,7.0,6.75,6.75,7.0,6.5,7.0,6.25,6.5,7.0,6.75,,6.8
,Interpretation / Timing ,,,,1.0,7.25,7.0,7.0,6.75,6.75,7.0,6.0,7.0,7.25,7.0,,6.95
,,,,,,,,,,,,,,,,,25.52
Deduction,Extended lifts,-1.0
