9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
10,Federica TESTA / Lukas CSOLLEY,SVK,20,87.66,45.13,43.53,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,MiSt3,,7.1,False,0.79,1,0,0,1,1,1,1,0,2,,7.89
2,CuLi4,,4.5,False,0.77,1,1,1,2,1,2,3,1,1,,5.27
3,STw4,,6.6,False,1.03,2,2,2,1,2,1,2,1,2,,7.63
4,CoSp4,,5.6,False,0.69,1,1,0,0,2,1,1,2,2,,6.29
5,CiSt3,,7.1,False,0.79,1,0,0,0,1,1,1,1,1,,7.89
6,SlLi2,,3.0,False,0.43,0,0,0,0,2,2,1,1,1,,3.43
7,ChSp1,,0.6,False,0.86,2,1,0,1,2,2,1,2,1,,1.46
8,RoLi4,,4.5,False,0.77,1,1,1,1,2,2,1,1,2,,5.27
,,,39.0,,,,,,,,,,,,,45.13
,Program Components,,,,Factor
,Skating Skills  ,,,,1.2,7.5,6.75,7.25,7.0,7.25,7.75,7.25,7.0,7.5,,7.25
,Linking Footwork / Movement  ,,,,1.2,7.5,6.75,7.0,6.5,7.0,7.5,7.25,6.75,7.25,,7.07
,Performance  ,,,,1.2,8.0,7.0,7.5,7.0,7.25,7.75,7.5,7.0,7.75,,7.39
,Choreography  ,,,,1.2,7.5,7.25,7.25,7.25,7.25,7.5,7.5,7.25,7.5,,7.36
,Interpretation / Timing  ,,,,1.2,7.25,7.0,7.0,7.25,7.25,7.75,7.25,7.0,7.5,,7.21
,,,,,,,,,,,,,,,,43.53
Deduction,Extended lifts,-1.0
