11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
4,Meryl DAVIS / Charlie WHITE,USA,0,91.35,49.44,41.91,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,CuLi4+RoLi4,,6.4,False,0.75,1,2,1,2,1,1,2,2,1,2,1,,7.15
2,STw4,,4.7,False,0.58,1,2,1,2,1,1,2,1,1,1,1,,5.28
3,CiSt4,,8.0,False,1.0,1,1,0,1,1,1,1,1,0,1,0,,9.0
4,SlLi4,,4.0,False,0.42,1,2,1,1,1,1,1,2,0,0,1,,4.42
5,SeLi4,,6.4,False,0.58,2,2,1,1,1,2,1,1,1,1,1,,6.98
6,CoSp4,,4.7,False,0.33,0,1,1,0,1,0,1,2,1,1,1,,5.03
7,DiSt4,,7.0,False,1.0,1,2,1,1,1,1,1,1,1,1,1,,8.0
8,RoLi2,,3.0,False,0.58,0,2,1,1,2,1,1,2,1,1,1,,3.58
,,,44.2,,,,,,,,,,,,,,,49.44
,Program Components,,,,Factor
,Skating Skills ,,,,1.25,6.75,7.0,6.75,6.75,7.25,7.25,7.5,7.25,6.75,6.5,7.0,,7.0
,Linking Footwork / Movement ,,,,1.75,6.5,7.0,6.5,6.5,7.0,7.25,7.25,7.25,6.75,6.25,7.0,,6.88
,Performance ,,,,1.0,7.25,7.0,6.75,7.25,7.0,6.25,7.5,7.5,7.0,6.5,7.25,,7.08
,Choreography ,,,,1.0,7.0,7.25,6.75,7.25,7.25,6.5,7.25,7.25,7.0,6.5,7.25,,7.04
,Interpretation / Timing ,,,,1.0,6.75,7.25,6.5,7.0,7.0,6.5,7.5,7.75,7.0,6.75,7.5,,7.0
,,,,,,,,,,,,,,,,,,41.91
