11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
3,Tessa VIRTUE / Scott MOIR,CAN,0,93.99,50.4,43.59,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,SlLi4,,4.0,False,0.92,2,2,1,2,2,2,2,2,1,1,1,,4.92
2,CuLi4+RoLi4,,6.4,False,0.83,1,2,1,2,1,1,2,2,2,2,2,,7.23
3,CiSt4,,8.0,False,0.83,1,0,0,1,0,0,1,2,1,1,1,,8.83
4,Sp4,,4.7,False,0.67,2,1,1,1,1,2,1,2,1,1,1,,5.37
5,DiSt3,,6.2,False,0.83,1,0,1,1,0,1,2,1,0,1,1,,7.03
6,RoLi4,,4.0,False,0.5,1,1,1,1,1,1,1,1,1,1,1,,4.5
7,STw4,,4.7,False,0.67,0,2,1,1,1,2,2,2,1,1,1,,5.37
8,SeLi4,,6.4,False,0.75,1,2,1,1,2,1,1,2,2,2,1,,7.15
,,,44.4,,,,,,,,,,,,,,,50.4
,Program Components,,,,Factor
,Skating Skills ,,,,1.25,7.0,6.75,6.75,7.25,7.25,7.5,7.5,7.75,7.25,6.75,7.0,,7.29
,Linking Footwork / Movement ,,,,1.75,6.75,6.75,6.75,7.0,7.0,7.5,7.25,7.5,7.0,6.5,7.0,,7.08
,Performance ,,,,1.0,7.5,6.5,6.75,7.25,7.25,8.0,7.5,7.75,7.25,6.5,7.25,,7.42
,Choreography ,,,,1.0,7.0,7.0,7.0,7.25,7.25,7.5,7.5,7.75,7.0,6.75,7.5,,7.25
,Interpretation / Timing ,,,,1.0,7.25,6.75,7.0,7.25,7.25,7.75,7.75,8.0,7.25,6.75,7.25,,7.42
,,,,,,,,,,,,,,,,,,43.59
