11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
12,Maria BOROUNOV / Evgeni BOROUNOV,AUS,0,46.42,30.83,16.59,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,DiSt1,,4.6,False,-0.5,0,-1,-1,-1,-2,0,-1,0,0,-1,-1,,4.1
2,STw3,,4.0,False,-1.1,-3,-2,-3,-3,-3,-2,-2,-2,-2,-2,-2,,2.9
3,CoSp1,,3.0,False,-0.25,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,,2.75
4,CuLi4+RoLi2,,5.6,False,-0.08,-1,-1,0,-1,0,0,0,0,0,0,0,,5.52
5,SlLi3,,3.5,False,-0.08,0,-1,0,0,-1,0,0,0,0,-1,0,,3.42
6,SeLi2,,4.8,False,-0.17,-1,0,0,-2,-1,0,0,0,0,0,0,,4.63
7,CiSt1,,5.6,False,-1.67,-2,-2,-2,-2,-3,-1,-2,-1,0,-2,-1,,3.93
8,RoLi4,,4.0,False,-0.42,-1,0,-1,-1,-1,-1,0,-1,0,-1,0,,3.58
,,,35.1,,,,,,,,,,,,,,,30.83
,Program Components,,,,Factor
,Skating Skills  ,,,,1.25,2.5,2.75,3.25,3.0,3.5,1.75,3.25,3.5,3.25,2.75,2.5,,3.04
,Linking Footwork / Movement  ,,,,1.75,1.5,2.5,3.0,2.25,3.25,2.5,3.0,2.75,3.0,2.5,2.25,,2.67
,Performance  ,,,,1.0,2.25,2.75,2.75,3.0,3.25,2.5,3.25,2.0,3.0,2.75,2.5,,2.79
,Choreography  ,,,,1.0,2.0,2.5,3.25,3.25,3.5,2.25,3.0,2.25,3.25,2.5,2.5,,2.75
,Interpretation / Timing  ,,,,1.0,1.75,3.0,3.0,2.75,3.0,2.25,3.25,2.0,3.0,2.5,2.25,,2.58
,,,,,,,,,,,,,,,,,,16.59
Deduction,Extended lifts,-1.0
