PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,
4 3LoTh 5.0 0.70,1 1 1 2 1 0 1 1,,1 1 1 1,5.70
5 3STh 4.5 0.70,1 1 1 2 2 1 0 0,,1 1 1 0,5.20
6 5ALi4 6.5 1.00,1 1 0 1 2 1 1 1,,0 2 1 1,7.50
7 FCCoSp4 3.5 0.29,0 0 0 1 1 0 0 0,,1 1 1 0,3.79
8 PCoSp3 4.0 0.00,0 0 0 0 1 0 0 0,,0 0 0 0,4.00
9 FiDs4 3.5 0.50,1 0 0 0 1 0 1 1,,1 1 1 0,4.00
10 CiSt1 1.8 0.21,0 1 0 0 1 0 0 1,,0 1 0 0,2.01
11 5TLi4 6.0 0.36,1 0 0 1 2 1 1 1,,1 0 1 1,6.36
12 SpSt3 3.1 0.29,1 0 0 1 1 0 0 1,,0 1 1 0,3.39
13 3Li4 4.0 0.14,1 0 1 1 0 0 0 1,,0 0 0 1,4.14
14 BoDs3 4.0 0.00,0 0 0 0 0 0 0 0,,0 1 0 0,4.00
57.0,,,,61.09
Program Components Factor,,,,
Skating Skills 1.60,7.50 8.00 7.50 7.75 7.75 7.50 7.75 7.75,,7.50 7.75 7.50 7.50,7.68
Transition / Linking Footwork 1.60,7.25 7.75 7.50 7.25 7.00 7.25 7.50 7.50,,7.00 7.50 6.75 7.25,7.32
Performance / Execution 1.60,7.25 7.75 7.00 7.75 7.25 7.25 7.75 7.75,,7.25 7.50 7.50 7.25,7.54
Choreography / Composition 1.60,7.25 7.75 7.50 7.50 7.25 7.50 7.75 7.75,,7.25 7.25 7.50 7.25,7.50
Interpretation 1.60,7.25 8.00 7.25 7.25 7.00 7.25 7.50 7.75,,7.00 7.75 7.25 7.50,7.39
Judges Total Program Component Score (factored),,,,59.88
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
4 Julia OBERTAS / Sergei SLAVNOV,RUS 111.69 58.38,,55.31,2.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2A 3.3 -2.10,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 -3 -3,1.20
2 3T+COMBO 4.0 -3.00,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 -3 -3,1.00
3 3Tw2 4.5 0.20,-1 0 0 1 -2 1 0 -1,,1 1 1 0,4.70
4 3FTh 5.0 -1.30,-2 -2 -2 -2 -2 -2 -2 -1,,-2 -2 -1 -2,3.70
5 5ALi3 6.0 0.86,1 0 1 1 2 1 0 1,,1 1 1 0,6.86
6 FiDs4 3.5 0.80,1 1 0 1 2 0 1 1,,2 1 1 0,4.30
7 FCCoSp4 3.5 0.29,1 0 0 1 2 1 0 0,,1 1 1 0,3.79
8 3LoTh 5.5x 0.60,1 1 0 1 1 1 0 1,,1 1 1 1,6.10
9 5TLi4 6.0 0.36,0 0 1 1 1 1 0 1,,1 1 0 1,6.36
10 SpSt3 3.1 0.29,0 0 0 1 1 0 1 0,,0 1 1 0,3.39
11 BoDs4 4.5 0.20,1 0 0 0 1 0 0 1,,0 1 0 0,4.70
12 SlSt3 3.1 0.36,1 1 0 0 2 0 1 0,,1 1 1 1,3.46
13 4Li4 4.0 0.03,-1 0 1 1 -1 0 -1 0,,0 0 0 0,4.03
14 PCoSp4 4.5 0.29,1 0 0 0 1 0 0 1,,1 1 1 0,4.79
60.5,,,,58.38
Program Components Factor,,,,
Skating Skills 1.60,7.25 7.25 6.75 6.50 7.25 7.25 6.75 7.00,,7.00 6.75 6.75 7.00,6.89
Transition / Linking Footwork 1.60,7.00 7.00 6.75 6.25 6.75 7.00 6.50 6.75,,7.50 7.00 6.75 7.00,6.79
Performance / Execution 1.60,6.75 7.50 7.00 6.75 7.00 7.00 6.75 6.75,,7.00 7.25 7.00 6.75,6.96
Choreography / Composition 1.60,7.00 7.50 7.00 6.50 7.25 7.25 6.50 6.75,,7.50 7.00 7.00 6.75,7.00
Interpretation 1.60,7.00 7.50 7.00 6.25 7.50 7.00 6.75 6.50,,7.25 6.75 6.75 7.00,6.93
Judges Total Program Component Score (factored),,,,55.31
Deductions: Falls: -2.00,,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
5 Dorota ZAGORSKA / Mariusz SIUDEK,POL 104.14 55.35,,48.79,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2A+2T+SEQ 3.7 -1.40,-2 -2 -2 -2 -2 -2 -2 -1,,-2 -2 -2 -2,2.30
2 3LoTh 5.0 -0.10,1 0 0 0 -1 0 0 0,,-1 0 0 0,4.90
3 2T 1.3 -0.71,-3 -2 -2 -2 -3 -2 -2 -2,,-3 -2 -3 -2,0.59
4 5ALi4 6.5 0.86,1 0 0 0 1 0 1 2,,1 2 1 0,7.36
5 FiDs4 3.5 0.60,1 1 0 1 1 1 0 2,,1 1 1 0,4.10
6 CCoSp2 2.5 -0.04,0 0 0 0 -1 0 0 -1,,0 0 0 0,2.46
7 3Tw2 4.5 0.20,1 0 0 1 -1 0 0 0,,1 1 0 0,4.70
8 SpSt3 3.1 0.07,0 0 0 1 0 0 0 0,,0 1 0 0,3.17
9 3STh 5.0x -0.10,0 0 0 1 -1 0 0 0,,-1 0 0 0,4.90
10 5TLi4 6.0 0.50,2 1 0 1 1 1 1 2,,1 1 1 1,6.50
11 PCoSp3 4.0 0.07,0 0 0 0 1 0 0 0,,0 1 0 0,4.07
12 SlSt1 1.8 0.00,0 0 0 0 0 0 0 0,,0 0 1 0,1.80
13 3Li3 3.5 0.50,2 1 1 0 1 0 1 2,,1 1 1 0,4.00
14 BoDs4 4.5 0.00,1 0 0 0 0 0 -1 0,,0 0 0 0,4.50
54.9,,,,55.35
Program Components Factor,,,,
Skating Skills 1.60,6.75 6.50 5.75 6.75 5.75 6.25 6.50 6.50,,6.00 6.25 6.75 6.50,6.32
Transition / Linking Footwork 1.60,6.50 6.00 5.75 6.00 5.00 6.00 6.25 6.25,,5.75 6.25 6.25 6.25,6.04
Performance / Execution 1.60,6.50 6.25 5.50 6.50 5.25 5.75 6.50 6.75,,5.50 5.75 6.50 6.00,6.07
Choreography / Composition 1.60,6.50 6.25 5.25 6.50 5.25 6.00 6.25 6.50,,5.75 6.00 6.50 6.25,6.07
Interpretation 1.60,6.50 6.25 5.50 6.25 5.25 6.00 6.50 6.50,,5.50 5.75 6.25 6.00,6.00
Judges Total Program Component Score (factored),,,,48.79
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
6 Marylin PLA / Yannick BONHEUR,FRA 91.16 49.04,,42.12,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3T 4.0 -2.00,-2 -2 -2 -2 -2 -2 -2 -2,,-2 -2 -2 -2,2.00
2 3Tw1 4.0 0.10,0 0 0 1 0 0 0 0,,0 1 -1 0,4.10
3 3LoTh 5.0 -0.90,-1 -2 -1 -1 0 0 -2 -1,,-2 -1 -1 -1,4.10
4 5SLi3 5.5 0.21,1 0 0 0 1 0 0 0,,1 1 1 0,5.71
5 FiDs2 3.0 -0.60,-1 -1 0 -1 -2 0 0 -1,,-1 -1 -1 -1,2.40
6 SpSt1 1.8 0.00,0 0 0 0 0 0 0 0,,0 0 -1 0,1.80
7 BiDs4 3.5 0.20,1 0 0 0 1 0 0 0,,1 1 0 0,3.70
8 3STh 5.0x 0.40,0 0 1 1 1 0 0 1,,0 1 0 0,5.40
9 5ALi3 6.0 0.00,1 0 0 0 1 1 0 -1,,0 0 0 0,6.00
10 FCCoSp2 2.5 -0.09,-1 0 0 0 -1 0 0 -1,,1 0 -1 0,2.41
11 2S+2T+SEQ 2.3x 0.00,0 0 0 0 -1 0 0 0,,0 0 0 0,2.30
12 CiSt1 1.8 0.00,0 0 0 0 0 0 1 -1,,0 0 0 0,1.80
13 4Li3 3.5 -0.09,-1 0 0 0 -1 0 0 -1,,0 0 -1 0,3.41
14 PCoSp3 4.0 -0.09,0 0 0 0 0 0 0 -1,,-1 1 -2 0,3.91
51.9,,,,49.04
Program Components Factor,,,,
Skating Skills 1.60,5.50 5.25 5.25 5.50 5.25 5.25 5.50 5.50,,5.50 5.25 5.50 5.25,5.39
Transition / Linking Footwork 1.60,5.25 4.75 5.50 5.25 4.75 5.00 5.25 5.00,,5.00 5.00 5.00 5.00,5.04
Performance / Execution 1.60,5.25 5.00 5.75 5.00 5.00 5.25 5.50 5.25,,5.25 5.50 5.25 5.25,5.25
Choreography / Composition 1.60,5.50 5.00 5.50 5.50 5.25 5.50 5.25 5.25,,5.25 5.75 5.50 5.00,5.36
Interpretation 1.60,5.50 5.25 5.50 5.50 5.00 5.50 5.25 5.25,,5.00 5.75 5.25 5.25,5.29
Judges Total Program Component Score (factored),,,,42.12
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
7 Eva-Maria FITZE / Rico REX,GER 88.42 48.36,,40.06,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2A+2S+SEQ 3.7 -1.20,-2 -2 -1 -2 -2 -2 -2 -1,,-2 -1 -2 -2,2.50
2 2Tw3 4.0 0.00,0 0 0 0 0 0 0 0,,0 1 -1 0,4.00
3 2T 1.3 -0.34,-2 -2 -1 -1 -1 -1 -1 -1,,-2 -1 -1 -1,0.96
4 5SLi4 6.0 0.07,0 0 0 0 0 0 0 0,,1 1 0 0,6.07
5 FiDs3 3.2 0.00,1 0 0 0 0 0 0 -1,,0 0 0 0,3.20
6 5TLi3 5.5 -0.30,-1 -1 -1 -1 -1 -1 -1 -2,,-1 -1 -1 -1,5.20
7 FCCoSp3 3.0 -0.17,-1 -1 0 0 -2 -1 -1 -1,,0 0 -1 0,2.83
8 2ATh 4.4x 0.00,-1 0 0 0 0 0 0 0,,0 1 0 0,4.40
9 SpSt2 2.3 0.00,0 0 0 0 0 0 0 0,,0 0 0 0,2.30
10 3STh 5.0x 0.20,0 0 0 0 1 0 0 1,,0 1 0 0,5.20
11 3Li3 3.5 0.00,0 0 0 0 1 0 0 0,,0 0 0 0,3.50
12 BiDs1 2.8 -0.40,0 0 0 -1 -1 0 0 -1,,-1 0 -1 -2,2.40
13 SlSt1 1.8 0.00,0 0 0 0 0 0 0 0,,0 0 0 0,1.80
14 PCoSp3 4.0 0.00,0 0 0 0 0 0 0 0,,0 0 -1 0,4.00
50.5,,,,48.36
Program Components Factor,,,,
Skating Skills 1.60,5.00 4.75 5.00 5.25 5.00 5.00 5.00 5.25,,5.00 5.50 5.00 4.75,5.07
Transition / Linking Footwork 1.60,4.75 4.50 5.25 5.00 4.50 4.75 4.75 5.00,,4.75 5.25 4.50 4.50,4.82
Performance / Execution 1.60,4.75 5.00 5.25 5.00 4.75 4.75 5.00 5.25,,5.25 6.00 5.00 4.75,5.11
Choreography / Composition 1.60,4.75 4.75 5.00 5.25 5.00 5.00 4.75 5.00,,5.00 5.75 5.00 5.00,5.00
Interpretation 1.60,4.75 5.00 5.25 5.25 4.75 5.00 5.00 5.25,,4.75 6.00 4.75 4.75,5.04
Judges Total Program Component Score (factored),,,,40.06
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
8 Rebecca HANDKE / Daniel WENDE,GER 82.89 45.19,,40.70,3.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3T 4.0 -3.00,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 -3 -2,1.00
2 2Tw3 4.0 -0.04,0 0 0 -1 0 0 0 -1,,1 0 0 0,3.96
3 3LoTh 5.0 -2.00,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 -3 -3,3.00
4 3Li3 3.5 0.29,0 0 1 0 1 0 0 1,,1 1 0 0,3.79
5 BiDs1 2.8 0.40,0 0 1 0 1 1 0 0,,1 1 1 0,3.20
6 FCoSp3 2.5 0.00,1 0 0 0 1 0 0 0,,0 0 0 0,2.50
7 2A+COMBO 3.6x -2.10,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 -3 -3,1.50
8 5ALi2 5.5 0.00,1 0 0 0 0 0 0 0,,1 0 0 0,5.50
9 3TTh 5.0x -1.40,-2 -2 -2 -2 -2 -2 -2 -2,,-2 -2 -2 -2,3.60
10 SpSt2 2.3 0.00,0 0 0 0 0 0 0 0,,0 -1 0 0,2.30
11 5SLi3 5.5 0.00,1 0 0 0 0 0 0 -1,,0 0 0 0,5.50
12 SlSt1 1.8 0.00,0 0 0 0 0 0 0 0,,0 0 0 0,1.80
13 FiDs2 3.0 0.40,0 0 0 0 1 0 0 1,,1 1 1 0,3.40
14 PCoSp3 4.0 0.14,1 0 0 0 1 0 0 1,,0 1 0 0,4.14
52.5,,,,45.19
Program Components Factor,,,,
Skating Skills 1.60,5.00 5.00 5.25 5.00 5.25 5.25 5.00 5.50,,5.75 6.00 5.25 5.25,5.29
Transition / Linking Footwork 1.60,4.75 4.75 5.00 4.75 4.75 4.75 4.75 4.75,,5.50 5.50 5.00 5.00,4.93
Performance / Execution 1.60,4.75 5.00 5.00 4.75 5.25 4.75 4.75 5.00,,5.25 5.50 5.00 5.00,5.04
Choreography / Composition 1.60,5.00 5.00 5.25 5.00 5.00 5.00 4.75 5.25,,5.75 5.75 5.00 5.00,5.18
Interpretation 1.60,5.00 5.00 5.00 4.50 4.75 5.00 4.75 5.00,,5.50 5.75 5.00 4.75,5.00
Judges Total Program Component Score (factored),,,,40.70
Deductions: Falls: -3.00,,,,-3.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
9 Rumiana SPASSOVA / Stanimir TODOROV,BUL 77.53 42.72,,35.81,1.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2Tw2 3.5 0.36,1 0 1 1 1 1 0 0,,1 1 1 1,3.86
2 3STh 4.5 -2.00,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 -3 -3,2.50
3 5SLi1 4.5 0.07,0 0 0 0 0 0 0 0,,0 1 1 0,4.57
4 2Lo 1.5 0.00,0 0 0 0 1 0 0 0,,0 0 0 0,1.50
5 5ALi1 5.0 0.00,0 0 0 0 0 0 0 0,,0 0 0 0,5.00
6 PCoSp3 4.0 -0.13,1 -1 -1 0 0 0 0 0,,-1 -1 0 0,3.87
7 SpSt2 2.3 0.21,1 0 0 0 1 1 0 0,,1 1 1 0,2.51
8 3Li3 3.5 0.21,1 0 0 0 0 0 0 1,,1 1 1 0,3.71
9 2LoTh 3.3x 0.00,0 0 0 0 0 0 0 0,,0 0 0 -1,3.30
10 FiDs3 3.2 0.40,1 0 0 0 1 1 1 1,,1 0 1 0,3.60
11 CCoSp1 2.0 0.00,-1 0 0 0 0 0 0 0,,0 0 0 0,2.00
12 2S+2F+SEQ 2.6x -0.30,-1 -1 -1 -1 -1 -1 -1 -1,,-2 -1 -1 -1,2.30
13 BoDs1 3.0 -0.80,0 0 -1 -1 -2 0 -1 -1,,-1 -1 -2 -1,2.20
14 SlSt1 1.8 0.00,0 0 0 0 0 0 0 0,,0 0 0 0,1.80
44.7,,,,42.72
Program Components Factor,,,,
Skating Skills 1.60,4.50 4.75 4.75 4.75 4.50 4.75 4.75 4.00,,4.75 4.50 4.50 4.50,4.64
Transition / Linking Footwork 1.60,4.25 4.50 4.50 4.50 4.25 4.75 4.25 3.75,,4.50 4.00 4.00 4.50,4.29
Performance / Execution 1.60,4.50 4.50 4.75 5.00 4.75 4.75 4.50 4.00,,4.50 4.25 4.25 4.50,4.50
Choreography / Composition 1.60,4.50 4.50 4.50 5.00 4.50 4.75 4.75 4.00,,4.75 4.50 4.50 4.75,4.57
Interpretation 1.60,4.50 4.75 4.50 5.00 4.25 4.75 4.50 4.00,,4.50 4.25 4.00 4.75,4.39
Judges Total Program Component Score (factored),,,,35.81
Deductions: Falls: -1.00,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
10 Julia BELOGLAZOVA / Andrei BEKH,UKR 72.50 39.52,,32.98,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2Tw3 4.0 0.00,-2 0 0 0 0 0 0 0,,0 0 0 0,4.00
2 2A+2T+SEQ 3.7 -0.70,-1 -1 -1 -1 -2 -1 -1 -1,,-1 -1 -1 -1,3.00
3 3LoTh 5.0 -1.30,-2 -2 -2 -2 -2 0 -2 -2,,-2 -1 -1 -2,3.70
4 5TLi3 5.5 0.14,1 0 0 0 1 1 0 0,,1 1 0 1,5.64
5 2S 1.3 0.00,0 0 0 0 1 0 0 0,,0 0 0 0,1.30
6 SpSt1 1.8 -0.13,0 0 0 0 0 0 0 -1,,-1 -1 -1 0,1.67
7 BoDs1 3.0 -0.70,0 0 -1 -1 -1 -1 -1 -1,,-1 -1 -1 -1,2.30
8 4Li1 2.5 -0.04,0 0 0 -1 -1 0 0 0,,0 0 0 -1,2.46
9 1STh 1.3x -0.39,-2 -1 -1 -2 -1 -1 -1 -2,,-3 -1 -1 -1,0.91
10 FCoSp2 2.1 -0.30,-1 -1 -1 -1 -1 0 -1 -1,,-1 -1 -1 0,1.80
11 5SLi1 4.5 0.00,0 0 0 0 0 0 0 0,,0 1 0 0,4.50
12 BiDs3 3.2 0.00,1 0 0 -1 0 0 0 0,,1 0 0 0,3.20
13 SlSt1 1.8 0.00,0 0 0 0 -1 0 0 0,,0 0 0 0,1.80
14 PCoSp2 3.5 -0.26,-1 0 -1 -1 -1 0 -1 -1,,0 -1 -2 -1,3.24
43.2,,,,39.52
Program Components Factor,,,,
Skating Skills 1.60,4.50 4.75 4.50 4.25 4.50 4.75 4.25 4.25,,4.00 4.50 4.25 4.00,4.36
Transition / Linking Footwork 1.60,4.25 4.50 4.50 4.00 3.75 4.25 4.00 3.50,,3.50 3.75 3.75 4.25,3.89
Performance / Execution 1.60,4.25 4.50 4.75 4.00 4.00 4.50 4.25 4.00,,4.00 3.75 4.00 4.00,4.11
Choreography / Composition 1.60,4.50 4.50 4.25 4.25 4.25 4.50 4.00 4.00,,4.00 4.25 4.00 4.25,4.14
Interpretation 1.60,4.25 4.75 4.50 4.25 4.00 4.50 4.25 4.00,,3.75 4.00 3.75 4.25,4.11
Judges Total Program Component Score (factored),,,,32.98
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
11 Stacey KEMP / David KING,GBR 70.82 42.55,,29.27,1.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 BiDs1 2.8 -0.70,0 0 -1 -1 -1 -1 -1 -1,,-1 -1 -1 -1,2.10
2 2Lo 1.5 0.00,0 0 0 0 0 0 0 0,,0 0 0 0,1.50
3 2Tw3 4.0 -0.21,-1 -1 -1 -1 -1 0 -1 -1,,0 0 0 0,3.79
4 5ALi2 5.5 -0.09,0 0 0 0 0 0 -1 0,,0 -1 -1 0,5.41
5 3TTh 4.5 -2.00,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 -3 -3,2.50
6 5TLi3 5.5 -0.04,0 0 0 -1 0 -1 0 0,,0 0 -1 0,5.46
7 CoSp2 2.1 -0.34,-1 -1 -1 -2 -2 -1 -1 -1,,-1 -1 -1 -1,1.76
8 2F+2T+SEQ 2.6x -0.30,-1 -1 -1 -1 -1 0 -1 -1,,-1 -1 -1 -1,2.30
9 SpSt1 1.8 -0.43,0 -1 -1 -2 -2 0 -1 -2,,-1 -2 -1 0,1.37
10 3LoTh 5.5x -0.90,-1 -2 -2 -1 -1 -1 -1 -1,,-2 -1 -1 -1,4.60
11 3Li3 3.5 -0.04,0 0 0 -1 0 0 0 0,,0 -1 0 0,3.46
12 CiSt1 1.8 -0.51,-1 -1 -1 -2 -2 -1 -1 -2,,-2 -2 -2 -1,1.29
13 PCoSp3 4.0 -0.09,1 0 -1 -1 -1 0 0 0,,0 0 0 0,3.91
14 FiDs2 3.0 0.10,1 0 0 0 0 0 0 0,,0 1 1 0,3.10
48.1,,,,42.55
Program Components Factor,,,,
Skating Skills 1.60,4.25 3.75 4.00 3.75 3.25 3.75 3.50 3.50,,3.50 4.25 3.75 4.00,3.68
Transition / Linking Footwork 1.60,4.00 3.50 4.00 3.50 3.50 3.75 3.75 3.50,,3.25 3.75 4.25 4.25,3.64
Performance / Execution 1.60,3.75 3.75 3.75 3.50 3.00 3.75 4.00 3.25,,3.50 3.75 3.75 4.25,3.61
Choreography / Composition 1.60,4.00 3.75 4.00 3.75 3.25 3.75 3.75 3.50,,3.50 4.00 4.00 4.50,3.75
Interpretation 1.60,4.00 4.00 3.75 3.75 3.25 3.75 4.00 3.25,,3.25 3.50 3.75 4.50,3.61
Judges Total Program Component Score (factored),,,,29.27
