Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Tatiana TOTMIANINA / Maxim MARININ,RUS,195.87,1,68.04,1,127.83,2006-01-22,ec2006
2,Aliona SAVCHENKO / Robin SZOLKOWY,GER,188.08,3,64.46,2,123.62,2006-01-22,ec2006
3,Maria PETROVA / Alexei TIKHONOV,RUS,187.04,2,66.07,3,120.97,2006-01-22,ec2006
4,Julia OBERTAS / Sergei SLAVNOV,RUS,173.9,4,62.21,4,111.69,2006-01-22,ec2006
5,Dorota ZAGORSKA / Mariusz SIUDEK,POL,153.67,5,49.53,5,104.14,2006-01-22,ec2006
6,Marylin PLA / Yannick BONHEUR,FRA,138.2,7,47.04,6,91.16,2006-01-22,ec2006
7,Eva-Maria FITZE / Rico REX,GER,134.44,8,46.02,7,88.42,2006-01-22,ec2006
8,Rebecca HANDKE / Daniel WENDE,GER,130.7,6,47.81,8,82.89,2006-01-22,ec2006
9,Rumiana SPASSOVA / Stanimir TODOROV,BUL,116.4,9,38.87,9,77.53,2006-01-22,ec2006
10,Julia BELOGLAZOVA / Andrei BEKH,UKR,108.95,11,36.45,10,72.5,2006-01-22,ec2006
11,Stacey KEMP / David KING,GBR,106.8,13,35.98,11,70.82,2006-01-22,ec2006
12,Diana RENNIK / Aleksei SAKS,EST,103.06,14,35.47,12,67.59,2006-01-22,ec2006
13,Alina DIKHTIAR / Filip ZALEVSKI,UKR,101.02,12,36.04,13,64.98,2006-01-22,ec2006
WD,Olga PROKURONOVA / Karel STEFL,CZE,37.51,10,37.51,WD,WD,2006-01-22,ec2006
