MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
Skating Skills 2.00,6.25 6.25 6.50 6.25 7.00 7.25,6.75 6.50,,6.00 6.50 6.50 6.75,6.43
Transition / Linking Footwork 2.00,6.00 6.00 6.25 6.00 7.25 7.00,6.25 6.50,,6.00 6.50 6.25 6.50,6.21
Performance / Execution 2.00,6.25 6.75 6.50 6.25 7.50 7.00,6.50 6.75,,5.75 6.50 6.50 6.25,6.50
Choreography / Composition 2.00,6.75 6.25 6.50 6.25 7.50 7.00,6.25 7.00,,6.25 6.75 6.50 6.50,6.54
Interpretation 2.00,6.50 6.75 6.50 6.00 7.50 7.25,6.50 7.00,,6.25 6.75 6.75 6.50,6.64
Judges Total Program Component Score (factored),,,,,64.64
Deductions: Falls: -1.00,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
12 Anton KOVALEVSKI,UKR 114.62,60.62,,54.00,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3F+3T 9.5 0.14,0 1 0 0 0,0 1 0,,0 0 0 0,9.64
2 2A 3.3 0.00,0 1 0 0 0,0 -1 0,,0 0 0 0,3.30
3 3Lz+3T 10.0 -0.14,-1 0 0 0 0,-1 0 0,,0 0 0 1,9.86
4 3Lo 5.0 -0.14,-1 0 0 0 0,0 0 0,,0 -1 0 0,4.86
5 CiSt3 3.1 0.07,0 1 0 0 0,1 0 0,,0 0 0 1,3.17
6 FSSp3 2.3 0.00,0 0 0 0 1,1 0 0,,0 -1 0 0,2.30
7 3Lz 6.6x 0.00,0 0 0 0 0,-1 0 0,,0 0 0 0,6.60
8 3S 5.0x 0.00,0 0 0 0 -1,-1 0 0,,0 0 0 0,5.00
9 2A 3.6x 0.14,0 0 0 0 1,0 0 1,,1 0 0 1,3.74
10 CSSp3 2.1 0.07,0 0 0 0 0,1 0 0,,0 1 0 1,2.17
11 SlSt1 1.8 0.21,1 1 0 0 1,0 0 1,,1 0 0 1,2.01
12 2A 3.6x -0.70,-1 -1 -1 0 -1,-1 -1 -1,,-1 -1 -1 0,2.90
13 CCoSp4 3.5 0.00,0 0 0 0 -1,0 0 1,,0 0 0 1,3.50
14 USp2 1.5 0.07,1 0 0 0 -1,1 0 0,,0 0 0 0,1.57
60.9,,,,,60.62
Program Components Factor,,,,,
Skating Skills 2.00,5.25 5.75 5.25 5.50 5.50 5.50,5.75 5.50,,5.50 5.25 5.50 6.00,5.50
Transition / Linking Footwork 2.00,5.25 5.50 5.00 5.25 5.50 5.75,4.75 4.75,,5.00 4.75 5.25 5.50,5.11
Performance / Execution 2.00,5.50 5.75 5.25 5.50 5.75 5.75,5.00 5.25,,5.50 5.25 5.75 5.75,5.50
Choreography / Composition 2.00,5.50 5.50 5.50 5.50 5.75 6.00,5.00 5.50,,5.25 5.25 5.50 5.50,5.43
Interpretation 2.00,5.25 5.75 5.25 5.50 5.75 6.00,5.25 5.50,,5.25 5.25 5.75 5.75,5.46
Judges Total Program Component Score (factored),,,,,54.00
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
13 Sergei DAVYDOV,BLR 113.81,58.39,,55.42,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3A+3T+SEQ 9.2 -2.00,-2 -2 -1 -3 -2,-2 -2 -2,,-2 -2 -2 -2,7.20
2 3Lz+3T 10.0 0.57,1 1 0 0 0,1 1 0,,0 1 0 1,10.57
3 CiSt2 2.3 0.07,0 1 0 0 0,0 0 1,,0 0 0 1,2.37
4 3Lo 5.0 0.00,0 0 0 0 0,-1 0 0,,0 0 0 0,5.00
5 FCSp2 2.0 0.00,0 0 0 0 0,0 0 2,,0 0 0 0,2.00
6 3F 6.1x -2.00,-2 -2 -2 -1 -2,-2 -2 -2,,-2 -2 -2 -1,4.10
7 3Lz+2T 8.0x -1.57,-1 -2 -2 0 -3,-1 -2 -2,,-2 -2 -1 0,6.43
8 3S 5.0x 0.00,0 0 0 0 0,0 0 0,,0 0 0 1,5.00
9 CCoSp3 3.0 0.07,0 1 0 0 0,0 1 0,,0 0 0 0,3.07
10 SlSt1 1.8 0.14,0 1 0 0 1,1 0 0,,0 1 0 1,1.94
11 2A 3.6x 0.14,0 0 0 0 0,1 0 1,,0 0 0 1,3.74
12 2A 3.6x 0.00,0 0 0 0 0,0 0 0,,-1 0 0 0,3.60
13 FSSp2 2.0 0.07,0 1 0 0 0,1 0 0,,0 0 0 0,2.07
14 CSSp1 1.3 0.00,0 0 0 0 -1,0 0 0,,0 -1 0 0,1.30
62.9,,,,,58.39
Program Components Factor,,,,,
Skating Skills 2.00,5.50 5.75 5.25 5.50 5.50 7.00,6.00 5.75,,5.75 5.75 5.50 5.50,5.71
Transition / Linking Footwork 2.00,5.25 5.50 5.00 5.25 5.25 5.25,5.50 5.25,,5.50 5.25 5.00 5.25,5.32
Performance / Execution 2.00,5.50 5.50 5.25 5.25 5.50 5.75,5.75 5.75,,5.75 5.50 5.50 5.25,5.61
Choreography / Composition 2.00,5.25 5.75 5.50 5.00 5.50 5.75,5.50 5.50,,5.50 5.50 5.50 5.00,5.50
Interpretation 2.00,5.50 5.75 5.50 5.25 5.75 4.75,5.50 5.50,,5.75 5.75 5.75 5.25,5.57
Judges Total Program Component Score (factored),,,,,55.42
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
14 Tomas VERNER,CZE 112.13,51.85,,63.28,3.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3A 7.5 0.14,0 0 0 0 1,0 1 1,,0 0 0 -1,7.64
2 4T 9.0 -3.00,-3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 -3 -3,6.00
3 2Lz 1.9 0.00,0 1 0 0 0,0 0 0,,0 0 0 0,1.90
4 3S 4.5 0.29,0 1 0 0 0,1 0 1,,0 0 0 1,4.79
5 3Lz 6.0 -0.43,-1 0 -1 -1 0,0 -1 -1,,0 0 0 -1,5.57
6 FSSp3 2.3 0.21,1 0 0 0 0,1 0 2,,0 1 0 1,2.51
7 3A+COMBO 8.3x -3.00,-3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 -3 -3,5.30
8 3Lo 5.5x -3.00,-3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 -3 -3,2.50
9 CoSp2 2.1 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,2.10
10 CiSt2 2.3 0.14,0 1 0 0 0,1 0 1,,0 0 0 1,2.44
11 CSSp2 1.7 0.00,0 0 0 0 1,1 0 0,,0 0 0 0,1.70
12 SlSt1 1.8 0.21,1 1 0 0 1,2 0 0,,1 -1 0 0,2.01
13 3F 6.1x -1.71,-1 -2 -1 -1 -1,-2 -2 -2,,-2 -2 -1 -1,4.39
14 FCCoSp3 3.0 0.00,0 0 0 0 0,1 0 0,,0 0 0 1,3.00
62.0,,,,,51.85
Program Components Factor,,,,,
Skating Skills 2.00,6.50 7.00 6.25 6.25 6.75 7.00,6.25 6.50,,6.25 6.50 6.25 6.25,6.46
Transition / Linking Footwork 2.00,6.25 6.50 6.00 6.00 6.25 6.50,5.50 6.25,,6.00 6.00 6.00 5.75,6.14
Performance / Execution 2.00,6.50 6.75 6.00 5.75 6.25 7.50,6.00 6.50,,6.00 6.00 6.00 5.75,6.25
Choreography / Composition 2.00,6.50 6.50 6.00 5.75 6.75 7.00,5.75 6.50,,6.00 6.25 6.50 5.75,6.29
Interpretation 2.00,6.50 7.00 6.00 6.25 6.50 7.50,5.75 6.75,,6.25 6.25 6.50 6.00,6.50
Judges Total Program Component Score (factored),,,,,63.28
Deductions: Falls: -3.00,,,,,-3.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
15 Gregor URBAS,SLO 109.96,59.66,,51.30,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3Lz+2T 7.3 0.43,1 1 0 0 1,1 0 0,,0 1 0 0,7.73
2 3A 7.5 -3.00,-3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 -3 -3,4.50
3 3S 4.5 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,4.50
4 SlSt1 1.8 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,1.80
5 FSSp3 2.3 0.00,1 0 0 0 1,0 0 0,,0 -1 0 0,2.30
6 3F 5.5 -0.14,0 0 0 0 0,-1 0 -1,,0 0 0 0,5.36
7 CoSp3 2.5 -0.09,0 0 0 -1 -1,-1 0 0,,0 -1 0 0,2.41
8 3A+2T 9.7x -0.14,0 0 0 0 0,-1 -1 0,,0 0 0 0,9.56
9 3Lz 6.6x -1.29,-2 -2 -1 -1 -1,-2 -1 -1,,-1 -1 -1 -1,5.31
10 SeSt2 2.3 0.00,0 1 0 0 0,0 0 0,,0 0 0 0,2.30
11 3Lo+2Lo 7.2x -0.57,-1 0 -1 -1 -1,-1 0 -1,,0 -1 0 0,6.63
12 CSSp2 1.7 -0.04,0 0 0 0 0,-1 0 0,,0 -1 0 0,1.66
13 2A 3.6x 0.00,0 0 0 0 0,-1 0 0,,0 0 0 0,3.60
14 CCoSp1 2.0 0.00,0 1 0 0 0,-1 0 0,,0 0 0 0,2.00
64.5,,,,,59.66
Program Components Factor,,,,,
Skating Skills 2.00,5.25 5.25 5.25 5.00 5.25 5.00,6.25 5.25,,5.25 5.25 4.75 5.00,5.18
Transition / Linking Footwork 2.00,5.00 5.00 5.00 7.75 5.00 5.00,5.00 4.50,,5.00 5.00 4.25 4.75,4.93
Performance / Execution 2.00,5.25 5.50 5.00 4.75 5.00 5.25,5.50 5.25,,5.00 5.25 4.75 4.50,5.18
Choreography / Composition 2.00,5.25 5.50 5.50 4.50 5.25 5.00,5.50 5.25,,5.00 5.50 4.75 4.50,5.18
Interpretation 2.00,5.25 5.50 5.25 4.75 5.00 4.75,5.75 5.25,,5.25 5.50 4.75 4.75,5.18
Judges Total Program Component Score (factored),,,,,51.30
Deductions: Falls: -1.00,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
16 Kristoffer BERNTSSON,SWE 109.69,55.13,,55.56,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3A 7.5 -2.00,-2 -2 -2 -3 -2,-2 -2 -2,,-2 -2 -2 -2,5.50
2 2F 1.7 -1.00,-3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 -3 -3,0.70
3 3Lz+3T 10.0 -0.86,-1 -2 0 0 0,-2 -1 -1,,-1 0 0 0,9.14
4 CSSp4 3.0 0.07,1 0 0 0 1,0 0 1,,0 0 0 0,3.07
5 CiSt2 2.3 0.00,0 0 0 0 1,-1 0 0,,0 1 0 1,2.30
6 CCoSp4 3.5 0.00,0 0 -1 0 0,0 0 0,,0 0 -1 0,3.50
7 2A+2T 5.1x 0.29,1 1 0 0 1,0 0 0,,0 1 0 1,5.39
8 3F 6.1x -1.71,-1 -2 -1 -2 -1,-2 -1 -2,,-1 -2 -2 -1,4.39
9 3Lo 5.5x 0.00,1 0 -1 0 0,-1 0 0,,0 0 0 0,5.50
10 FSSp3 2.3 0.00,0 0 0 0 1,0 0 0,,0 -1 0 0,2.30
11 3S 5.0x -0.86,-1 -1 0 1 1,-1 -2 -1,,0 -2 0 0,4.14
12 SlSt2 2.3 0.00,0 0 0 0 0,0 0 0,,0 0 0 1,2.30
13 3T 4.4x -1.00,-1 -1 -1 -1 -1,-2 -1 -1,,-1 -1 -1 -1,3.40
14 CCoSp4 3.5 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,3.50
62.2,,,,,55.13
Program Components Factor,,,,,
Skating Skills 2.00,6.00 5.50 5.50 5.75 6.00 5.75,6.50 5.50,,5.75 5.75 5.25 5.50,5.71
Transition / Linking Footwork 2.00,5.75 5.50 5.50 5.50 5.75 5.25,5.50 5.00,,5.75 5.50 5.00 5.25,5.43
Performance / Execution 2.00,6.00 5.75 5.50 5.50 5.75 4.75,5.75 5.50,,5.50 5.50 5.00 5.00,5.50
Choreography / Composition 2.00,6.00 5.75 5.75 5.50 6.00 5.00,5.75 5.50,,5.50 5.75 5.25 5.25,5.57
Interpretation 2.00,6.00 5.50 5.50 5.75 5.75 4.50,5.50 5.50,,5.75 5.75 5.25 5.50,5.57
Judges Total Program Component Score (factored),,,,,55.56
Deductions: Falls: -1.00,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
17 Sergei DOBRIN,RUS 108.53,51.87,,57.66,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3A 7.5 -2.00,-2 -2 -2 -3 -2,-2 -2 -2,,-2 -2 -2 -3,5.50
2 3Lz+2T 7.3 -1.14,-1 -2 0 -1 -1,-2 -1 -1,,-1 -1 -1 -1,6.16
3 3S+3T 8.5 -0.43,0 -1 0 -1 0,0 -1 -1,,0 0 0 0,8.07
4 3Lo 5.0 0.29,1 1 0 0 0,0 0 0,,0 1 0 1,5.29
5 FCSp3 2.3 0.50,1 1 0 1 1,2 1 1,,1 1 1 1,2.80
6 CiSt1 1.8 0.29,1 1 1 1 1,1 1 0,,0 0 0 1,2.09
7 CSSp2 1.7 0.07,1 0 0 0 0,1 0 0,,0 0 0 0,1.77
8 3F 6.1x -3.00,-3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 -3 -3,3.10
9 CoSp2 2.1 0.14,1 1 0 0 0,1 0 0,,0 0 0 0,2.24
10 SlSt1 1.8 0.14,1 1 0 0 0,1 0 0,,0 0 0 0,1.94
11 2A 3.6x 0.43,1 0 0 1 1,1 0 0,,0 1 0 0,4.03
12 3Lz 6.6x -0.86,1 -1 0 -1 -1,-2 -1 0,,-1 -1 -1 -1,5.74
13 CCoSp3 3.0 0.14,1 1 0 0 0,1 0 0,,0 0 0 1,3.14
57.3,,,,,51.87
Program Components Factor,,,,,
Skating Skills 2.00,6.25 5.50 5.75 6.00 5.25 6.25,6.50 5.25,,5.75 5.50 6.00 6.00,5.89
Transition / Linking Footwork 2.00,6.00 5.00 5.50 5.75 5.00 5.75,5.75 4.75,,5.75 5.25 5.50 5.75,5.54
Performance / Execution 2.00,6.25 5.25 5.75 5.75 5.25 6.50,5.75 5.25,,5.50 5.50 5.75 5.75,5.68
Choreography / Composition 2.00,6.50 5.50 6.00 5.75 5.50 6.50,5.75 5.50,,5.50 5.75 5.75 6.00,5.79
Interpretation 2.00,6.50 5.50 5.75 6.00 5.00 6.75,6.00 5.50,,5.75 5.75 6.00 6.00,5.93
Judges Total Program Component Score (factored),,,,,57.66
Deductions: Falls: -1.00,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
18 Karel ZELENKA,ITA 105.98,56.92,,50.06,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3A 7.5 -3.00,-3 -2 -3 -3 -3,-3 -3 -3,,-3 -3 -3 -3,4.50
2 3F+3T 9.5 -1.00,-2 -1 -1 -1 -1,-1 -1 0,,-1 -1 -1 -1,8.50
3 3Lz 6.0 0.00,0 0 0 0 0,0 0 1,,0 0 0 0,6.00
4 3S 4.5 0.00,0 0 0 0 0,0 0 0,,0 0 0 1,4.50
5 CCoSp3 3.0 0.00,0 1 0 0 1,0 0 0,,0 0 0 0,3.00
6 CiSt2 2.3 0.14,1 1 0 0 1,-1 0 1,,0 0 0 0,2.44
7 3Lo 5.5x -1.00,-1 -1 0 -1 -1,-1 -1 0,,-1 -1 -1 -1,4.50
8 FSSp3 2.3 -0.09,0 -1 0 0 0,-1 0 0,,0 -1 0 1,2.21
9 3Lz+COMBO 6.6x 0.00,0 0 0 0 0,-1 0 1,,0 0 0 0,6.60
10 3F+2T+SEQ 5.9x -1.29,-1 -1 -1 0 0,-2 -2 0,,-2 -2 -1 -1,4.61
11 SlSt1 1.8 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,1.80
12 2A 3.6x 0.29,1 1 0 0 1,0 0 1,,0 0 0 1,3.89
13 CSSp1 1.3 0.07,0 1 0 0 0,1 0 0,,0 0 0 0,1.37
14 CCoSp3 3.0 0.00,0 0 0 0 0,-1 0 0,,0 0 0 0,3.00
62.8,,,,,56.92
Program Components Factor,,,,,
Skating Skills 2.00,5.25 5.50 5.25 5.00 4.75 5.25,5.50 5.25,,5.00 4.75 5.00 5.00,5.18
Transition / Linking Footwork 2.00,5.00 5.25 4.75 4.75 4.50 5.25,4.75 4.50,,4.75 4.25 4.75 4.75,4.82
Performance / Execution 2.00,5.00 5.50 5.00 5.00 4.75 5.00,4.75 5.25,,5.00 4.75 5.00 4.50,5.00
Choreography / Composition 2.00,5.25 5.25 5.25 4.75 4.75 5.00,4.50 5.00,,5.00 4.50 5.25 4.50,4.96
Interpretation 2.00,5.25 5.50 5.00 5.00 4.75 5.50,4.75 5.00,,4.75 4.50 5.25 4.50,5.07
Judges Total Program Component Score (factored),,,,,50.06
Deductions: Falls: -1.00,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
19 Viktor PFEIFER,AUT 101.38,47.38,,57.00,3.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3F+3T+2T 10.8 0.00,0 1 0 0 0,0 0 0,,0 0 0 -1,10.80
2 3Lz 6.0 -1.29,-1 -2 -1 -1 -1,-2 -1 -2,,-1 -1 -1 -1,4.71
3 FSSp3 2.3 0.00,0 0 0 0 0,0 0 0,,0 -1 0 0,2.30
4 3F 5.5 -3.00,-3 -3 -3 -3 -3,-2 -3 -3,,-3 -3 -3 -3,2.50
5 CCoSp2 2.5 0.00,0 0 0 0 -1,0 0 0,,0 0 0 0,2.50
6 3S 5.0x -3.00,-3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 -3 -3,2.00
7 3Lo 5.5x 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,5.50
8 3T+2T 5.8x 0.00,0 0 0 0 0,-1 0 0,,0 0 0 0,5.80
9 CUSp3 2.1 0.07,1 0 1 0 0,0 0 1,,0 0 0 0,2.17
10 2A 3.6x -1.60,-3 -2 -1 -2 -2,-3 -2 -2,,-2 -2 -3 -3,2.00
11 CiSt1 1.8 0.00,0 0 0 0 0,1 0 0,,0 0 0 0,1.80
12 SlSt1 1.8 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,1.80
13 2A 3.6x -1.90,-2 -3 -2 -3 -3,-3 -3 -2,,-2 -3 -3 -3,1.70
14 CSp3 1.8 0.00,1 0 0 0 0,0 0 0,,0 0 0 0,1.80
58.1,,,,,47.38
Program Components Factor,,,,,
Skating Skills 2.00,5.50 6.00 5.75 5.50 6.00 6.25,5.75 6.25,,5.75 5.75 5.50 6.00,5.79
Transition / Linking Footwork 2.00,5.25 5.75 5.75 5.25 6.00 6.00,5.50 5.75,,5.50 5.25 5.25 5.50,5.46
Performance / Execution 2.00,5.50 6.25 6.00 5.25 5.75 5.75,6.00 6.25,,5.75 5.50 4.75 5.50,5.71
Choreography / Composition 2.00,5.25 6.25 6.00 5.50 6.00 6.00,5.75 6.00,,5.50 5.75 5.25 5.75,5.68
Interpretation 2.00,5.50 6.25 5.75 5.50 5.75 6.00,6.25 6.25,,5.75 5.75 5.00 5.50,5.86
Judges Total Program Component Score (factored),,,,,57.00
Deductions: Falls: -3.00,,,,,-3.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
20 Jamal OTHMAN,SUI 99.48,48.56,,52.92,2.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 CiSt1 1.8 0.14,0 0 0 1 1,1 0 1,,0 0 0 1,1.94
2 3Lz+2T 7.3 -0.14,0 0 -1 0 1,-1 -1 0,,0 0 0 0,7.16
3 3Lo 5.0 0.00,0 0 0 0 1,0 0 0,,0 0 0 0,5.00
4 USp4 2.4 0.36,1 1 0 0 1,2 1 1,,0 1 0 1,2.76
5 3F 5.5 -2.00,-2 -2 -2 -1 -2,-2 -2 -2,,-2 -2 -2 -2,3.50
6 2A+3T+SEQ 5.8 0.00,0 0 0 0 0,1 0 0,,0 0 0 0,5.80
7 CoSp3 2.5 0.07,0 1 0 0 1,1 0 0,,0 0 0 1,2.57
8 3F+2T 7.5x -1.86,-2 -2 -2 -1 -2,-2 -2 -2,,-2 -2 -1 -1,5.64
9 2Lz 2.1x -1.00,-3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 -3 -3,1.10
10 CCoSp3 3.0 0.00,0 0 0 0 1,0 1 0,,0 0 0 1,3.00
11 3S 5.0x -0.14,0 0 -1 0 0,0 0 0,,-1 -1 0 1,4.86
12 1A 0.9x -0.11,0 -1 0 -1 0,-1 0 -1,,0 0 -1 0,0.79
13 SlSt1 1.8 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,1.80
14 FCoSp3 2.5 0.14,1 0 0 0 1,1 1 0,,0 -1 0 1,2.64
53.1,,,,,48.56
Program Components Factor,,,,,
Skating Skills 2.00,5.25 5.25 4.75 5.75 6.00 5.25,6.00 5.50,,5.25 5.50 5.25 5.25,5.39
Transition / Linking Footwork 2.00,5.00 4.25 5.00 5.50 5.75 5.75,5.25 4.50,,5.00 5.00 5.00 5.00,5.04
Performance / Execution 2.00,5.50 4.75 5.00 5.50 5.75 6.00,5.50 5.25,,5.00 5.25 5.25 5.00,5.32
Choreography / Composition 2.00,5.25 5.00 5.25 5.50 6.00 5.75,5.75 5.00,,5.00 5.50 5.25 4.75,5.32
Interpretation 2.00,5.50 5.00 4.75 5.50 5.50 6.25,5.75 5.00,,5.00 5.50 5.50 5.00,5.39
Judges Total Program Component Score (factored),,,,,52.92
Deductions: Time violation: -1.00,Falls:,-1.00,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
21 Roman SEROV,ISR 98.05,43.83,,54.22,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3Lz 6.0 1.00,1 1 0 1 0,1 1 1,,1 1 0 1,7.00
2 1A 0.8 0.14,0 1 0 1 1,1 0 0,,0 0 0 0,0.94
3 3A 7.5 0.57,0 1 0 0 0,2 1 1,,0 1 0 0,8.07
4 FCSp2 2.0 0.00,0 0 0 0 0,2 0 0,,0 0 0 0,2.00
5 3F 5.5 -2.00,-2 -2 -2 -1 -2,-2 -2 -2,,-2 -2 -2 -2,3.50
6 CCoSp3 3.0 0.29,1 1 0 0 0,1 1 0,,0 1 0 1,3.29
7 CiSt2 2.3 0.14,0 0 0 1 0,1 0 1,,0 0 0 1,2.44
8 2Lz+3Lo+SEQ 6.1x 0.00,0 0 0 0 0,1 0 0,,0 -1 0 0,6.10
9 2S 1.4x -0.04,0 -1 0 0 0,-1 0 0,,0 0 0 0,1.36
10 SSp3 1.8 0.00,0 0 0 0 -1,-1 0 0,,0 0 0 -1,1.80
11 SlSt1 1.8 0.00,0 0 0 0 0,1 0 0,,-1 0 0 0,1.80
12 2A 3.6x 0.00,0 0 0 0 0,1 0 0,,0 0 0 0,3.60
13 FCoSp2 2.1 -0.17,-1 -1 -1 0 -1,1 0 0,,-1 -1 -1 0,1.93
43.9,,,,,43.83
Program Components Factor,,,,,
Skating Skills 2.00,5.25 5.50 5.25 5.50 4.75 7.00,6.25 5.50,,5.50 4.75 5.25 5.00,5.54
Transition / Linking Footwork 2.00,5.25 5.25 5.00 5.00 4.25 6.25,5.75 5.00,,5.25 4.75 5.00 4.50,5.21
Performance / Execution 2.00,5.50 5.75 5.25 5.25 4.50 6.50,5.50 5.25,,5.25 5.00 5.50 4.75,5.43
Choreography / Composition 2.00,5.50 5.50 5.25 5.25 4.75 6.50,6.00 5.25,,5.25 5.00 5.25 5.00,5.43
Interpretation 2.00,5.25 5.75 5.00 5.25 4.50 6.75,6.00 5.25,,5.50 5.25 5.50 4.75,5.50
Judges Total Program Component Score (factored),,,,,54.22
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
22 Adrian SCHULTHEISS,SWE 94.91,46.99,,48.92,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3A 7.5 -0.71,-1 -1 0 -1 -1,-1 0 -1,,-1 0 0 -1,6.79
2 2A+2T 4.6 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,4.60
3 2Lz+2T 3.2 0.07,0 1 0 0 0,0 0 0,,0 1 0 0,3.27
4 FSSp3 2.3 0.00,0 0 0 0 0,1 0 -1,,0 0 0 0,2.30
5 3S 4.5 -0.14,0 0 0 0 0,-1 -2 0,,0 0 0 1,4.36
6 CiSt1 1.8 0.21,1 1 0 0 0,1 0 0,,0 1 0 0,2.01
7 CSSp3 2.1 0.00,0 0 0 0 0,1 0 0,,0 0 0 1,2.10
8 2Lo 1.7x 0.00,0 0 0 0 0,-1 0 0,,0 0 0 0,1.70
9 3F 6.1x -0.14,0 -1 -1 0 -1,0 0 0,,-1 1 0 0,5.96
10 3T 4.4x -0.86,-1 -1 0 -1 -1,-1 -1 -1,,-1 0 0 -1,3.54
11 3Lz 6.6x -3.00,-3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 -3 -3,3.60
12 SlSt1 1.8 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,1.80
13 CCoSp3 3.0 0.00,0 0 0 0 0,-1 0 0,,0 0 0 0,3.00
14 CCoSp1 2.0 -0.04,0 0 0 0 -1,-1 0 0,,0 -1 0 0,1.96
51.6,,,,,46.99
Program Components Factor,,,,,
