Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Irina SLUTSKAYA,RUS,193.24,1,66.43,1,126.81,2006-01-22,ec2006
2,Elena SOKOLOVA,RUS,177.81,2,60.88,2,116.93,2006-01-22,ec2006
3,Carolina KOSTNER,ITA,172.45,5,60.04,3,112.41,2006-01-22,ec2006
4,Sarah MEIER,SUI,167.16,3,60.87,4,106.29,2006-01-22,ec2006
5,Elene GEDEVANISHVILI,GEO,153.27,4,60.19,6,93.08,2006-01-22,ec2006
6,Kiira KORPI,FIN,146.37,11,47.74,5,98.63,2006-01-22,ec2006
7,Susanna PÌÐYKIÌÐ,FIN,144.75,7,56.05,8,88.7,2006-01-22,ec2006
8,Alisa DREI,FIN,141.55,9,49.76,7,91.79,2006-01-22,ec2006
9,Viktoria VOLCHKOVA,RUS,131.88,6,57.08,15,74.8,2006-01-22,ec2006
10,Annette DYTRT,GER,131.11,12,47.39,9,83.72,2006-01-22,ec2006
11,Idora HEGEL,CRO,127.15,10,48.63,11,78.52,2006-01-22,ec2006
12,Viktoria PAVUK,HUN,126.88,8,50.7,12,76.18,2006-01-22,ec2006
13,Tugba KARADEMIR,TUR,124.72,17,41.42,10,83.3,2006-01-22,ec2006
14,Julia SEBESTYEN,HUN,121.9,13,46.61,13,75.29,2006-01-22,ec2006
15,Elena GLEBOVA,EST,116.59,14,42.32,16,74.27,2006-01-22,ec2006
16,Sonia RADEVA,BUL,114.24,21,39.29,14,74.95,2006-01-22,ec2006
17,Nadege BOBILLIER,FRA,112.88,15,41.89,19,70.99,2006-01-22,ec2006
18,Andrea KREUZER,AUT,111.95,20,39.92,17,72.03,2006-01-22,ec2006
19,Valentina MARCHEI,ITA,111.66,19,40.31,18,71.35,2006-01-22,ec2006
20,Teodora POSTIC,SLO,111.15,18,41.15,20,70,2006-01-22,ec2006
21,Martine ZUIDERWIJK,NED,104.77,16,41.69,21,63.08,2006-01-22,ec2006
22,Ekaterina PROYDA,UKR,96.47,24,37.17,22,59.3,2006-01-22,ec2006
23,Jacqueline BELENYESIOVA,SVK,94.93,23,37.27,23,57.66,2006-01-22,ec2006
24,Lina JOHANSSON,SWE,90.61,22,38.09,24,52.52,2006-01-22,ec2006
25,Fleur MAXWELL,LUX,37.1,25,37.1,DNQ,DNQ,2006-01-22,ec2006
26,Ivana HUDZIECOVA,CZE,33.62,26,33.62,DNQ,DNQ,2006-01-22,ec2006
27,Cindy CARQUILLAT,SUI,31.1,27,31.1,DNQ,DNQ,2006-01-22,ec2006
28,Zeljka KRIZMANIC,CRO,29.82,28,29.82,DNQ,DNQ,2006-01-22,ec2006
29,Olga ZADVORNOVA,LAT,29.62,29,29.62,DNQ,DNQ,2006-01-22,ec2006
30,Kirsten VERBIST,BEL,29.16,30,29.16,DNQ,DNQ,2006-01-22,ec2006
31,Ksenia JASTSENJSKI,SCG,23,31,23,DNQ,DNQ,2006-01-22,ec2006
32,Ruta GAJAUSKAITE,LTU,22.69,32,22.69,DNQ,DNQ,2006-01-22,ec2006
WD,Roxana LUCA,ROM,WD,WD,WD,WD,WD,2006-01-22,ec2006
