Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Evgeni PLUSHENKO,RUS,261.23,2,84.71,1,176.52,2012-01-29,ec2012
2,Artur GACHINSKI,RUS,246.27,1,84.8,2,161.47,2012-01-29,ec2012
3,Florent AMODIO,FRA,234.18,5,78.48,3,155.7,2012-01-29,ec2012
4,Michal BREZINA,CZE,229.3,6,76.13,4,153.17,2012-01-29,ec2012
5,Tomas VERNER,CZE,225.36,3,81.14,6,144.22,2012-01-29,ec2012
6,Javier FERNANDEZ,ESP,222.26,4,80.11,7,142.15,2012-01-29,ec2012
7,Samuel CONTESTI,ITA,212.32,11,66.86,5,145.46,2012-01-29,ec2012
8,Brian JOUBERT,FRA,207.83,10,67.92,8,139.91,2012-01-29,ec2012
9,Jorik HENDRICKX,BEL,204.63,8,68.98,9,135.65,2012-01-29,ec2012
10,Sergei VORONOV,RUS,195.89,14,60.88,10,135.01,2012-01-29,ec2012
11,Alexander MAJOROV,SWE,193.18,9,68.33,11,124.85,2012-01-29,ec2012
12,Chafik BESSEGHIER,FRA,181.85,12,63.12,13,118.73,2012-01-29,ec2012
13,Kim LUCINE,MON,179.33,16,57.64,12,121.69,2012-01-29,ec2012
14,Zoltan KELEMEN,ROU,178.02,15,60.12,14,117.9,2012-01-29,ec2012
15,Peter LIEBERS,GER,176.75,13,61.08,16,115.67,2012-01-29,ec2012
16,Paolo BACCHINI,ITA,170.11,17,55.77,18,114.34,2012-01-29,ec2012
17,Paul FENTZ,GER,169.4,23,51.74,15,117.66,2012-01-29,ec2012
18,Viktor PFEIFER,AUT,168.92,21,53.58,17,115.34,2012-01-29,ec2012
19,Maciej CIEPLUCHA,POL,166.86,20,54.17,19,112.69,2012-01-29,ec2012
20,Justus STRID,DEN,156.33,18,54.71,21,101.62,2012-01-29,ec2012
21,Dmitri IGNATENKO,UKR,154.88,24,51.61,20,103.27,2012-01-29,ec2012
22,Alexei BYCHENKO,ISR,141.19,19,54.69,22,86.5,2012-01-29,ec2012
23,Viktor ROMANENKOV,EST,135.09,22,52.24,23,82.85,2012-01-29,ec2012
WD,Kevin VAN DER PERREN,BEL,71.05,7,71.05,WD,WD,2012-01-29,ec2012
25,Jason THOMPSON,GBR,51.42,25,51.42,DNQ,DNQ,2012-01-29,ec2012
26,Pavel KASKA,CZE,51.34,26,51.34,DNQ,DNQ,2012-01-29,ec2012
27,Vitali LUCHANOK,BLR,48.32,27,48.32,DNQ,DNQ,2012-01-29,ec2012
28,Slavik HAYRAPETYAN,ARM,45.75,28,45.75,DNQ,DNQ,2012-01-29,ec2012
29,Ali DEMIRBOGA,TUR,45.54,29,45.54,DNQ,DNQ,2012-01-29,ec2012
