Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Tatiana VOLOSOZHAR / Maxim TRANKOV,RUS,210.45,1,72.8,1,137.65,2012-01-29,ec2012
2,Vera BAZAROVA / Yuri LARIONOV,RUS,193.79,2,66.89,2,126.9,2012-01-29,ec2012
3,Ksenia STOLBOVA / Fedor KLIMOV,RUS,171.81,3,58.66,3,113.15,2012-01-29,ec2012
4,Stefania BERTON / Ondrej HOTAREK,ITA,158.99,4,54.38,4,104.61,2012-01-29,ec2012
5,Mari VARTMANN / Aaron VAN CLEAVE,GER,154.99,7,52,5,102.99,2012-01-29,ec2012
6,Vanessa JAMES / Morgan CIPRES,FRA,151.93,8,51.81,6,100.12,2012-01-29,ec2012
7,Maylin HAUSCH / Daniel WENDE,GER,148.82,5,54.03,7,94.79,2012-01-29,ec2012
8,Daria POPOVA / Bruno MASSOT,FRA,139.98,6,53.91,9,86.07,2012-01-29,ec2012
9,Stacey KEMP / David KING,GBR,138.39,9,45.75,8,92.64,2012-01-29,ec2012
10,Lubov BAKIROVA / Mikalai KAMIANCHUK,BLR,122.25,14,39.06,10,83.19,2012-01-29,ec2012
11,Danielle MONTALBANO / Evgeni KRASNOPOLSKI,ISR,120.32,12,41.69,11,78.63,2012-01-29,ec2012
12,Carolina GILLESPIE / Luca DEMATTE,ITA,120.11,11,42.75,12,77.36,2012-01-29,ec2012
13,Alexandra HERBRIKOVA / Rudy HALMAERT,CZE,115.87,10,42.99,14,72.88,2012-01-29,ec2012
14,Anais MORAND / Timothy LEEMANN,SUI,114.2,13,41.48,15,72.72,2012-01-29,ec2012
15,Stina MARTINI / Severin KIEFER,AUT,112.1,15,38.05,13,74.05,2012-01-29,ec2012
16,Sally HOOLIN / James HUNT,GBR,94.08,16,33.41,16,60.67,2012-01-29,ec2012
17,Elizabeta MAKAROVA / Leri KENCHADZE,BUL,32.8,17,32.8,DNQ,DNQ,2012-01-29,ec2012
18,Maria PALIAKOVA / Mikhail FOMICHEV,BLR,28.33,18,28.33,DNQ,DNQ,2012-01-29,ec2012
WD,Aliona SAVCHENKO / Robin SZOLKOWY,GER,WD,WD,WD,WD,WD,2012-01-29,ec2012
