Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Jeremy ABBOTT,USA,233.44,1,77.05,1,156.39,2008-11-09,gpchn08
2,Stephen CARRIERE,USA,217.25,3,72.0,2,145.25,2008-11-09,gpchn08
3,Tomas VERNER,CZE,205.48,4,65.55,3,139.93,2008-11-09,gpchn08
4,Artem BORODULIN,RUS,191.38,5,65.05,4,126.33,2008-11-09,gpchn08
5,Vaughn CHIPEUR,CAN,187.5,2,72.7,7,114.8,2008-11-09,gpchn08
6,Jialiang WU,CHN,177.75,8,59.75,6,118.0,2008-11-09,gpchn08
7,Jeremy TEN,CAN,175.12,10,55.81,5,119.31,2008-11-09,gpchn08
8,Kristoffer BERNTSSON,SWE,173.93,6,64.81,8,109.12,2008-11-09,gpchn08
9,Song GAO,CHN,166.93,9,59.31,9,107.62,2008-11-09,gpchn08
10,Kensuke NAKANIWA,JPN,164.94,7,61.9,11,103.04,2008-11-09,gpchn08
11,Ming XU,CHN,157.28,11,53.28,10,104.0,2008-11-09,gpchn08
