Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Yu-Na KIM,KOR,191.75,1,63.64,1,128.11,2008-11-09,gpchn08
2,Miki ANDO,JPN,170.88,2,59.3,2,111.58,2008-11-09,gpchn08
3,Laura LEPISTO,FIN,159.42,3,58.6,3,100.82,2008-11-09,gpchn08
4,Ashley WAGNER,USA,155.59,4,55.4,4,100.19,2008-11-09,gpchn08
5,Susanna POYKIO,FIN,148.03,6,50.0,5,98.03,2008-11-09,gpchn08
6,Sarah MEIER,SUI,142.31,7,48.1,6,94.21,2008-11-09,gpchn08
7,Alena LEONOVA,RUS,137.27,8,44.04,7,93.23,2008-11-09,gpchn08
8,Katrina HACKER,USA,134.95,5,50.8,8,84.15,2008-11-09,gpchn08
9,Yan LIU,CHN,118.07,9,42.06,10,76.01,2008-11-09,gpchn08
10,Binshu XU,CHN,116.59,11,37.02,9,79.57,2008-11-09,gpchn08
11,Mira LEUNG,CAN,114.05,10,40.76,11,73.29,2008-11-09,gpchn08
12,Yueren WANG,CHN,95.68,12,34.66,12,61.02,2008-11-09,gpchn08
