ISU GP Samsung Anycall Cup of China 2008,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Skating Skills  2.00 6.50 7.25 6.50 7.25,,7.25 6.75 7.25 6.75 6.75,- - -,,6.90,,
Transition / Linking Footwork  2.00 6.75 7.00 6.00 6.75,,6.50 6.00 7.00 6.50 6.50,- - -,,6.50,,
Performance / Execution  2.00 7.50 7.25 6.50 7.25,,7.00 7.25 7.00 7.00 6.75,- - -,,7.10,,
Choreography / Composition  2.00 7.25 7.25 6.50 7.00,,6.75 7.00 7.25 6.75 7.00,- - -,,7.00,,
Interpretation  2.00 7.25 7.25 6.75 7.00,,7.00 7.00 7.00 7.00 7.25,- - -,,7.10,,
Judges Total Program Component Score (factored),,,,,69.20,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Samsung Anycall Cup of China 2008,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
3 Tomas VERNER CZE,,139.93  65.13,75.80,,1.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 4T  9.80  1.40 0 1 2 2,,1 2 2 1 1,- - -,,11.20,,
2 3Lz+3T  10.00  1.00 0 2 1 1,,1 In1fo 1 1 1,- - -,,11.00,,Info
3 3A  8.20 -0.56 -1 0 0 1,,-1 -1 0 0 0,- - -,,7.64,,
4 3S  4.50  0.60 1 1 1 0,,0 0 1 1 1,- - -,,5.10,,
5 SlSt3  3.30  0.70 2 2 1 1,,1 1 2 1 2,- - -,,4.00,,
6 FSSp2  2.30  0.20 0 1 0 0,,0 1 1 1 1,- - -,,2.50,,
7 2A  3.85 x -0.32 -1 0 0 -1,,0 -1 -1 0 0,- - -,,3.53,,
8 3Lo  5.50 x  1.20 1 1 2 1,,0 2 1 2 1,- - -,,6.70,,
9 2Lz  2.09 x  0.10 0 1 1 0,,0 0 0 0 0,- - -,,2.19,,
10 3F< e  1.87 x -1.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,- - -,,0.87,,
11 CSSp3  2.60  0.30 1 1 1 0,,0 0 1 1 1,- - -,,2.90,,
12 CiSt3  3.30  0.70 1 1 1 2,,2 1 1 1 2,- - -,,4.00,,
13 CCoSp3  3.00  0.50 1 1 1 1,,1 1 1 1 2,- - -,,3.50,,
60.31,,,,,65.13,,
Program Components Factor,,,,,,,
Skating Skills  2.00 7.75 8.25 7.50 7.75,,7.75 7.25 8.00 8.00 8.00,- - -,,7.75,,
Transition / Linking Footwork  2.00 7.25 8.00 6.75 7.00,,7.25 6.75 7.00 7.50 7.75,- - -,,7.20,,
Performance / Execution  2.00 7.25 8.00 7.75 7.50,,7.50 7.25 8.00 7.75 7.75,- - -,,7.55,,
Choreography / Composition  2.00 8.00 8.00 7.50 7.50,,7.50 7.50 7.75 7.75 8.00,- - -,,7.70,,
Interpretation  2.00 7.50 8.50 7.50 7.25,,7.75 7.50 7.75 8.00 8.25,- - -,,7.70,,
Judges Total Program Component Score (factored),,,,,75.80,,
Deductions: Falls: -1.00,,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
4 Artem BORODULIN RUS,,126.33  62.83,63.50,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 2A  3.50  1.00 1 1 1 1,,1 1 1 1 1,- - -,,4.50,,
2 3Lz+3T e  10.00 -1.00 -1 0 -2 -1,,-1 -1 -1 -1 -1,- - -,,9.00,,
3 3F+2T+2Lo  8.30  0.20 0 0 1 1,,0 0 0 1 0,- - -,,8.50,,
4 CSSp4  3.00  0.50 1 1 1 1,,1 0 0 1 1,- - -,,3.50,,
5 CiSt3  3.30  0.80 2 1 1 1,,2 2 2 1 2,- - -,,4.10,,
6 3F  6.05 x  0.80 1 1 1 0,,1 1 0 1 0,- - -,,6.85,,
7 2Lz e  2.09 x -0.36 -1 -1 -2 -1,,-2 -1 -1 -1 -1,- - -,,1.73,,
8 3Lo  5.50 x  0.00 0 0 0 1,,0 0 0 0 0,- - -,,5.50,,
9 3S  4.95 x  0.00 0 0 0 0,,0 0 0 0 0,- - -,,4.95,,
10 FSSp2  2.30 -0.18 0 0 -1 -1,,0 -1 -1 0 -1,- - -,,2.12,,
11 SlSt3  3.30  0.50 1 1 0 1,,1 1 1 0 1,- - -,,3.80,,
12 2A+2T  5.28 x  0.00 0 0 1 0,,0 0 0 0 0,- - -,,5.28,,
13 CCoSp2  2.50  0.50 1 1 1 1,,1 0 1 1 1,- - -,,3.00,,
60.07,,,,,62.83,,
Program Components Factor,,,,,,,
Skating Skills  2.00 6.25 6.75 6.75 6.50,,6.50 6.50 6.50 6.50 6.25,- - -,,6.50,,
Transition / Linking Footwork  2.00 6.00 6.25 5.25 6.25,,6.00 5.75 5.75 6.25 6.50,- - -,,6.05,,
Performance / Execution  2.00 6.75 6.50 6.25 6.50,,6.25 6.00 6.25 6.50 6.25,- - -,,6.35,,
Choreography / Composition  2.00 6.25 6.50 6.50 6.25,,6.25 6.50 6.00 6.50 6.50,- - -,,6.40,,
Interpretation  2.00 6.50 6.75 6.25 6.25,,6.50 6.25 6.00 6.50 7.00,- - -,,6.45,,
Judges Total Program Component Score (factored),,,,,63.50,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Samsung Anycall Cup of China 2008,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
5 Jeremy TEN CAN,,119.31  64.41  54.90,,0.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3A  8.20 -2.80 -2 -2 -2 -2,,-2 -2 -2 -3 -2 - - -,,5.40,,
2 3Lz+3T e  10.00 -1.80 -1 -1 -2 -3,,-2 In-2fo -2 -3 -2 - - -,,8.20,,Info
3 3F  5.50  0.80 1 0 1 0,,1 1 1 1 1 - - -,,6.30,,
4 CSSp4  3.00  0.50 0 1 1 1,,1 1 1 1 1 - - -,,3.50,,
5 CiSt3  3.30  0.30 1 0 0 0,,1 1 1 0 1 - - -,,3.60,,
6 3Lo  5.00  0.20 0 0 1 0,,1 0 0 0 0 - - -,,5.20,,
7 3Lz+2T !  8.03 x  0.20 0 0 0 -1,,0 1 0 0 1 - - -,,8.23,,
8 3F+2T+2Lo  9.13 x -0.20 0 0 1 -1,,0 -1 0 1 0 - - -,,8.93,,
9 FSSp3  2.60  0.00 0 0 0 -1,,0 0 0 0 0 - - -,,2.60,,
10 SlSt3  3.30  0.20 0 0 1 0,,1 0 1 0 1 - - -,,3.50,,
11 3S  4.95 x  0.00 0 0 0 -1,,0 0 -1 0 0 - - -,,4.95,,
12 A  0.00 x  0.00 - - - -,,- - - - - - - -,,0.00,,
13 CCoSp4  3.50  0.50 1 1 2 0,,1 1 1 1 1 - - -,,4.00,,
66.51,,,,64.41,,
Program Components Factor,,,,,,
Skating Skills  2.00 6.00 5.50 5.50 5.25,,5.75 5.50 5.50 5.25 5.50 - - -,,5.55,,
Transition / Linking Footwork  2.00 6.25 4.75 5.25 4.50,,5.50 6.00 5.00 4.75 5.25 - - -,,5.35,,
Performance / Execution  2.00 5.75 5.25 6.00 5.25,,5.75 5.75 5.75 5.00 5.50 - - -,,5.60,,
Choreography / Composition  2.00 6.25 5.00 5.75 5.00,,5.50 5.50 5.75 4.75 5.75 - - -,,5.50,,
Interpretation  2.00 6.25 5.00 5.75 4.75,,5.75 5.25 5.75 5.25 5.50 - - -,,5.45,,
Judges Total Program Component Score (factored),,,,54.90,,
Deductions:,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
6 Jialiang WU CHN,,118.00  64.60  53.40,,0.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3Lz+3T  10.00  1.00 2 1 1 1,,0 1 1 1 1 - - -,,11.00,,
2 3A+2T  9.50  0.80 1 1 1 1,,0 0 1 1 1 - - -,,10.30,,
3 3S  4.50  0.00 0 0 1 0,,0 0 0 0 0 - - -,,4.50,,
4 CSSp3  2.60 -0.06 0 -1 1 0,,0 -1 -1 0 0 - - -,,2.54,,
5 3Lo  5.00  0.00 0 0 0 0,,0 0 0 0 0 - - -,,5.00,,
6 2A+2T  4.80  0.60 1 0 2 0,,0 1 0 0 1 - - -,,5.40,,
7 2A  3.85 x  0.00 0 0 0 0,,0 0 0 0 0 - - -,,3.85,,
8 3F !  6.05 x -0.40 -1 0 0 -1,,0 0 -1 0 -1 - - -,,5.65,,
9 CiSt2  2.30  0.00 0 0 1 0,,0 0 0 0 0 - - -,,2.30,,
10 FSSp2  2.30 -0.06 0 0 0 -1,,0 -1 0 0 0 - - -,,2.24,,
11 SlSt1  1.80  0.10 0 0 0 1,,0 0 0 0 1 - - -,,1.90,,
12 3Lz  6.60 x  0.00 0 0 0 0,,0 0 0 0 0 - - -,,6.60,,
13 CCoSp4  3.50 -0.18 -1 0 0 -1,,-1 -2 0 0 0 - - -,,3.32,,
62.80,,,,64.60,,
Program Components Factor,,,,,,
Skating Skills  2.00 5.75 5.50 6.00 5.50,,5.75 6.25 5.25 5.50 5.50 - - -,,5.70,,
Transition / Linking Footwork  2.00 5.25 5.00 5.25 4.75,,5.25 5.00 5.00 4.75 5.00 - - -,,5.10,,
Performance / Execution  2.00 5.00 5.25 5.50 5.50,,5.50 5.25 5.25 5.00 5.25 - - -,,5.35,,
Choreography / Composition  2.00 5.25 5.00 5.25 5.25,,5.75 5.75 5.00 4.75 5.25 - - -,,5.35,,
Interpretation  2.00 5.00 5.25 4.50 5.00,,5.50 5.75 5.00 4.75 5.25 - - -,,5.20,,
Judges Total Program Component Score (factored),,,,53.40,,
Deductions:,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
ISU GP Samsung Anycall Cup of China 2008,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
7 Vaughn CHIPEUR CAN,,114.80  51.60  63.20,,0.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3A  8.20 -2.24 -1 -2 -1 -2,,-2 -1 -2 -2 -2 - - -,,5.96,,
2 3Lz  6.00 -0.40 0 0 0 1,,-1 In-1fo -1 0 -1 - - -,,5.60,,Info
3 3F !  5.50  0.00 0 0 0 -1,,0 0 -1 -1 0 - - -,,5.50,,
4 CSSp4  3.00  0.10 0 0 1 1,,-1 0 -1 0 0 - - -,,3.10,,
5 1A  0.88 x  0.20 1 0 1 0,,0 0 0 0 1 - - -,,1.08,,
6 3Lo  5.50 x -1.00 -1 -1 -1 -1,,-1 -1 -1 -1 -1 - - -,,4.50,,
7 CiSt3  3.30  0.00 0 0 0 0,,0 0 0 0 0 - - -,,3.30,,
8 1A  0.88 x  0.00 0 0 0 0,,0 0 0 0 1 - - -,,0.88,,
9 3S  4.95 x -2.00 -2 -2 -2 -2,,-2 -2 -2 -3 -2 - - -,,2.95,,
10 3Lz+2T  8.03 x  0.40 0 0 1 1,,0 0 0 0 1 - - -,,8.43,,
11 FCCoSp4  3.50  0.30 0 1 1 1,,0 1 0 0 0 - - -,,3.80,,
12 SlSt3  3.30  0.10 0 0 1 0,,0 1 1 0 0 - - -,,3.40,,
13 FSSp4  3.00  0.10 0 0 0 1,,0 0 1 0 1 - - -,,3.10,,
56.04,,,,51.60,,
Program Components Factor,,,,,,
Skating Skills  2.00 6.75 6.50 7.00 6.75,,6.75 6.50 6.75 6.25 6.50 - - -,,6.65,,
Transition / Linking Footwork  2.00 5.75 6.25 5.75 6.25,,6.00 5.75 6.25 6.00 6.00 - - -,,5.95,,
Performance / Execution  2.00 5.75 6.50 6.00 6.50,,6.25 6.50 6.50 6.00 6.00 - - -,,6.25,,
Choreography / Composition  2.00 6.25 6.50 6.50 5.75,,6.50 6.50 6.50 5.75 6.25 - - -,,6.40,,
Interpretation  2.00 5.75 6.25 6.50 6.25,,6.50 6.75 6.50 5.75 6.25 - - -,,6.35,,
Judges Total Program Component Score (factored),,,,63.20,,
Deductions:,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
8 Kristoffer BERNTSSON SWE,,109.12  47.32  61.80,,0.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 2Lz+3T  5.90 -0.60 0 0 0 -1,,-1 -1 0 -1 -1 - - -,,5.30,,
2 3A  8.20  0.12 -1 0 1 1,,1 -1 0 0 0 - - -,,8.32,,
3 2F+3T< <  3.00 -0.42 -1 -1 -2 -1,,-2 -2 -1 -2 -1 - - -,,2.58,,
4 FSSp4  3.00  0.00 0 0 1 0,,0 0 0 0 0 - - -,,3.00,,
5 SlSt3  3.30  0.50 1 1 1 1,,1 1 1 1 1 - - -,,3.80,,
6 2A  3.50 -0.16 -1 0 0 0,,0 -1 0 0 0 - - -,,3.34,,
7 1A  0.88 x -0.08 -1 0 -1 0,,0 -1 -1 0 1 - - -,,0.80,,
8 2S  1.43 x  0.00 0 0 0 0,,0 0 0 0 0 - - -,,1.43,,
9 3Lo  5.50 x -1.00 0 -1 -1 -1,,-1 -1 -1 -1 -1 - - -,,4.50,,
10 CSSp4  3.00  0.20 0 1 1 0,,0 1 0 1 0 - - -,,3.20,,
11 2A  3.85 x  0.40 1 1 1 0,,0 0 0 1 0 - - -,,4.25,,
12 CiSt3  3.30  0.50 1 0 1 1,,1 2 1 0 1 - - -,,3.80,,
13 CCoSp3  3.00  0.00 0 0 0 1,,-1 0 0 0 0 - - -,,3.00,,
47.86,,,,47.32,,
Program Components Factor,,,,,,
Skating Skills  2.00 6.00 6.50 6.75 6.50,,6.00 5.50 6.00 6.50 6.25 - - -,,6.25,,
Transition / Linking Footwork  2.00 6.25 6.00 4.75 6.00,,6.00 5.00 5.75 6.25 6.00 - - -,,5.80,,
Performance / Execution  2.00 5.75 6.25 6.00 6.25,,6.25 6.00 6.25 6.25 6.00 - - -,,6.10,,
Choreography / Composition  2.00 6.75 6.25 6.25 6.25,,6.00 6.50 6.25 6.50 6.50 - - -,,6.35,,
Interpretation  2.00 6.50 6.50 7.00 6.00,,6.25 6.25 6.25 6.75 6.50 - - -,,6.40,,
Judges Total Program Component Score (factored),,,,61.80,,
Deductions:,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
ISU GP Samsung Anycall Cup of China 2008,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
9 Song GAO CHN,,107.62  56.82,50.80,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3A+2T  9.50  1.00 0 1 1 1,,1 1 1 0 1,- - -,,10.50,,
2 3F e  5.50 -1.00 -1 -1 -1 -1,,-2 In-1fo -1 -2 -1,- - -,,4.50,,Info
3 3Lz+2T  7.30  0.80 1 0 1 1,,0 1 0 0 1,- - -,,8.10,,
4 FSSp3  2.60  0.00 0 0 0 0,,0 0 1 0 0,- - -,,2.60,,
5 3Lo  5.00  0.00 0 0 1 0,,0 0 0 0 0,- - -,,5.00,,
6 2S  1.30  0.00 0 0 0 0,,0 0 0 -1 0,- - -,,1.30,,
7 CSSp2  2.30  0.00 0 0 0 0,,0 0 0 0 1,- - -,,2.30,,
8 3Lz  6.60 x -1.00 -1 -1 -1 -1,,-1 -1 -1 -1 -1,- - -,,5.60,,
9 CiSt2  2.30 -0.06 -1 0 0 1,,0 -1 0 0 0,- - -,,2.24,,
10 2A+2T  5.28 x  0.00 0 0 0 0,,0 0 0 0 1,- - -,,5.28,,
11 3T  4.40 x  0.20 0 0 1 0,,0 0 0 0 1,- - -,,4.60,,
12 SlSt1  1.80  0.00 -1 0 0 0,,0 0 0 0 0,- - -,,1.80,,
13 CCoSp3  3.00  0.00 0 0 0 0,,0 0 0 0 0,- - -,,3.00,,
56.88,,,,,56.82,,
Program Components Factor,,,,,,,
Skating Skills  2.00 5.25 5.25 6.25 5.50,,6.00 6.00 5.25 5.00 5.50,- - -,,5.65,,
Transition / Linking Footwork  2.00 2.75 4.75 3.50 4.75,,4.75 5.25 4.75 4.75 5.00,- - -,,4.55,,
Performance / Execution  2.00 4.25 5.25 5.00 5.25,,5.75 4.75 5.00 5.00 5.25,- - -,,5.10,,
Choreography / Composition  2.00 4.50 5.00 5.50 5.00,,5.50 5.50 5.00 4.50 5.25,- - -,,5.25,,
Interpretation  2.00 3.25 5.00 4.00 5.25,,5.50 5.00 4.75 4.75 5.00,- - -,,4.85,,
Judges Total Program Component Score (factored),,,,,50.80,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
10 Ming XU CHN,,104.00  55.50,48.50,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 2A  3.50  0.40 0 0 0 1,,1 0 0 0 1,- - -,,3.90,,
2 3Lz  6.00 -1.00 -1 -1 -1 -1,,-1 -1 -1 -1 -1,- - -,,5.00,,
3 3S+2T  5.80  0.00 0 0 0 0,,-1 0 0 0 0,- - -,,5.80,,
4 FSSp3  2.60 -0.06 -1 0 0 0,,0 -1 0 0 0,- - -,,2.54,,
5 CiSt2  2.30  0.20 0 0 1 0,,0 1 0 0 1,- - -,,2.50,,
6 3Lo+2T  6.93 x  0.00 0 0 0 0,,0 0 0 0 0,- - -,,6.93,,
7 2A+2T+2Lo  6.93 x  0.00 0 0 0 1,,0 -1 0 0 0,- - -,,6.93,,
8 3Lo  5.50 x  0.00 0 0 0 0,,0 0 0 1 0,- - -,,5.50,,
9 2A  3.85 x -0.32 0 0 0 0,,-1 -1 -1 0 -1,- - -,,3.53,,
10 3S  4.95 x  0.00 0 0 0 1,,0 -1 0 0 0,- - -,,4.95,,
11 CCoSp3  3.00 -0.18 0 -1 -1 0,,-1 -1 -1 0 0,- - -,,2.82,,
12 SlSt1  1.80  0.30 0 0 0 1,,1 1 0 0 1,- - -,,2.10,,
13 CSSp4  3.00  0.00 -1 0 0 0,,0 0 -1 0 0,- - -,,3.00,,
56.16,,,,,55.50,,
Program Components Factor,,,,,,,
Skating Skills  2.00 5.00 5.00 5.75 5.25,,5.25 5.25 4.75 5.00 5.50,- - -,,5.25,,
Transition / Linking Footwork  2.00 3.50 4.50 4.25 4.75,,4.50 4.00 4.25 4.50 5.00,- - -,,4.40,,
Performance / Execution  2.00 4.25 4.75 4.50 5.25,,5.00 4.75 5.00 4.75 5.25,- - -,,4.85,,
Choreography / Composition  2.00 4.50 4.75 4.75 5.00,,4.75 5.25 4.75 4.75 5.50,- - -,,4.90,,
Interpretation  2.00 3.75 4.50 5.25 5.00,,4.75 4.75 4.75 4.50 5.25,- - -,,4.85,,
Judges Total Program Component Score (factored),,,,,48.50,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Samsung Anycall Cup of China 2008,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,Total,Total,,
NOC,,Segment Element,Program  Component,Deductions,,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,=,+ +,,-,
11 Kensuke NAKANIWA JPN,,103.04  48.04,57.00,,2.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,of Panel,,
1 4T< <  4.00 -3.00 -3 -3 -3,-3,-3 -3 -3,-3 -3 - - -,,1.00,
2 3A  8.20 -2.80 -2 -2 -2,-2,-2 -2 -2,-2 -2 - - -,,5.40,Info
3 3Lz+2T  7.30 -1.40 -1 -1 -1,-2,-2 -2 -2,-2 -1 - - -,,5.90,
4 CSSp4  3.00  0.20 0 0 1,0,0 1 1,0 1 - - -,,3.20,
5 CiSt3  3.30  0.30 0 0 1,1,1 0 1,0 2 - - -,,3.60,
6 3Lo  5.50 x  0.40 0 0 1,0,0 1 0,0 1 - - -,,5.90,
7 3Lz< <  2.09 x -1.00 -3 -3 -3,-2,-3 -3 -2,-3 -3 - - -,,1.09,
8 3S  4.95 x  0.00 0 0 1,0,0 0 0,1 0 - - -,,4.95,
9 3T+2T  5.83 x  0.20 0 1 1,0,0 0 -1,1 0 - - -,,6.03,
10 FSSp3  2.60  0.00 0 0 0,0,0 0 0,1 1 - - -,,2.60,
11 3F< <  1.87 x -1.00 -3 -3 -3,-3,-3 -3 -3,-3 -3 - - -,,0.87,
12 SlSt3  3.30  0.30 0 0 1,0,1 1 1,0 1 - - -,,3.60,
13 CCoSp4  3.50  0.40 0 0 1,1,1 1 1,1 1 - - -,,3.90,
55.44,,,,,48.04,
Program Components Factor,,,,,,
Skating Skills  2.00 5.25 5.50 6.25 6.25,,6.00 6.00 5.75,6.00 6.00 - - -,,5.95,
Transition / Linking Footwork  2.00 4.75 5.50 5.00 5.75,,5.50 5.25 5.50,5.50 6.25 - - -,,5.40,
Performance / Execution  2.00 4.50 5.00 5.50 6.00,,5.50 5.50 5.50,5.50 6.00 - - -,,5.50,
Choreography / Composition  2.00 5.25 5.50 5.75 6.25,,5.75 6.00 5.75,5.50 6.25 - - -,,5.85,
