9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
3,Mao ASADA,JPN,36,57.22,30.1,28.12,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3A<+2T,<,4.8,False,0.6,0,1,0,0,-1,2,1,1,1,,5.4
2,1F,,0.5,False,-0.3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.2
3,LSp4,,2.7,False,0.7,1,1,2,2,1,1,1,2,1,,3.4
4,SpSq3,,3.1,False,1.0,1,2,2,2,2,2,1,2,2,,4.1
5,2A,,3.5,False,1.4,1,1,1,2,1,2,2,1,2,,4.9
6,FSSp4,,3.0,False,0.7,1,2,1,1,2,2,2,1,1,,3.7
7,SlSt3,,3.3,False,1.0,2,2,2,1,2,2,3,2,2,,4.3
8,CCoSp4,,3.5,False,0.6,1,1,1,2,1,1,2,2,1,,4.1
,,,24.4,,,,,,,,,,,,,30.1
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,6.5,7.5,7.5,7.5,7.0,6.25,7.75,7.25,7.25,,7.3
,Transition / Linking Footwork  ,,,,0.8,6.25,7.0,6.75,6.5,5.5,6.0,7.5,7.0,6.5,,6.55
,Performance / Execution  ,,,,0.8,6.5,7.5,7.25,7.5,7.0,6.25,7.75,7.5,6.75,,7.2
,Choreography / Composition  ,,,,0.8,6.25,7.5,7.0,7.0,6.5,6.25,7.5,7.75,7.0,,7.0
,Interpretation  ,,,,0.8,6.5,7.5,7.0,7.75,6.5,6.5,7.75,7.5,7.0,,7.1
,,,,,,,,,,,,,,,,28.12
Deduction,Time violation,-1.0
