Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Patrick CHAN,CAN,267.78,1,98.37,2,169.41,2013-03-17,wc2013
2,Denis TEN,KAZ,266.48,2,91.56,1,174.92,2013-03-17,wc2013
3,Javier FERNANDEZ,ESP,249.06,7,80.76,4,168.3,2013-03-17,wc2013
4,Yuzuru HANYU,JPN,244.99,9,75.94,3,169.05,2013-03-17,wc2013
5,Kevin REYNOLDS,CAN,239.98,3,85.16,7,154.82,2013-03-17,wc2013
6,Daisuke TAKAHASHI,JPN,239.03,4,84.67,8,154.36,2013-03-17,wc2013
7,Max AARON,USA,238.36,8,78.2,6,160.16,2013-03-17,wc2013
8,Takahito MURA,JPN,234.18,11,73.46,5,160.72,2013-03-17,wc2013
9,Brian JOUBERT,FRA,232.26,5,84.17,10,148.09,2013-03-17,wc2013
10,Michal BREZINA,CZE,229,6,83.09,11,145.91,2013-03-17,wc2013
11,Peter LIEBERS,GER,216.84,13,71.2,12,145.64,2013-03-17,wc2013
12,Florent AMODIO,FRA,216.83,10,75.73,15,141.1,2013-03-17,wc2013
13,Andrei ROGOZINE,CAN,216.6,18,67.35,9,149.25,2013-03-17,wc2013
14,Ross MINER,USA,211.9,14,70.24,13,141.66,2013-03-17,wc2013
15,Nan SONG,CHN,207.68,12,73.03,18,134.65,2013-03-17,wc2013
16,Misha GE,UZB,207.5,15,68.45,16,139.05,2013-03-17,wc2013
17,Maxim KOVTUN,RUS,207.4,19,65.85,14,141.55,2013-03-17,wc2013
18,Alexander MAJOROV,SWE,204.29,16,68.32,17,135.97,2013-03-17,wc2013
19,Jorik HENDRICKX,BEL,192.19,23,62.04,19,130.15,2013-03-17,wc2013
20,Viktor PFEIFER,AUT,189.44,21,64.1,20,125.34,2013-03-17,wc2013
21,Tomas VERNER,CZE,180.5,17,68.05,22,112.45,2013-03-17,wc2013
22,Viktor ROMANENKOV,EST,177.09,20,65.33,23,111.76,2013-03-17,wc2013
23,Yakov GODOROZHA,UKR,174.98,24,61.88,21,113.1,2013-03-17,wc2013
24,Justus STRID,DEN,165.23,22,63.25,24,101.98,2013-03-17,wc2013
25,Maciej CIEPLUCHA,POL,60.96,25,60.96,DNQ,DNQ,2013-03-17,wc2013
26,Jin Seo KIM,KOR,60.75,26,60.75,DNQ,DNQ,2013-03-17,wc2013
27,Paolo BACCHINI,ITA,60.31,27,60.31,DNQ,DNQ,2013-03-17,wc2013
28,Abzal RAKIMGALIEV,KAZ,59.14,28,59.14,DNQ,DNQ,2013-03-17,wc2013
29,Zoltan KELEMEN,ROU,58.24,29,58.24,DNQ,DNQ,2013-03-17,wc2013
30,Ronald LAM,HKG,57.94,30,57.94,DNQ,DNQ,2013-03-17,wc2013
31,Alexei BYCHENKO,ISR,57.53,31,57.53,DNQ,DNQ,2013-03-17,wc2013
32,Kim LUCINE,MON,57.35,32,57.35,DNQ,DNQ,2013-03-17,wc2013
33,Paul Bonifacio PARKINSON,ITA,51.54,33,51.54,DNQ,DNQ,2013-03-17,wc2013
34,Christopher CALUZA,PHI,49.15,34,49.15,DNQ,DNQ,2013-03-17,wc2013
WD,Pavel IGNATENKO,BLR,WD,WD,WD,WD,WD,2013-03-17,wc2013
