Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Yuna KIM,KOR,218.31,1,69.97,1,148.34,2013-03-17,wc2013
2,Carolina KOSTNER,ITA,197.89,2,66.86,3,131.03,2013-03-17,wc2013
3,Mao ASADA,JPN,196.47,6,62.1,2,134.37,2013-03-17,wc2013
4,Kanako MURAKAMI,JPN,189.73,3,66.64,7,123.09,2013-03-17,wc2013
5,Ashley WAGNER,USA,187.34,5,63.98,6,123.36,2013-03-17,wc2013
6,Gracie GOLD,USA,184.25,9,58.85,5,125.4,2013-03-17,wc2013
7,Zijun LI,CHN,183.85,12,56.31,4,127.54,2013-03-17,wc2013
8,Kaetlyn OSMOND,CAN,176.82,4,64.73,10,112.09,2013-03-17,wc2013
9,Adelina SOTNIKOVA,RUS,175.98,8,59.62,9,116.36,2013-03-17,wc2013
10,Elizaveta TUKTAMYSHEVA,RUS,174.24,14,54.72,8,119.52,2013-03-17,wc2013
11,Mae Berenice MEITE,FRA,165.03,11,56.9,11,108.13,2013-03-17,wc2013
12,Akiko SUZUKI,JPN,164.59,7,61.17,13,103.42,2013-03-17,wc2013
13,Alena LEONOVA,RUS,159.06,13,56.3,14,102.76,2013-03-17,wc2013
14,Viktoria HELGESSON,SWE,158.8,10,58.36,15,100.44,2013-03-17,wc2013
15,Natalia POPOVA,UKR,155.52,17,51.67,12,103.85,2013-03-17,wc2013
16,Elena GLEBOVA,EST,152.49,15,54.59,16,97.9,2013-03-17,wc2013
17,Monika SIMANCIKOVA,SVK,149.02,19,51.18,17,97.84,2013-03-17,wc2013
18,Valentina MARCHEI,ITA,147.23,21,50.41,18,96.82,2013-03-17,wc2013
19,Nathalie WEINZIERL,GER,142.48,24,48.14,19,94.34,2013-03-17,wc2013
20,Jenna MCCORKELL,GBR,142.27,18,51.23,21,91.04,2013-03-17,wc2013
21,Brooklee HAN,AUS,141.88,20,50.62,20,91.26,2013-03-17,wc2013
22,Sonia LAFUENTE,ESP,139.66,16,52.44,23,87.22,2013-03-17,wc2013
23,Kexin ZHANG,CHN,137.41,23,48.8,22,88.61,2013-03-17,wc2013
24,Kerstin FRANK,AUT,127.98,22,49.66,24,78.32,2013-03-17,wc2013
25,Isadora WILLIAMS,BRA,46.63,25,46.63,DNQ,DNQ,2013-03-17,wc2013
26,Anita MADSEN,DEN,46.16,26,46.16,DNQ,DNQ,2013-03-17,wc2013
27,Carol BRESSANUTTI,ITA,44.51,27,44.51,DNQ,DNQ,2013-03-17,wc2013
28,Kaat VAN DAELE,BEL,42.51,28,42.51,DNQ,DNQ,2013-03-17,wc2013
29,Elene GEDEVANISHVILI,GEO,42.4,29,42.4,DNQ,DNQ,2013-03-17,wc2013
30,Tina STUERZINGER,SUI,42.36,30,42.36,DNQ,DNQ,2013-03-17,wc2013
31,Juulia TURKKILA,FIN,40.7,31,40.7,DNQ,DNQ,2013-03-17,wc2013
32,Anne Line GJERSEM,NOR,38.53,32,38.53,DNQ,DNQ,2013-03-17,wc2013
33,Inga JANULEVICIUTE,LTU,36.79,33,36.79,DNQ,DNQ,2013-03-17,wc2013
34,Patricia GLESCIC,SLO,36.66,34,36.66,DNQ,DNQ,2013-03-17,wc2013
35,Alina FJODOROVA,LAT,36.44,35,36.44,DNQ,DNQ,2013-03-17,wc2013
