ISU World Figure Skating Championships 2013,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Yuna KIM KOR  24,148.34  74.73,,73.61,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Lz+3T  10.10  1.90 2 3 3,2 3 3 3,,3 2,12.00,
2 3F  5.30  1.90 2 3 3,2 3 2 3,,3 3,7.20,
3 FCCoSp4  3.50  1.00 2 3 2,2 2 2 2,,2 2,4.50,
4 3S  4.20  1.40 2 2 3,1 2 2 2,,2 2,5.60,
"",Info,,,,Info
5 StSq4  3.90  1.40 2 3 2,2 2 2 2,,2 2,5.30,
6 3Lz  6.60 x  1.80 2 3 3,2 3 2 3,,2 3,8.40,
7 2A+2T+2Lo  7.04 x  0.79 1 3 2,1 2 1 2,,1 2,7.83,
8 3S+2T  6.05 x  1.30 2 2 2,1 2 1 2,,2 2,7.35,
9 LSp3  2.40  1.07 2 2 3,2 2 3 2,,2 2,3.47,
10 ChSq1  2.00  1.60 2 3 3,2 2 3 2,,2 2,3.60,
11 2A  3.63 x  1.14 2 3 3,2 2 3 2,,2 2,4.77,
12 CCoSp4  3.50  1.21 3 3 3,2 2 3 2,,2 2,4.71,
58.22,,,,74.73,
Program Components Factor,,,,,
Skating Skills  1.60 9.50 9.25 9.25,9.00 8.75 9.50 9.25,,9.25 9.00,9.21,
Transition / Linking Footwork  1.60 9.00 9.25 8.75,8.75 8.50 9.25 9.00,,8.75 8.75,8.89,
Performance / Execution  1.60 10.00 10.00 9.00,9.25 8.50 9.50 9.75,,9.00 9.00,9.36,
Choreography / Composition  1.60 9.50 9.75 9.00,9.25 8.50 9.00 10.00,,8.75 9.00,9.18,
Interpretation  1.60 10.00 10.00 9.25,9.00 8.50 9.25 10.00,,9.00 9.00,9.36,
Judges Total Program Component Score (factored),,,,73.61,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Mao ASADA JPN  22,134.37  65.96,,68.41,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3A  8.50 -2.14 -2 -2 -2,-3 -2 -2 -2,,-2 -3,6.36,
2 3F< <  3.70 -1.20 -2 -1 -1,-2 -2 1 -2,,-2 -2,2.50,
3 3Lz e  6.00 -0.70 -2 1 -1,-1 0 0 -1,,-2 -2,5.30,
4 3Lo+2Lo  6.90  0.60 2 1 1,0 1 1 1,,0 1,7.50,
5 FCCoSp4  3.50  1.00 2 3 2,1 2 2 2,,2 2,4.50,
6 2A+3T  8.14 x  1.40 2 3 2,2 2 2 2,,2 2,9.54,
7 3S  4.62 x  0.90 1 2 2,0 2 2 1,,0 1,5.52,
8 CCoSp3  3.00  0.86 2 2 2,1 2 1 1,,2 2,3.86,
9 3F+2Lo<+2Lo <  9.24 x -0.30 0 0 -1,-1 0 1 -1,,0 -1,8.94,
10 FCSp3  2.80  0.14 0 0 2,0 1 0 0,,1 0,2.94,
11 StSq4  3.90  1.50 2 3 2,2 2 2 2,,2 3,5.40,
12 ChSq1  2.00  1.60 3 3 2,3 2 2 2,,2 2,3.60,
62.30,,,,65.96,
Program Components Factor,,,,,
Skating Skills  1.60 8.50 8.75 8.50,8.25 8.75 8.50 8.50,,8.75 9.00,8.61,
Transition / Linking Footwork  1.60 8.25 8.50 8.25,8.00 8.50 8.25 8.00,,8.25 8.00,8.21,
