Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Satoko MIYAHARA,JPN,203.11,1,69.53,1,133.58,2015-11-29,gpjpn2015
2,Courtney HICKS,USA,183.12,2,65.6,3,117.52,2015-11-29,gpjpn2015
3,Mao ASADA,JPN,182.99,4,62.5,2,120.49,2015-11-29,gpjpn2015
4,Ashley WAGNER,USA,179.33,3,63.71,5,115.62,2015-11-29,gpjpn2015
5,Mirai NAGASU,USA,175.64,5,61.1,6,114.54,2015-11-29,gpjpn2015
6,Kaetlyn OSMOND,CAN,168.48,8,57.07,7,111.41,2015-11-29,gpjpn2015
7,Zijun LI,CHN,166.4,6,60.78,10,105.62,2015-11-29,gpjpn2015
8,Alena LEONOVA,RUS,165.75,7,59.63,9,106.12,2015-11-29,gpjpn2015
9,Anna POGORILAYA,RUS,164.63,11,47.35,4,117.28,2015-11-29,gpjpn2015
10,Mariko KIHARA,JPN,163.19,10,54.96,8,108.23,2015-11-29,gpjpn2015
11,Maria ARTEMIEVA,RUS,158.33,9,55.68,11,102.65,2015-11-29,gpjpn2015
